Height,beta_mol,beta_aer,beta_total,alpha_aer,alpha_mol
2062.5,1.5350931172591934e-17,1.598721023166104e-06,1.598721023181455e-06,9.592326138996624e-05,1.286036602602063e-16
2070.0,1.5339393116291578e-17,1.6010246557643597e-06,1.601024655779699e-06,9.606147934586159e-05,1.285069992657799e-16
2077.5,1.5327860486052577e-17,1.6033349366529422e-06,1.60333493666827e-06,9.620009619917653e-05,1.284103837286188e-16
2085.0,1.5316333283270565e-17,1.6056518946539197e-06,1.605651894669236e-06,9.633911367923519e-05,1.2831381366041504e-16
2092.5,1.530481150934294e-17,1.6079755587562017e-06,1.6079755587715066e-06,9.647853352537211e-05,1.2821728907287545e-16
2100.0,1.529329516566881e-17,1.6103059581167517e-06,1.610305958132045e-06,9.66183574870051e-05,1.2812080997772114e-16
2107.5,1.5281784253649038e-17,1.612643122061803e-06,1.6126431220770848e-06,9.675858732370818e-05,1.2802437638668798e-16
2115.0,1.5270278774686208e-17,1.6149870800880888e-06,1.6149870801033591e-06,9.689922480528533e-05,1.2792798831152622e-16
2122.5,1.5258778730184645e-17,1.6173378618640877e-06,1.6173378618793466e-06,9.704027171184526e-05,1.2783164576400072e-16
2130.0,1.524728412155041e-17,1.6196954972312707e-06,1.619695497246518e-06,9.718172983387624e-05,1.2773534875589085e-16
2137.5,1.523579495019131e-17,1.6220600162053643e-06,1.6220600162206001e-06,9.732360097232186e-05,1.2763909729899063e-16
2145.0,1.5224311217516903e-17,1.6244314489776287e-06,1.624431448992853e-06,9.746588693865772e-05,1.2754289140510873e-16
2152.5,1.5212832924938477e-17,1.6268098259161358e-06,1.6268098259313487e-06,9.760858955496815e-05,1.2744673108606837e-16
2160.0,1.520136007386907e-17,1.629195177567073e-06,1.6291951775822744e-06,9.775171065402439e-05,1.2735061635370735e-16
2167.5,1.5189892665723456e-17,1.6315875346560453e-06,1.6315875346712351e-06,9.789525207936272e-05,1.272545472198781e-16
2175.0,1.5178430701918197e-17,1.6339869280893967e-06,1.633986928104575e-06,9.80392156853638e-05,1.2715852369644793e-16
2182.5,1.5166974183871558e-17,1.6363933889555417e-06,1.6363933889707087e-06,9.81836033373325e-05,1.2706254579529848e-16
2190.0,1.5155523113003587e-17,1.6388069485263066e-06,1.638806948541462e-06,9.832841691157839e-05,1.2696661352832635e-16
2197.5,1.5144077490736086e-17,1.6412276382582844e-06,1.6412276382734285e-06,9.847365829549707e-05,1.2687072690744276e-16
2205.0,1.513263731849259e-17,1.6436554897942035e-06,1.6436554898093362e-06,9.861932938765222e-05,1.267748859445735e-16
2212.5,1.5121202597698416e-17,1.6460905349643027e-06,1.646090534979424e-06,9.876543209785817e-05,1.266790906516593e-16
2220.0,1.5109773329780638e-17,1.6485328057877257e-06,1.6485328058028355e-06,9.891196834726354e-05,1.2658334104065556e-16
2227.5,1.5098349516168076e-17,1.6509823344739226e-06,1.650982334489021e-06,9.905894006843535e-05,1.2648763712353235e-16
2235.0,1.5086931158291317e-17,1.6534391534240666e-06,1.6534391534391535e-06,9.920634920544399e-05,1.2639197891227454e-16
2242.5,1.5075518257582733e-17,1.6559032952324816e-06,1.6559032952475571e-06,9.93541977139489e-05,1.262963664188819e-16
2250.0,1.5064110815476432e-17,1.6583747926880873e-06,1.6583747927031514e-06,9.950248756128525e-05,1.2620079965536882e-16
2257.5,1.505270883340831e-17,1.660853678775846e-06,1.6608536787908985e-06,9.965122072655075e-05,1.2610527863376463e-16
2265.0,1.5041312312816026e-17,1.6633399866782392e-06,1.6633399866932806e-06,9.980039920069435e-05,1.260098033661134e-16
2272.5,1.5029921255139012e-17,1.6658337497767412e-06,1.6658337497917712e-06,9.995002498660448e-05,1.2591437386447413e-16
2280.0,1.5018535661818475e-17,1.6683350016533165e-06,1.668335001668335e-06,0.000100100100099199,1.2581899014092063e-16
2287.5,1.500715553429739e-17,1.670843776091927e-06,1.670843776106934e-06,0.00010025062656551561,1.2572365220754156e-16
2295.0,1.4995780874020516e-17,1.6733601070800505e-06,1.6733601070950464e-06,0.00010040160642480304,1.2562836007644048e-16
2302.5,1.498441168243438e-17,1.6758840288102207e-06,1.6758840288252051e-06,0.00010055304172861324,1.255331137597358e-16
2310.0,1.4973047960987312e-17,1.6784155756815695e-06,1.6784155756965425e-06,0.00010070493454089416,1.2543791326956098e-16
2317.5,1.496168971112939e-17,1.6809547823013938e-06,1.6809547823163555e-06,0.00010085728693808363,1.2534275861806422e-16
2325.0,1.49503369343125e-17,1.683501683486733e-06,1.6835016835016833e-06,0.00010101010100920398,1.252476498174088e-16
2332.5,1.4938989631990307e-17,1.6860563142659581e-06,1.686056314280897e-06,0.00010116337885595749,1.2515258687977288e-16
2340.0,1.4927647805618262e-17,1.688618709880378e-06,1.6886187098953056e-06,0.00010131712259282267,1.2505756981734966e-16
2347.5,1.4916311456653598e-17,1.6911889057858616e-06,1.6911889058007778e-06,0.0001014713343471517,1.2496259864234722e-16
2355.0,1.4904980586555356e-17,1.6937669376544717e-06,1.6937669376693767e-06,0.0001016260162592683,1.2486767336698877e-16
2362.5,1.489365519678435e-17,1.6963528413761156e-06,1.6963528413910092e-06,0.00010178117048256693,1.247727940035124e-16
2370.0,1.4882335288803197e-17,1.6989466530602108e-06,1.6989466530750932e-06,0.00010193679918361265,1.2467796056417134e-16
2377.5,1.4871020864076312e-17,1.7015484090373667e-06,1.7015484090522377e-06,0.00010209290454224201,1.245831730612338e-16
2385.0,1.4859711924069896e-17,1.7041581458610776e-06,1.7041581458759373e-06,0.00010224948875166466,1.2448843150698302e-16
2392.5,1.4848408470251958e-17,1.7067759003094384e-06,1.706775900324287e-06,0.0001024065540185663,1.2439373591371735e-16
2400.0,1.4837110504092307e-17,1.7094017093868722e-06,1.7094017094017092e-06,0.00010256410256321233,1.2429908629375024e-16
2407.5,1.4825818027062555e-17,1.712035610325869e-06,1.7120356103406947e-06,0.00010272213661955213,1.2420448265941023e-16
2415.0,1.481453104063611e-17,1.714677640588752e-06,1.7146776406035665e-06,0.00010288065843532512,1.2410992502304095e-16
2422.5,1.4803249546288205e-17,1.7173278378694487e-06,1.717327837884252e-06,0.00010303967027216693,1.2401541339700122e-16
2430.0,1.4791973545495857e-17,1.7199862400952869e-06,1.7199862401100788e-06,0.00010319917440571722,1.2392094779366494e-16
2437.5,1.478070303973791e-17,1.7226528854288023e-06,1.722652885443583e-06,0.00010335917312572813,1.2382652822542117e-16
2445.0,1.476943803049501e-17,1.725327812269565e-06,1.7253278122843345e-06,0.0001035196687361739,1.237321547046742e-16
2452.5,1.4758178519249612e-17,1.728011059256021e-06,1.7280110592707793e-06,0.00010368066355536126,1.2363782724384337e-16
2460.0,1.4746924507486007e-17,1.7307026652673577e-06,1.7307026652821046e-06,0.00010384215991604147,1.2354354585536352e-16
2467.5,1.473567599669028e-17,1.7334026694253751e-06,1.7334026694401107e-06,0.0001040041601655225,1.2344931055168434e-16
2475.0,1.4724432988350342e-17,1.7361111110963866e-06,1.736111111111111e-06,0.0001041666666657832,1.2335512134527102e-16
2482.5,1.4713195483955923e-17,1.7388280298931292e-06,1.7388280299078424e-06,0.00010432968179358776,1.2326097824860386e-16
2490.0,1.470196348499858e-17,1.7415534656766949e-06,1.7415534656913968e-06,0.0001044932079406017,1.2316688127417847e-16
2497.5,1.4690736992971693e-17,1.744287458558482e-06,1.7442874585731728e-06,0.00010465724751350893,1.230728304345058e-16
2505.0,1.4679516009370458e-17,1.7470300489021618e-06,1.7470300489168413e-06,0.00010482180293412971,1.2297882574211197e-16
2512.5,1.4668300535691908e-17,1.7497812773256642e-06,1.7497812773403325e-06,0.00010498687663953985,1.2288486720953845e-16
2520.0,1.4657090573434903e-17,1.752541184703184e-06,1.752541184717841e-06,0.00010515247108219104,1.2279095484934213e-16
2527.5,1.464588612410012e-17,1.755309812167204e-06,1.7553098121818499e-06,0.00010531858873003224,1.22697088674095e-16
2535.0,1.4634687189190098e-17,1.7580872011105412e-06,1.7580872011251758e-06,0.00010548523206663247,1.226032686963847e-16
2542.5,1.4623493770209184e-17,1.760873393188405e-06,1.7608733932030284e-06,0.0001056524035913043,1.2250949492881406e-16
2550.0,1.461230586866357e-17,1.763668430320485e-06,1.7636684303350974e-06,0.0001058201058192291,1.224157673840013e-16
2557.5,1.4601123486061286e-17,1.7664723546930477e-06,1.7664723547076488e-06,0.00010598834128158286,1.2232208607458007e-16
2565.0,1.4589946623912206e-17,1.7692852087610647e-06,1.7692852087756546e-06,0.00010615711252566388,1.2222845101319944e-16
2572.5,1.4578775283728033e-17,1.7721070352503513e-06,1.77210703526493e-06,0.00010632642211502108,1.2213486221252384e-16
2580.0,1.456760946702233e-17,1.774937877159731e-06,1.7749378771742986e-06,0.00010649627262958386,1.2204131968523325e-16
2587.5,1.455644917531049e-17,1.7777777777632215e-06,1.777777777777778e-06,0.00010666666666579329,1.2194782344402303e-16
2595.0,1.4545294410109765e-17,1.7806267806122355e-06,1.7806267806267808e-06,0.00010683760683673414,1.2185437350160404e-16
2602.5,1.4534145172939248e-17,1.7834849295378109e-06,1.7834849295523451e-06,0.00010700909577226865,1.2176096987070264e-16
2610.0,1.4523001465319882e-17,1.786352268652858e-06,1.786352268667381e-06,0.00010718113611917148,1.2166761256406063e-16
2617.5,1.451186328877447e-17,1.7892288423544271e-06,1.789228842368939e-06,0.00010735373054126562,1.2157430159443544e-16
2625.0,1.4500730644827658e-17,1.7921146953260012e-06,1.792114695340502e-06,0.00010752688171956008,1.2148103697459987e-16
2632.5,1.4489603535005962e-17,1.7950098725398096e-06,1.7950098725542992e-06,0.00010770059235238858,1.2138781871734247e-16
2640.0,1.4478481960837735e-17,1.797914419259164e-06,1.7979144192736425e-06,0.00010787486515554984,1.2129464683546712e-16
2647.5,1.4467365923853218e-17,1.8008283810408182e-06,1.8008283810552855e-06,0.00010804970286244909,1.2120152134179353e-16
2655.0,1.4456255425584487e-17,1.8037518037373474e-06,1.8037518037518038e-06,0.00010822510822424085,1.2110844224915682e-16
2662.5,1.4445150467565498e-17,1.8066847334995567e-06,1.8066847335140018e-06,0.0001084010840099734,1.210154095704078e-16
2670.0,1.4434051051332067e-17,1.8096272167789061e-06,1.8096272167933402e-06,0.00010857763300673436,1.2092242331841292e-16
2677.5,1.442295717842187e-17,1.812579300329967e-06,1.81257930034439e-06,0.00010875475801979802,1.2082948350605418e-16
2685.0,1.4411868850374457e-17,1.8155410312128938e-06,1.8155410312273056e-06,0.00010893246187277362,1.2073659014622926e-16
2692.5,1.4400786068731265e-17,1.8185124567959282e-06,1.818512456810329e-06,0.00010911074740775568,1.2064374325185166e-16
2700.0,1.4389708835035565e-17,1.8214936247579236e-06,1.8214936247723132e-06,0.00010928961748547542,1.2055094283585032e-16
2707.5,1.437863715083254e-17,1.8244845830908942e-06,1.8244845831052728e-06,0.00010946907498545366,1.204581889111701e-16
2715.0,1.436757101766924e-17,1.8274853801025916e-06,1.8274853801169591e-06,0.0001096491228061555,1.2036548149077149e-16
2722.5,1.435651043709457e-17,1.8304960644191047e-06,1.8304960644334613e-06,0.00010982976386514629,1.2027282058763064e-16
2730.0,1.4345455410659346e-17,1.8335166849874884e-06,1.8335166850018338e-06,0.0001100110010992493,1.201802062147396e-16
2737.5,1.433440593991624e-17,1.8365472910784114e-06,1.8365472910927457e-06,0.00011019283746470468,1.20087638385106e-16
2745.0,1.432336202641983e-17,1.8395879322888401e-06,1.8395879323031635e-06,0.00011037527593733041,1.1999511711175345e-16
2752.5,1.4312323671726564e-17,1.8426386585447442e-06,1.8426386585590566e-06,0.00011055831951268466,1.1990264240772125e-16
2760.0,1.4301290877394784e-17,1.8456995201038235e-06,1.8456995201181248e-06,0.00011074197120622941,1.1981021428606447e-16
2767.5,1.4290263644984718e-17,1.848770567558274e-06,1.8487705675725643e-06,0.00011092623405349643,1.197178327598541e-16
2775.0,1.4279241976058486e-17,1.851851851837573e-06,1.8518518518518523e-06,0.00011111111111025438,1.196254978421769e-16
2782.5,1.4268225872180105e-17,1.8549434242112926e-06,1.8549434242255608e-06,0.00011129660545267755,1.1953320954613556e-16
2790.0,1.4257215334915475e-17,1.8580453362919485e-06,1.8580453363062058e-06,0.0001114827201775169,1.1944096788484853e-16
2797.5,1.42462103658324e-17,1.8611576400378657e-06,1.861157640052112e-06,0.00011166945840227194,1.193487728714502e-16
2805.0,1.4235210966500595e-17,1.8642803877560855e-06,1.8642803877703208e-06,0.00011185682326536514,1.19256624519091e-16
2812.5,1.4224217138491654e-17,1.8674136321052902e-06,1.8674136321195145e-06,0.00011204481792631741,1.1916452284093708e-16
2820.0,1.421322888337908e-17,1.870557426098768e-06,1.8705574261129811e-06,0.00011223344556592608,1.190724678501706e-16
2827.5,1.4202246202738284e-17,1.8737118231074018e-06,1.873711823121604e-06,0.0001124227093864441,1.1898045955998966e-16
2835.0,1.4191269098146583e-17,1.8768768768626856e-06,1.8768768768768768e-06,0.00011261261261176114,1.188884979836084e-16
2842.5,1.4180297571183202e-17,1.8800526414597808e-06,1.8800526414739612e-06,0.00011280315848758685,1.187965831342569e-16
2850.0,1.4169331623429275e-17,1.883239171360595e-06,1.8832391713747644e-06,0.0001129943502816357,1.1870471502518118e-16
2857.5,1.4158371256467836e-17,1.8864365213968962e-06,1.8864365214110546e-06,0.00011318619128381378,1.186128936696433e-16
2865.0,1.4147416471883855e-17,1.8896447467734563e-06,1.8896447467876036e-06,0.00011337868480640738,1.1852111908092145e-16
2872.5,1.4136467271264198e-17,1.8928639030712318e-06,1.8928639030853684e-06,0.0001135718341842739,1.1842939127230975e-16
2880.0,1.412552365619766e-17,1.896094046250569e-06,1.8960940462646946e-06,0.00011376564277503415,1.183377102571184e-16
2887.5,1.4114585628274953e-17,1.8993352326544516e-06,1.8993352326685662e-06,0.0001139601139592671,1.1824607604867376e-16
2895.0,1.4103653189088705e-17,1.9025875190117718e-06,1.9025875190258755e-06,0.0001141552511407063,1.181544886603182e-16
2902.5,1.4092726340233467e-17,1.9058509624406433e-06,1.905850962454736e-06,0.0001143510577464386,1.1806294810541022e-16
2910.0,1.408180508330572e-17,1.909125620451745e-06,1.909125620465827e-06,0.0001145475372271047,1.1797145439732442e-16
2917.5,1.4070889419903876e-17,1.9124115509516973e-06,1.912411550965768e-06,0.00011474469305710183,1.1788000754945162e-16
2925.0,1.4059979351628268e-17,1.9157088122464763e-06,1.9157088122605362e-06,0.00011494252873478858,1.177886075751988e-16
2932.5,1.4049074880081154e-17,1.919017463044865e-06,1.9190174630589138e-06,0.0001151410477826919,1.1769725448798894e-16
2940.0,1.4038176006866744e-17,1.9223375624619323e-06,1.9223375624759706e-06,0.00011534025374771593,1.1760594830126147e-16
2947.5,1.4027282733591164e-17,1.92566917002256e-06,1.9256691700365874e-06,0.0001155401502013536,1.1751468902847187e-16
2955.0,1.401639506186248e-17,1.929012345664996e-06,1.9290123456790124e-06,0.00011574074073989977,1.174234766830918e-16
2962.5,1.4005512993290713e-17,1.9323671497444484e-06,1.932367149758454e-06,0.0001159420289846669,1.1733231127860933e-16
2970.0,1.3994636529487793e-17,1.935733643036722e-06,1.9357336430507166e-06,0.00011614401858220331,1.1724119282852853e-16
2977.5,1.3983765672067627e-17,1.9391118867418826e-06,1.9391118867558663e-06,0.00011634671320451296,1.171501213463701e-16
2985.0,1.397290042264604e-17,1.9425019424879694e-06,1.9425019425019425e-06,0.00011655011654927816,1.1705909684567068e-16
2992.5,1.396204078284081e-17,1.945903872334744e-06,1.945903872348706e-06,0.00011675423234008465,1.169681193399834e-16
3000.0,1.395118675427168e-17,1.949317738777472e-06,1.949317738791423e-06,0.00011695906432664831,1.168771888428777e-16
3007.5,1.3940338338560315e-17,1.9527436047507543e-06,1.9527436047646947e-06,0.00011716461628504526,1.1678630536793927e-16
3015.0,1.3929495537330347e-17,1.956181533632393e-06,1.9561815336463224e-06,0.00011737089201794358,1.166954689287702e-16
3022.5,1.3918658352207368e-17,1.9596315892472997e-06,1.9596315892612186e-06,0.00011757789535483799,1.16604679538989e-16
3030.0,1.390782678481892e-17,1.9630938358714475e-06,1.9630938358853553e-06,0.00011778563015228685,1.1651393721223057e-16
3037.5,1.3897000836794487e-17,1.9665683382358572e-06,1.966568338249754e-06,0.00011799410029415144,1.1642324196214604e-16
3045.0,1.3886180509765547e-17,1.9700551615306368e-06,1.970055161544523e-06,0.00011820330969183821,1.1633259380240323e-16
3052.5,1.3875365805365502e-17,1.973554371409058e-06,1.973554371422933e-06,0.00011841326228454347,1.1624199274668608e-16
3060.0,1.3864556725229741e-17,1.977066033991671e-06,1.9770660340055357e-06,0.00011862396203950026,1.1615143880869523e-16
3067.5,1.3853753270995625e-17,1.9805902158704796e-06,1.9805902158843332e-06,0.00011883541295222878,1.1606093200214777e-16
3075.0,1.384295544430246e-17,1.9841269841131414e-06,1.9841269841269845e-06,0.00011904761904678848,1.1597047234077718e-16
3082.5,1.3832163246791531e-17,1.9876764062672247e-06,1.9876764062810568e-06,0.00011926058437603348,1.1588005983833337e-16
3090.0,1.38213766801061e-17,1.991238550364514e-06,1.9912385503783353e-06,0.00011947431302187082,1.1578969450858295e-16
3097.5,1.3810595745891407e-17,1.9948134849253476e-06,1.994813484939158e-06,0.00011968880909552086,1.1569937636530903e-16
3105.0,1.3799820445794646e-17,1.998401278963019e-06,1.9984012789768187e-06,0.00011990407673778114,1.1560910542231115e-16
3112.5,1.3789050781465003e-17,2.0020020019882134e-06,2.0020020020020023e-06,0.0001201201201192928,1.1551888169340546e-16
3120.0,1.3778286754553658e-17,2.005615724013498e-06,2.0056157240272763e-06,0.00012033694344080989,1.1542870519242486e-16
3127.5,1.3767528366713731e-17,2.0092425155578618e-06,2.0092425155716294e-06,0.0001205545509334717,1.153385759332185e-16
3135.0,1.3756775619600377e-17,2.0128824476512995e-06,2.012882447665056e-06,0.00012077294685907798,1.1524849392965257e-16
3142.5,1.374602851487069e-17,2.01653559183945e-06,2.016535591853196e-06,0.000120992135510367,1.1515845919560952e-16
3150.0,1.3735287054183786e-17,2.0202020201882843e-06,2.0202020202020198e-06,0.00012121212121129705,1.1506847174498871e-16
3157.5,1.3724551239200753e-17,2.023881805288846e-06,2.0238818053025705e-06,0.00012143290831733076,1.1497853159170606e-16
3165.0,1.3713821071584675e-17,2.027575020262036e-06,2.0275750202757498e-06,0.00012165450121572215,1.1488863874969417e-16
3172.5,1.3703096553000621e-17,2.0312817387634646e-06,2.031281738777168e-06,0.00012187690432580788,1.147987932329023e-16
3180.0,1.3692377685115678e-17,2.0350020349883426e-06,2.035002035002035e-06,0.00012210012209930055,1.1470899505529661e-16
3187.5,1.3681664469598906e-17,2.0387359836764306e-06,2.0387359836901123e-06,0.00012232415902058583,1.1461924423085977e-16
3195.0,1.3670956908121374e-17,2.042483660117048e-06,2.042483660130719e-06,0.00012254901960702288,1.145295407735913e-16
3202.5,1.3660255002356146e-17,2.046245140154132e-06,2.046245140167792e-06,0.0001227747084092479,1.1443988469750743e-16
3210.0,1.364955875397832e-17,2.050020500191353e-06,2.0500205002050024e-06,0.00012300123001148119,1.1435027601664143e-16
3217.5,1.3638868164664943e-17,2.053809817197287e-06,2.053809817210926e-06,0.00012322858903183724,1.142607147450429e-16
3225.0,1.3628183236095127e-17,2.0576131687106512e-06,2.0576131687242796e-06,0.00012345679012263906,1.1417120089677872e-16
3232.5,1.361750396994996e-17,2.0614306328455867e-06,2.061430632859204e-06,0.0001236858379707352,1.1408173448593236e-16
3240.0,1.3606830367912545e-17,2.065262288297009e-06,2.065262288310616e-06,0.00012391573729782056,1.1399231552660413e-16
3247.5,1.359616243166802e-17,2.069108214346015e-06,2.069108214359611e-06,0.00012414649286076088,1.1390294403291143e-16
3255.0,1.358550016290351e-17,2.072968490865353e-06,2.0729684908789387e-06,0.00012437810945192118,1.1381362001898826e-16
3262.5,1.3574843563308162e-17,2.076843198324951e-06,2.076843198338526e-06,0.00012461059189949707,1.1372434349898563e-16
3270.0,1.3564192634573175e-17,2.0807324177975052e-06,2.0807324178110696e-06,0.0001248439450678503,1.1363511448707165e-16
3277.5,1.3553547378391728e-17,2.084636230964141e-06,2.0846362309776944e-06,0.00012507817385784846,1.1354593299743107e-16
3285.0,1.3542907796459044e-17,2.088554720120125e-06,2.0885547201336676e-06,0.0001253132832072075,1.1345679904426576e-16
3292.5,1.353227389047238e-17,2.092487968180651e-06,2.092487968194183e-06,0.00012554927809083904,1.1336771264179464e-16
3300.0,1.3521645662130997e-17,2.0964360586866876e-06,2.096436058700209e-06,0.00012578616352120126,1.1327867380425342e-16
3307.5,1.3511023113136203e-17,2.1003990758108955e-06,2.1003990758244065e-06,0.00012602394454865374,1.131896825458949e-16
3315.0,1.3500406245191335e-17,2.104377104363604e-06,2.1043771043771042e-06,0.00012626262626181623,1.1310073888098897e-16
3322.5,1.3489795060001771e-17,2.108370229798865e-06,2.108370229812355e-06,0.0001265022137879319,1.1301184282382252e-16
3330.0,1.3479189559274905e-17,2.112378538220572e-06,2.1123785382340515e-06,0.00012674271229323432,1.129229943886994e-16
3337.5,1.3468589744720192e-17,2.1164021163886478e-06,2.1164021164021164e-06,0.00012698412698331887,1.1283419358994075e-16
3345.0,1.3457995618049115e-17,2.1204410517253033e-06,2.1204410517387614e-06,0.00012722646310351818,1.127454404418846e-16
3352.5,1.3447407180975194e-17,2.124495432321373e-06,2.1244954323348204e-06,0.00012746972593928238,1.1265673495888613e-16
3360.0,1.3436824435214011e-17,2.1285653469427143e-06,2.1285653469561512e-06,0.00012771392081656287,1.1256807715531775e-16
3367.5,1.342624738248318e-17,2.132650885036691e-06,2.132650885050117e-06,0.00012795905310220145,1.1247946704556891e-16
3375.0,1.341567602450237e-17,2.1367521367387208e-06,2.1367521367521365e-06,0.00012820512820432324,1.123909046440463e-16
3382.5,1.3405110362993296e-17,2.140869192878909e-06,2.1408691928923142e-06,0.00012845215157273454,1.123023899651737e-16
3390.0,1.3394550399679728e-17,2.1450021449887504e-06,2.145002145002145e-06,0.00012870012869932503,1.1221392302339216e-16
3397.5,1.3383996136287486e-17,2.1491510853079143e-06,2.1491510853212982e-06,0.00012894906511847485,1.1212550383315982e-16
3405.0,1.3373447574544463e-17,2.1533161067911055e-06,2.153316106804479e-06,0.00012919896640746633,1.1203713240895233e-16
3412.5,1.3362904716180593e-17,2.1574973031150086e-06,2.1574973031283714e-06,0.00012944983818690052,1.1194880876526226e-16
3420.0,1.335236756292788e-17,2.1616947686853077e-06,2.16169476869866e-06,0.00012970168612111847,1.1186053291659965e-16
3427.5,1.3341836116520383e-17,2.1659085986437945e-06,2.1659085986571366e-06,0.00012995451591862767,1.1177230487749174e-16
3435.0,1.3331310378694248e-17,2.170138888875557e-06,2.1701388888888885e-06,0.00013020833333253343,1.1168412466248322e-16
3442.5,1.3320790351187658e-17,2.174385736016251e-06,2.174385736029572e-06,0.00013046314416097506,1.1159599228613585e-16
3450.0,1.3310276035740883e-17,2.1786492374594565e-06,2.1786492374727668e-06,0.0001307189542475674,1.1150790776302887e-16
3457.5,1.3299767434096265e-17,2.1829294913641287e-06,2.1829294913774284e-06,0.00013097576948184773,1.1141987110775893e-16
3465.0,1.3289264547998213e-17,2.187226596662126e-06,2.187226596675415e-06,0.00013123359579972756,1.113318823349399e-16
3472.5,1.3278767379193219e-17,2.1915406530658357e-06,2.1915406530791147e-06,0.00013149243918395015,1.1124394145920321e-16
3480.0,1.3268275929429845e-17,2.195871761075884e-06,2.1958717610891523e-06,0.00013175230566455303,1.1115604849519755e-16
3487.5,1.3257790200458743e-17,2.2002200219889425e-06,2.2002200220022003e-06,0.00013201320131933655,1.1106820345758916e-16
3495.0,1.3247310194032632e-17,2.204585537905624e-06,2.204585537918871e-06,0.00013227513227433743,1.1098040636106158e-16
3502.5,1.3236835911906339e-17,2.2089684117384753e-06,2.2089684117517123e-06,0.0001325381047043085,1.10892657220316e-16
3510.0,1.3226367355836749e-17,2.213368747220062e-06,2.2133687472332886e-06,0.00013280212483320373,1.1080495605007089e-16
3517.5,1.3215904527582858e-17,2.2177866489111576e-06,2.2177866489243734e-06,0.00013306719893466947,1.1071730286506238e-16
3525.0,1.3205447428905741e-17,2.222222222209017e-06,2.222222222222222e-06,0.000133333333332541,1.1062969768004398e-16
3532.5,1.3194996061568569e-17,2.2266755733557653e-06,2.2266755733689604e-06,0.00013360053440134592,1.1054214050978684e-16
3540.0,1.3184550427336611e-17,2.2311468094468776e-06,2.231146809460062e-06,0.00013386880856681267,1.1045463136907963e-16
3547.5,1.3174110527977225e-17,2.235636038439766e-06,2.2356360384529398e-06,0.00013413816230638595,1.1036717027272853e-16
3555.0,1.3163676365259875e-17,2.240143369162463e-06,2.240143369175627e-06,0.0001344086021497478,1.1027975723555737e-16
3562.5,1.3153247940956131e-17,2.244668911322425e-06,2.2446689113355782e-06,0.0001346801346793455,1.101923922724076e-16
3570.0,1.3142825256839652e-17,2.2492127755154215e-06,2.2492127755285645e-06,0.0001349527665309253,1.1010507539813822e-16
3577.5,1.3132408314686216e-17,2.253775073234558e-06,2.2537750732476902e-06,0.00013522650439407347,1.1001780662762594e-16
3585.0,1.31219971162737e-17,2.25835591687938e-06,2.2583559168925017e-06,0.0001355013550127628,1.0993058597576508e-16
3592.5,1.31115916633821e-17,2.2629554197651184e-06,2.26295541977823e-06,0.0001357773251859071,1.0984341345746767e-16
3600.0,1.3101191957793513e-17,2.267573696132024e-06,2.267573696145125e-06,0.00013605442176792143,1.097562890876634e-16
3607.5,1.3090798001292164e-17,2.2722108611548253e-06,2.272210861167916e-06,0.00013633265166928952,1.0966921288129975e-16
3615.0,1.308040979566438e-17,2.276867030952311e-06,2.276867030965391e-06,0.00013661202185713864,1.0958218485334181e-16
3622.5,1.3070027342698617e-17,2.2815423225970143e-06,2.2815423226100845e-06,0.00013689253935582086,1.0949520501877253e-16
3630.0,1.3059650644185448e-17,2.286236854125029e-06,2.2862368541380887e-06,0.00013717421124750175,1.0940827339259255e-16
3637.5,1.3049279701917566e-17,2.290950744545943e-06,2.2909507445589924e-06,0.00013745704467275658,1.0932138998982034e-16
3645.0,1.3038914517689795e-17,2.295684113852893e-06,2.2956841138659317e-06,0.00013774104683117358,1.0923455482549215e-16
3652.5,1.302855509329909e-17,2.30043708303275e-06,2.3004370830457787e-06,0.000138026224981965,1.0914776791466213e-16
3660.0,1.3018201430544525e-17,2.305209774076424e-06,2.305209774089442e-06,0.00013831258644458544,1.0906102927240217e-16
3667.5,1.30078535312273e-17,2.3100023099893024e-06,2.3100023100023103e-06,0.00013860013859935815,1.0897433891380194e-16
3675.0,1.2997511397150776e-17,2.314814814801817e-06,2.3148148148148148e-06,0.00013888888888810902,1.0888769685396929e-16
3682.5,1.2987175030120424e-17,2.3196474135801466e-06,2.3196474135931337e-06,0.0001391788448148088,1.0880110310802965e-16
3690.0,1.2976844431943866e-17,2.324500232437046e-06,2.324500232450023e-06,0.00013947001394622278,1.0871455769112655e-16
3697.5,1.296651960443086e-17,2.3293733985428223e-06,2.3293733985557887e-06,0.00013976240391256933,1.0862806061842137e-16
3705.0,1.2956200549393311e-17,2.3342670401364372e-06,2.3342670401493934e-06,0.00014005602240818623,1.085416119050935e-16
3712.5,1.2945887268645264e-17,2.339181286536761e-06,2.339181286549707e-06,0.00014035087719220567,1.0845521156634024e-16
3720.0,1.2935579764002908e-17,2.3441162681539655e-06,2.344116268166901e-06,0.00014064697608923794,1.0836885961737685e-16
3727.5,1.29252780372846e-17,2.349072116501052e-06,2.3490721165139772e-06,0.00014094432699006312,1.082825560734368e-16
3735.0,1.2914982090310817e-17,2.35404896420554e-06,2.3540489642184553e-06,0.00014124293785233242,1.0819630094977123e-16
3742.5,1.2904691924904224e-17,2.3590469450213017e-06,2.3590469450342063e-06,0.0001415428167012781,1.0811009426164969e-16
