Height,beta_mol,beta_aer,beta_total,alpha_aer,alpha_mol
397.5,1.8044284042370274e-17,1.211680600975534e-06,1.2116806009935782e-06,7.270083605853204e-05,1.5116744049812796e-16
405.0,1.8031572910086396e-17,1.2130033963914782e-06,1.2130033964095098e-06,7.278020378348869e-05,1.5106095196532305e-16
412.5,1.8018866934030685e-17,1.2143290831635234e-06,1.2143290831815424e-06,7.28597449898114e-05,1.5095450662923423e-16
420.0,1.800616611525176e-17,1.2156576707818966e-06,1.2156576707999028e-06,7.29394602469138e-05,1.5084810449864635e-16
427.5,1.7993470454799634e-17,1.2169891687784043e-06,1.2169891687963978e-06,7.301935012670425e-05,1.5074174558235604e-16
435.0,1.7980779953725742e-17,1.2183235867266584e-06,1.2183235867446392e-06,7.30994152035995e-05,1.5063542988917175e-16
442.5,1.7968094613082948e-17,1.2196609342423074e-06,1.2196609342602755e-06,7.317965605453845e-05,1.5052915742791392e-16
450.0,1.7955414433925503e-17,1.2210012209832657e-06,1.2210012210012211e-06,7.326007325899594e-05,1.5042292820741464e-16
457.5,1.7942739417309102e-17,1.2223444566499462e-06,1.222344456667889e-06,7.334066739899677e-05,1.5031674223651806e-16
465.0,1.793006956429084e-17,1.2236906509854966e-06,1.2236906510034266e-06,7.342143905912979e-05,1.502105995240801e-16
472.5,1.7917404875929244e-17,1.2250398137760306e-06,1.2250398137939481e-06,7.350238882656184e-05,1.5010450007896867e-16
480.0,1.7904745353284252e-17,1.2263919548508713e-06,1.2263919548687761e-06,7.358351729105228e-05,1.4999844391006343e-16
487.5,1.7892090997417236e-17,1.227747084082783e-06,1.2277470841006752e-06,7.366482504496699e-05,1.4989243102625616e-16
495.0,1.7879441809390974e-17,1.229105211388217e-06,1.2291052114060964e-06,7.374631268329302e-05,1.4978646143645034e-16
502.5,1.7866797790269685e-17,1.2304663467275494e-06,1.2304663467454163e-06,7.382798080365297e-05,1.4968053514956157e-16
510.0,1.785415894111901e-17,1.2318305001053287e-06,1.2318305001231828e-06,7.390983000631972e-05,1.4957465217451733e-16
517.5,1.784152526300602e-17,1.2331976815705174e-06,1.2331976815883589e-06,7.399186089423104e-05,1.494688125202571e-16
525.0,1.782889675699919e-17,1.234567901216739e-06,1.234567901234568e-06,7.407407407300433e-05,1.4936301619573211e-16
532.5,1.7816273424168462e-17,1.23594116918253e-06,1.2359411692003462e-06,7.415647015095179e-05,1.4925726320990587e-16
540.0,1.780365526558519e-17,1.2373174956515852e-06,1.2373174956693888e-06,7.423904973909512e-05,1.4915155357175378e-16
547.5,1.7791042282322158e-17,1.2386968908530128e-06,1.238696890870804e-06,7.432181345118077e-05,1.4904588729026314e-16
555.0,1.7778434475453585e-17,1.2400793650615865e-06,1.2400793650793649e-06,7.440476190369519e-05,1.489402643744333e-16
562.5,1.7765831846055127e-17,1.241464928598001e-06,1.2414649286157668e-06,7.448789571588005e-05,1.4883468483327567e-16
570.0,1.7753234395203876e-17,1.2428535918291274e-06,1.2428535918468806e-06,7.457121550974765e-05,1.4872914867581368e-16
577.5,1.7740642123978366e-17,1.244245365168274e-06,1.2442453651860146e-06,7.465472191009643e-05,1.4862365591108282e-16
585.0,1.772805503345856e-17,1.2456402590754459e-06,1.2456402590931739e-06,7.473841554452676e-05,1.4851820654813058e-16
592.5,1.7715473124725864e-17,1.247038284057606e-06,1.2470382840753214e-06,7.482229704345636e-05,1.484128005960165e-16
600.0,1.7702896398863133e-17,1.248439450668939e-06,1.248439450686642e-06,7.490636704013634e-05,1.4830743806381233e-16
607.5,1.7690324856954654e-17,1.2498437695111185e-06,1.2498437695288087e-06,7.499062617066711e-05,1.4820211896060171e-16
615.0,1.767775850008616e-17,1.2512512512335734e-06,1.2512512512512512e-06,7.507507507401441e-05,1.4809684329548054e-16
622.5,1.7665197329344837e-17,1.2526619065337565e-06,1.2526619065514218e-06,7.51597143920254e-05,1.4799161107755673e-16
630.0,1.7652641345819307e-17,1.2540757461574165e-06,1.254075746175069e-06,7.5244544769445e-05,1.4788642231595032e-16
637.5,1.764009055059964e-17,1.2554927808988696e-06,1.2554927809165097e-06,7.532956685393217e-05,1.477812770197935e-16
645.0,1.7627544944777368e-17,1.2569130216012764e-06,1.256913021618904e-06,7.541478129607659e-05,1.4767617519823058e-16
652.5,1.7615004529445456e-17,1.2583364791569158e-06,1.2583364791745309e-06,7.550018874941495e-05,1.4757111686041805e-16
660.0,1.7602469305698324e-17,1.259763164507467e-06,1.2597631645250694e-06,7.558578987044802e-05,1.4746610201552447e-16
667.5,1.7589939274631863e-17,1.2611930886442844e-06,1.2611930886618743e-06,7.567158531865707e-05,1.4736113067273075e-16
675.0,1.7577414437343398e-17,1.262626262608685e-06,1.2626262626262625e-06,7.57575757565211e-05,1.4725620284122982e-16
682.5,1.7564894794931702e-17,1.2640626974922316e-06,1.2640626975097965e-06,7.58437618495339e-05,1.4715131853022675e-16
690.0,1.755238034849704e-17,1.2655024044370159e-06,1.2655024044545683e-06,7.593014426622096e-05,1.4704647774893905e-16
697.5,1.7539871099141087e-17,1.2669453946359505e-06,1.2669453946534904e-06,7.601672367815703e-05,1.4694168050659616e-16
705.0,1.752736704796703e-17,1.268391679333056e-06,1.2683916793505835e-06,7.610350075998337e-05,1.468369268124401e-16
712.5,1.7514868196079466e-17,1.269841269823755e-06,1.26984126984127e-06,7.61904761894253e-05,1.467322166757247e-16
720.0,1.7502374544584484e-17,1.2712941774551645e-06,1.271294177472667e-06,7.627765064730988e-05,1.466275501057163e-16
727.5,1.7489886094589638e-17,1.2727504136263943e-06,1.2727504136438843e-06,7.636502481758366e-05,1.4652292711169355e-16
735.0,1.7477402847203934e-17,1.2742099897888428e-06,1.2742099898063202e-06,7.645259938733056e-05,1.4641834770294724e-16
742.5,1.7464924803537833e-17,1.2756729174464974e-06,1.2756729174639623e-06,7.654037504678984e-05,1.463138118887803e-16
750.0,1.7452451964703294e-17,1.2771392081562383e-06,1.2771392081736908e-06,7.66283524893743e-05,1.462093196785083e-16
757.5,1.7439984331813726e-17,1.2786088735281426e-06,1.2786088735455826e-06,7.671653241168856e-05,1.4610487108145891e-16
765.0,1.7427521905984003e-17,1.280081925225788e-06,1.2800819252432156e-06,7.680491551354729e-05,1.4600046610697207e-16
772.5,1.7415064688330476e-17,1.2815583749665657e-06,1.2815583749839807e-06,7.689350249799395e-05,1.458961047644001e-16
780.0,1.7402612679970965e-17,1.2830382345219864e-06,1.2830382345393891e-06,7.698229407131918e-05,1.4579178706310763e-16
787.5,1.7390165882024776e-17,1.2845215157179982e-06,1.2845215157353885e-06,7.70712909430799e-05,1.4568751301247171e-16
795.0,1.737772429561268e-17,1.2860082304352968e-06,1.2860082304526746e-06,7.716049382611782e-05,1.4558328262188174e-16
802.5,1.7365287921856916e-17,1.2874983906096467e-06,1.287498390627012e-06,7.724990343657881e-05,1.4547909590073932e-16
810.0,1.7352856761881218e-17,1.288992008232196e-06,1.288992008249549e-06,7.733952049393175e-05,1.4537495285845865e-16
817.5,1.734043081681079e-17,1.2904890953498035e-06,1.290489095367144e-06,7.742934572098821e-05,1.4527085350446622e-16
825.0,1.732801008777232e-17,1.291989664065359e-06,1.291989664082687e-06,7.751937984392155e-05,1.451667978482009e-16
832.5,1.731559457589396e-17,1.2934937265381106e-06,1.2934937265554263e-06,7.760962359228664e-05,1.4506278589911396e-16
840.0,1.7303184282305376e-17,1.2950012949839915e-06,1.2950012950012947e-06,7.77000776990395e-05,1.4495881766666918e-16
847.5,1.7290779208137693e-17,1.2965123816759544e-06,1.2965123816932451e-06,7.779074290055726e-05,1.448548931603427e-16
855.0,1.7278379354523525e-17,1.2980269989443003e-06,1.2980269989615787e-06,7.788161993665802e-05,1.4475101238962308e-16
862.5,1.7265984722596992e-17,1.299545159177016e-06,1.2995451591942819e-06,7.797270955062095e-05,1.446471753640115e-16
870.0,1.7253595313493675e-17,1.301066874820113e-06,1.3010668748373666e-06,7.806401248920678e-05,1.4454338209302134e-16
877.5,1.7241211128350658e-17,1.3025921583779653e-06,1.3025921583952065e-06,7.815552950267792e-05,1.444396325861787e-16
885.0,1.7228832168306523e-17,1.304121022413653e-06,1.3041210224308818e-06,7.824726134481917e-05,1.4433592685302208e-16
892.5,1.7216458434501338e-17,1.3056534795493065e-06,1.305653479566523e-06,7.833920877295839e-05,1.4423226490310248e-16
900.0,1.7204089928076653e-17,1.307189542466456e-06,1.3071895424836602e-06,7.843137254798737e-05,1.4412864674598336e-16
907.5,1.7191726650175532e-17,1.3087292239063785e-06,1.3087292239235703e-06,7.852375343438271e-05,1.4402507239124083e-16
915.0,1.7179368601942526e-17,1.3102725366704519e-06,1.3102725366876312e-06,7.86163522002271e-05,1.4392154184846343e-16
922.5,1.7167015784523682e-17,1.3118194936205081e-06,1.3118194936376752e-06,7.87091696172305e-05,1.438180551272523e-16
930.0,1.7154668199066538e-17,1.313370107679194e-06,1.3133701076963488e-06,7.880220646075165e-05,1.4371461223722102e-16
937.5,1.7142325846720158e-17,1.3149243918303265e-06,1.3149243918474687e-06,7.889546350981959e-05,1.4361121318799593e-16
945.0,1.7129988728635082e-17,1.3164823591192574e-06,1.3164823591363874e-06,7.898894154715545e-05,1.4350785798921582e-16
952.5,1.7117656845963372e-17,1.3180440226532396e-06,1.3180440226703573e-06,7.908264135919438e-05,1.4340454665053214e-16
960.0,1.7105330199858575e-17,1.3196093956017914e-06,1.3196093956188968e-06,7.917656373610748e-05,1.4330127918160885e-16
967.5,1.7093008791475762e-17,1.32117849119707e-06,1.321178491214163e-06,7.92707094718242e-05,1.4319805559212266e-16
975.0,1.7080692621971495e-17,1.322751322734242e-06,1.3227513227513226e-06,7.936507936405451e-05,1.4309487589176274e-16
982.5,1.7068381692503868e-17,1.3243279035718604e-06,1.3243279035889287e-06,7.945967421431162e-05,1.429917400902311e-16
990.0,1.705607600423245e-17,1.3259082471322412e-06,1.3259082471492972e-06,7.955449482793446e-05,1.4288864819724217e-16
997.5,1.7043775558318358e-17,1.3274923669018466e-06,1.3274923669188904e-06,7.96495420141108e-05,1.4278560022252327e-16
1005.0,1.7031480355924193e-17,1.329080276431666e-06,1.3290802764486974e-06,7.974481658589996e-05,1.4268259617581417e-16
1012.5,1.7019190398214087e-17,1.3306719893376048e-06,1.330671989354624e-06,7.984031936025629e-05,1.425796360668675e-16
1020.0,1.7006905686353682e-17,1.332267519300872e-06,1.332267519317879e-06,7.993605115805232e-05,1.4247671990544854e-16
1027.5,1.699462622151013e-17,1.333866880068373e-06,1.3338668800853676e-06,8.003201280410238e-05,1.4237384770133516e-16
1035.0,1.698235200485212e-17,1.3354700854531033e-06,1.3354700854700857e-06,8.01282051271862e-05,1.4227101946431814e-16
1042.5,1.697008303754983e-17,1.3370771493345472e-06,1.3370771493515173e-06,8.022462896007284e-05,1.421682352042008e-16
1050.0,1.6957819320774993e-17,1.3386880856590798e-06,1.3386880856760376e-06,8.03212851395448e-05,1.4206549493079938e-16
1057.5,1.6945560855700835e-17,1.340302908440366e-06,1.3403029084573115e-06,8.041817450642196e-05,1.4196279865394268e-16
1065.0,1.6933307643502126e-17,1.3419216317597708e-06,1.341921631776704e-06,8.051529790558625e-05,1.4186014638347243e-16
1072.5,1.6921059685355158e-17,1.3435442697667684e-06,1.3435442697836894e-06,8.06126561860061e-05,1.4175753812924314e-16
1080.0,1.6908816982437725e-17,1.3451708366793515e-06,1.3451708366962604e-06,8.071025020076109e-05,1.4165497390112182e-16
1087.5,1.689657953592919e-17,1.3468013467844499e-06,1.3468013468013465e-06,8.080808080706699e-05,1.4155245370898873e-16
1095.0,1.688434734701042e-17,1.3484358144383478e-06,1.3484358144552321e-06,8.090614886630087e-05,1.4144997756273664e-16
1102.5,1.687212041686381e-17,1.3500742540671022e-06,1.3500742540839742e-06,8.100445524402612e-05,1.413475454722712e-16
1110.0,1.6859898746673288e-17,1.3517166801669736e-06,1.3517166801838335e-06,8.11030008100184e-05,1.4124515744751083e-16
1117.5,1.6847682337624332e-17,1.3533631073048467e-06,1.3533631073216944e-06,8.12017864382908e-05,1.4114281349838697e-16
1125.0,1.683547119090394e-17,1.355013550118666e-06,1.3550135501355013e-06,8.130081300711996e-05,1.4104051363484379e-16
1132.5,1.6823265307700646e-17,1.3566680233178667e-06,1.35666802333469e-06,8.1400081399072e-05,1.4093825786683834e-16
1140.0,1.6811064689204524e-17,1.3583265416838137e-06,1.3583265417006248e-06,8.149959250102883e-05,1.4083604620434054e-16
1147.5,1.679886933660719e-17,1.3599891200702407e-06,1.3599891200870394e-06,8.159934720421444e-05,1.407338786573333e-16
1155.0,1.67866792511018e-17,1.3616557734036927e-06,1.3616557734204794e-06,8.169934640422157e-05,1.4063175523581233e-16
1162.5,1.6774494433883047e-17,1.3633265166839755e-06,1.36332651670075e-06,8.179959100103853e-05,1.4052967594978628e-16
1170.0,1.676231488614717e-17,1.3650013649846027e-06,1.365001365001365e-06,8.190008189907616e-05,1.4042764080927673e-16
1177.5,1.675014060909195e-17,1.3666803334532517e-06,1.3666803334700017e-06,8.20008200071951e-05,1.4032564982431823e-16
1185.0,1.6737971603916726e-17,1.3683634373122167e-06,1.3683634373289547e-06,8.210180623873301e-05,1.4022370300495826e-16
1192.5,1.6725807871822364e-17,1.3700506918588734e-06,1.3700506918755991e-06,8.22030415115324e-05,1.4012180036125724e-16
1200.0,1.6713649414011286e-17,1.3717421124661396e-06,1.3717421124828533e-06,8.230452674796838e-05,1.4001994190328854e-16
1207.5,1.6701496231687482e-17,1.3734377145829413e-06,1.3734377145996429e-06,8.240626287497648e-05,1.3991812764113868e-16
1215.0,1.6689348326056467e-17,1.3751375137346857e-06,1.375137513751375e-06,8.250825082408114e-05,1.3981635758490696e-16
1222.5,1.6677205698325328e-17,1.3768415255237332e-06,1.3768415255404105e-06,8.2610491531424e-05,1.3971463174470583e-16
1230.0,1.6665068349702698e-17,1.3785497656298747e-06,1.3785497656465398e-06,8.271298593779248e-05,1.396129501306607e-16
1237.5,1.665293628139877e-17,1.3802622498108146e-06,1.3802622498274674e-06,8.281573498864888e-05,1.3951131275291015e-16
1245.0,1.664080949462528e-17,1.3819789939026517e-06,1.3819789939192925e-06,8.29187396341591e-05,1.3940971962160547e-16
1252.5,1.6628687990595553e-17,1.3837000138203712e-06,1.383700013837e-06,8.302200082922228e-05,1.3930817074691148e-16
1260.0,1.661657177052444e-17,1.3854253255583349e-06,1.3854253255749515e-06,8.31255195335001e-05,1.3920666613900565e-16
1267.5,1.6604460835628385e-17,1.3871549451907753e-06,1.3871549452073797e-06,8.322929671144652e-05,1.3910520580807885e-16
1275.0,1.6592355187125363e-17,1.3888888888722966e-06,1.388888888888889e-06,8.33333333323378e-05,1.3900378976433475e-16
1282.5,1.6580254826234937e-17,1.3906271728383777e-06,1.390627172854958e-06,8.343763037030266e-05,1.3890241801799036e-16
1290.0,1.6568159754178233e-17,1.3923698134058769e-06,1.392369813422445e-06,8.354218880435261e-05,1.3880109057927576e-16
1297.5,1.6556069972177936e-17,1.3941168269735458e-06,1.3941168269901019e-06,8.364700961841275e-05,1.3869980745843406e-16
1305.0,1.6543985481458297e-17,1.3958682300225404e-06,1.3958682300390844e-06,8.375209380135242e-05,1.3859856866572154e-16
1312.5,1.6531906283245156e-17,1.3976240391169412e-06,1.3976240391334732e-06,8.385744234701647e-05,1.3849737421140779e-16
1320.0,1.651983237876591e-17,1.399384270904275e-06,1.399384270920795e-06,8.39630562542565e-05,1.3839622410577539e-16
1327.5,1.6507763769249526e-17,1.4011489421160409e-06,1.4011489421325487e-06,8.406893652696245e-05,1.3829511835912015e-16
1335.0,1.6495700455926555e-17,1.4029180695682405e-06,1.4029180695847362e-06,8.417508417409442e-05,1.381940569817511e-16
1342.5,1.6483642440029123e-17,1.4046916701619124e-06,1.404691670178396e-06,8.428150020971474e-05,1.3809303998399045e-16
1350.0,1.647158972279093e-17,1.406469760883669e-06,1.4064697609001406e-06,8.438818565302014e-05,1.3799206737617366e-16
1357.5,1.6459542305447253e-17,1.4082523588062419e-06,1.4082523588227014e-06,8.44951415283745e-05,1.3789113916864932e-16
1365.0,1.6447500189234957e-17,1.4100394810890234e-06,1.4100394811054709e-06,8.46023688653414e-05,1.377902553717794e-16
1372.5,1.6435463375392478e-17,1.4118311449786232e-06,1.4118311449950586e-06,8.470986869871739e-05,1.3768941599593895e-16
1380.0,1.642343186515985e-17,1.4136273678094177e-06,1.413627367825841e-06,8.481764206856506e-05,1.3758862105151652e-16
1387.5,1.6411405659778675e-17,1.4154281670041122e-06,1.4154281670205236e-06,8.492569002024673e-05,1.3748787054891368e-16
1395.0,1.6399384760492152e-17,1.4172335600743036e-06,1.417233560090703e-06,8.503401360445822e-05,1.3738716449854547e-16
1402.5,1.6387369168545067e-17,1.4190435646210466e-06,1.419043564637434e-06,8.514261387726279e-05,1.3728650291084014e-16
1410.0,1.6375358885183788e-17,1.4208581983354293e-06,1.4208581983518046e-06,8.525149190012576e-05,1.3718588579623929e-16
1417.5,1.636335391165629e-17,1.4226774789991435e-06,1.422677479015507e-06,8.536064873994861e-05,1.370853131651979e-16
1425.0,1.6351354249212116e-17,1.4245014244850733e-06,1.4245014245014246e-06,8.54700854691044e-05,1.3698478502818406e-16
1432.5,1.633935989910242e-17,1.4263300527578727e-06,1.426330052774212e-06,8.557980316547236e-05,1.3688430139567954e-16
1440.0,1.6327370862579954e-17,1.428163381874561e-06,1.4281633818908885e-06,8.568980291247366e-05,1.3678386227817926e-16
1447.5,1.631538714089905e-17,1.4300014299851146e-06,1.43000143000143e-06,8.580008579910687e-05,1.3668346768619156e-16
1455.0,1.6303408735315657e-17,1.4318442153330667e-06,1.4318442153493702e-06,8.5910652919984e-05,1.365831176302382e-16
1462.5,1.629143564708729e-17,1.4336917562561102e-06,1.4336917562724017e-06,8.602150537536662e-05,1.3648281212085416e-16
1470.0,1.6279467877473117e-17,1.4355440711867063e-06,1.4355440712029859e-06,8.613264427120238e-05,1.3638255116858817e-16
1477.5,1.6267505427733867e-17,1.4374011786526988e-06,1.4374011786689663e-06,8.624407071916193e-05,1.3628233478400213e-16
1485.0,1.625554829913189e-17,1.4392630972779297e-06,1.4392630972941853e-06,8.635578583667578e-05,1.3618216297767148e-16
1492.5,1.624359649293113e-17,1.4411298457828628e-06,1.4411298457991063e-06,8.646779074697176e-05,1.3608203576018496e-16
1500.0,1.6231650010397155e-17,1.443001442985211e-06,1.4430014430014427e-06,8.658008657911267e-05,1.3598195314214504e-16
1507.5,1.6219708852797126e-17,1.4448779078005697e-06,1.4448779078167894e-06,8.669267446803419e-05,1.3588191513416742e-16
1515.0,1.620777302139982e-17,1.4467592592430516e-06,1.4467592592592594e-06,8.68055555545831e-05,1.3578192174688138e-16
1522.5,1.6195842517475626e-17,1.4486455164259307e-06,1.4486455164421266e-06,8.691873098555584e-05,1.3568197299092972e-16
1530.0,1.6183917342296544e-17,1.4505366985622902e-06,1.450536698578474e-06,8.703220191373741e-05,1.3558206887696871e-16
1537.5,1.6171997497136183e-17,1.4524328249656725e-06,1.4524328249818445e-06,8.714596949794035e-05,1.3548220941566813e-16
1545.0,1.616008298326979e-17,1.4543339150507393e-06,1.4543339150668994e-06,8.726003490304435e-05,1.3538239461771145e-16
1552.5,1.6148173801974203e-17,1.4562399883339317e-06,1.45623998835008e-06,8.73743993000359e-05,1.352826244937955e-16
1560.0,1.6136269954527884e-17,1.458151064434141e-06,1.4581510644502772e-06,8.748906386604847e-05,1.3518289905463067e-16
1567.5,1.612437144221094e-17,1.4600671630733778e-06,1.4600671630895022e-06,8.760402978440267e-05,1.3508321831094118e-16
1575.0,1.611247826630506e-17,1.4619883040774547e-06,1.4619883040935671e-06,8.771929824464729e-05,1.3498358227346449e-16
1582.5,1.6100590428093583e-17,1.4639145073766674e-06,1.463914507392768e-06,8.783487044260004e-05,1.3488399095295184e-16
1590.0,1.608870792886148e-17,1.4658457930064853e-06,1.465845793022574e-06,8.795074758038912e-05,1.3478444436016821e-16
1597.5,1.6076830769895325e-17,1.4677821811082445e-06,1.4677821811243214e-06,8.806693086649467e-05,1.3468494250589198e-16
1605.0,1.6064958952483323e-17,1.469723691929849e-06,1.469723691945914e-06,8.818342151579095e-05,1.3458548540091514e-16
1612.5,1.6053092477915338e-17,1.471670345826478e-06,1.471670345842531e-06,8.830022074958867e-05,1.344860730560437e-16
1620.0,1.6041231347482822e-17,1.4736221632612944e-06,1.4736221632773357e-06,8.841732979567767e-05,1.3438670548209686e-16
1627.5,1.6029375562478885e-17,1.475579164806163e-06,1.4755791648221926e-06,8.853474988836979e-05,1.3428738268990777e-16
1635.0,1.6017525124198284e-17,1.4775413711423749e-06,1.4775413711583925e-06,8.865248226854249e-05,1.3418810469032337e-16
1642.5,1.6005680033937374e-17,1.4795088030613727e-06,1.4795088030773784e-06,8.877052818368236e-05,1.3408887149420395e-16
1650.0,1.5993840292994176e-17,1.4814814814654876e-06,1.4814814814814815e-06,8.888888888792925e-05,1.339896831124238e-16
1657.5,1.598200590266834e-17,1.4834594273686793e-06,1.4834594273846613e-06,8.900756564212076e-05,1.3389053955587084e-16
1665.0,1.5970176864261165e-17,1.4854426618972799e-06,1.48544266191325e-06,8.912655971383679e-05,1.337914408354468e-16
1672.5,1.5958353179075567e-17,1.4874312062907498e-06,1.4874312063067081e-06,8.924587237744499e-05,1.3369238696206697e-16
1680.0,1.5946534848416134e-17,1.489425081902433e-06,1.4894250819183795e-06,8.936550491414598e-05,1.3359337794666066e-16
1687.5,1.593472187358909e-17,1.4914243102003217e-06,1.4914243102162565e-06,8.94854586120193e-05,1.3349441380017083e-16
1695.0,1.5922914255902296e-17,1.4934289127678286e-06,1.4934289127837516e-06,8.960573476606972e-05,1.3339549453355422e-16
1702.5,1.5911111996665277e-17,1.4954389113045616e-06,1.4954389113204727e-06,8.97263346782737e-05,1.3329662015778148e-16
1710.0,1.5899315097189186e-17,1.4974543276271075e-06,1.4974543276430067e-06,8.984725965762645e-05,1.3319779068383687e-16
1717.5,1.588752355878685e-17,1.4994751836698225e-06,1.49947518368571e-06,8.996851102018936e-05,1.3309900612271874e-16
1725.0,1.5875737382772726e-17,1.5015015014856258e-06,1.5015015015015015e-06,9.009009008913755e-05,1.3300026648543906e-16
1732.5,1.5863956570462947e-17,1.5035333032468033e-06,1.5035333032626671e-06,9.021199819480819e-05,1.3290157178302379e-16
1740.0,1.5852181123175282e-17,1.505570611245816e-06,1.5055706112616682e-06,9.033423667474896e-05,1.328029220265127e-16
1747.5,1.5840411042229176e-17,1.5076134478961148e-06,1.5076134479119552e-06,9.045680687376689e-05,1.327043172269595e-16
1755.0,1.5828646328945717e-17,1.5096618357329633e-06,1.509661835748792e-06,9.05797101439778e-05,1.3260575739543175e-16
1762.5,1.5816886984647663e-17,1.5117157974142661e-06,1.511715797430083e-06,9.070294784485596e-05,1.3250724254301095e-16
1770.0,1.580513301065943e-17,1.5137753557214034e-06,1.5137753557372086e-06,9.08265213432842e-05,1.3240877268079251e-16
1777.5,1.5793384408307095e-17,1.5158405335600746e-06,1.515840533575868e-06,9.095043201360448e-05,1.3231034781988572e-16
1785.0,1.5781641178918407e-17,1.5179113539611464e-06,1.517911353976928e-06,9.107468123766878e-05,1.3221196797141393e-16
1792.5,1.576990332382278e-17,1.5199878400815091e-06,1.519987840097279e-06,9.119927040489054e-05,1.321136331465144e-16
1800.0,1.5758170844351288e-17,1.5220700152049417e-06,1.5220700152207e-06,9.13242009122965e-05,1.3201534335633832e-16
1807.5,1.574644374183668e-17,1.5241579027429793e-06,1.5241579027587257e-06,9.144947416457876e-05,1.3191709861205087e-16
1815.0,1.5734722017613374e-17,1.5262515262357913e-06,1.526251526251526e-06,9.157509157414748e-05,1.318188989248313e-16
1822.5,1.5723005673017474e-17,1.528350909353068e-06,1.5283509093687911e-06,9.170105456118408e-05,1.317207443058729e-16
1830.0,1.571129470938674e-17,1.5304560758949104e-06,1.5304560759106216e-06,9.182736455369463e-05,1.3162263476638284e-16
1837.5,1.5699589128060626e-17,1.5325670497927296e-06,1.5325670498084292e-06,9.195402298756378e-05,1.3152457031758251e-16
1845.0,1.5687888930380238e-17,1.534683855110156e-06,1.534683855125844e-06,9.208103130660937e-05,1.3142655097070718e-16
1852.5,1.5676194117688392e-17,1.536806516043952e-06,1.5368065160596283e-06,9.220839096263712e-05,1.3132857673700635e-16
1860.0,1.566450469132956e-17,1.5389350569249326e-06,1.5389350569405972e-06,9.233610341549595e-05,1.3123064762774345e-16
1867.5,1.565282065264991e-17,1.541069502218898e-06,1.5410695022345507e-06,9.246417013313387e-05,1.3113276365419612e-16
1875.0,1.564114200299729e-17,1.543209876527569e-06,1.54320987654321e-06,9.259259259165413e-05,1.3103492482765606e-16
1882.5,1.5629468743721238e-17,1.5453562045895318e-06,1.5453562046051612e-06,9.27213722753719e-05,1.3093713115942914e-16
1890.0,1.5617800876172964e-17,1.5475085112811947e-06,1.5475085112968125e-06,9.285051067687167e-05,1.3083938266083524e-16
1897.5,1.5606138401705385e-17,1.5496668216177426e-06,1.5496668216333488e-06,9.298000929706455e-05,1.307416793432085e-16
1905.0,1.5594481321673105e-17,1.5518311607541135e-06,1.551831160769708e-06,9.310986964524681e-05,1.3064402121789726e-16
1912.5,1.55828296374324e-17,1.5540015539859712e-06,1.554001554001554e-06,9.324009323915828e-05,1.305464082962638e-16
1920.0,1.557118335034128e-17,1.556178026750691e-06,1.5561780267662622e-06,9.337068160504146e-05,1.3044884058968498e-16
1927.5,1.5559542461759406e-17,1.5583606046283549e-06,1.5583606046439145e-06,9.350163627770129e-05,1.3035131810955144e-16
1935.0,1.5547906973048162e-17,1.560549313342754e-06,1.560549313358302e-06,9.363295880056524e-05,1.3025384086726833e-16
1942.5,1.5536276885570623e-17,1.5627441787623979e-06,1.5627441787779342e-06,9.376465072574387e-05,1.3015640887425487e-16
1950.0,1.5524652200691567e-17,1.5649452269015332e-06,1.5649452269170578e-06,9.3896713614092e-05,1.3005902214194463e-16
1957.5,1.5513032919777467e-17,1.5671524839211743e-06,1.5671524839366873e-06,9.402914903527046e-05,1.2996168068178535e-16
1965.0,1.550141904419651e-17,1.569365976130136e-06,1.5693659761456374e-06,9.416195856780816e-05,1.2986438450523911e-16
1972.5,1.5489810575318576e-17,1.5715857299860816e-06,1.5715857300015715e-06,9.42951437991649e-05,1.297671336237822e-16
1980.0,1.547820751451527e-17,1.573811772096577e-06,1.5738117721120553e-06,9.442870632579462e-05,1.2966992804890533e-16
1987.5,1.546660986315987e-17,1.5760441292201518e-06,1.5760441292356184e-06,9.456264775320911e-05,1.2957276779211327e-16
1995.0,1.5455017622627398e-17,1.5782828282673733e-06,1.5782828282828283e-06,9.469696969604239e-05,1.2947565286492538e-16
2002.5,1.544343079429458e-17,1.5805278963019265e-06,1.58052789631737e-06,9.483167377811559e-05,1.2937858327887528e-16
2010.0,1.5431849379539838e-17,1.5827793605417066e-06,1.5827793605571385e-06,9.49667616325024e-05,1.2928155904551081e-16
2017.5,1.542027337974333e-17,1.5850372483599167e-06,1.585037248375337e-06,9.5102234901595e-05,1.2918458017639438e-16
2025.0,1.5408702796286918e-17,1.5873015872861785e-06,1.5873015873015873e-06,9.523809523717071e-05,1.290876466831026e-16
2032.5,1.539713763055419e-17,1.5895724050076516e-06,1.5895724050230488e-06,9.53743443004591e-05,1.2899075857722666e-16
2040.0,1.538557788393044e-17,1.5918497293701604e-06,1.591849729385546e-06,9.551098376220962e-05,1.288939158703719e-16
2047.5,1.5374023557802694e-17,1.5941335883793333e-06,1.5941335883947074e-06,9.564801530276e-05,1.2879711857415826e-16
2055.0,1.5362474653559703e-17,1.5964240102017507e-06,1.5964240102171131e-06,9.578544061210505e-05,1.2870036670022016e-16
