3992.032203,3741.219895,3490.542486,3058.190367,2819.968656,2781.045032,2793.628712,3107.304074,3035.956202,3245.575812,3118.469581,3280.974761,3289.051421,3419.170402,3077.370274,2945.31082,2999.758235,3177.994743,3325.498433,3300.708101,3472.15122,3464.6695,2824.126321,3102.928495,2815.143414,2824.012175,2697.106564,2800.280283
6657.090517,6150.311142,5626.897223,5245.570555,4841.043617,4792.086764,4963.651862,5078.274208,5247.101872,5448.651138,5635.097177,5706.645067,5566.91242,5691.303085,5231.183588,5191.587526,5237.119498,5234.686681,5313.080215,5601.202387,5779.217951,5570.748945,4919.428918,5005.557248,4798.911826,4613.194398,4401.078223,4821.070637
9886.731236,9508.982472,8372.745727,8558.284232,7591.334163,7386.819085,8024.321757,7759.408231,8454.570116,8476.416363,9124.426684,8880.654064,8955.512003,8676.554462,8547.776584,8099.165203,8544.501096,8669.18703,8365.233362,8611.199302,8682.144048,8403.664785,7914.061496,7693.391211,7402.752062,7288.564115,7405.626569,7642.48588
14335.41958,13630.17244,12775.65748,12455.19757,11539.05592,11260.85334,11560.93538,12151.0646,12416.7166,12671.77345,13273.37748,13498.28493,13449.73549,13233.78714,12683.71331,12500.50291,12758.57973,12902.51355,12847.17896,12783.04215,12910.59299,12715.36989,12590.62613,11595.11329,11534.8257,10663.92776,10926.99121,11026.65623
19712.83999,18137.07217,18051.96472,17773.10788,17197.63563,16139.36897,16656.48422,17330.32659,17680.05055,17992.91306,19106.23714,18586.15677,19120.87624,19109.41452,17804.39928,17786.78219,17990.93845,17988.42356,18077.21009,17963.44833,18086.97377,17963.20392,17646.8553,16833.87717,15559.3236,15139.72946,15622.58175,16353.94497
25025.59309,23201.98337,23916.29046,23961.99212,23186.62996,21991.92486,22776.12,23571.19718,24054.28826,24237.2559,25734.63845,25026.39809,25254.24776,25730.05731,23695.7955,23655.55315,23901.8884,23545.70817,23845.19492,23747.95906,24466.34234,23263.80685,23251.04405,22216.86924,21514.03697,20997.69967,21113.26011,21879.52585
30343.02264,29293.89008,29931.41134,31083.76273,29101.08386,29038.51973,28910.94608,30308.1675,29776.23611,30837.68653,31176.84473,31674.68928,30858.24933,31745.68011,30042.03244,29899.77816,28892.71302,29515.70234,29805.21736,29277.08625,30613.17277,28943.33931,27867.82787,27944.18866,27487.82496,25965.76445,26544.98449,27935.78674
36822.68605,36271.12492,36872.11732,37713.52335,36901.5149,34964.52588,36570.53747,36611.70704,36629.98096,36716.69177,37570.02725,37736.93768,38396.9012,37902.10685,36836.08816,36243.14443,35922.13291,36217.11822,36037.47255,35075.64205,35528.7852,35839.96048,34507.12221,33805.0907,33278.26836,31723.40152,32681.74951,34637.77192
43451.2226,43414.16459,44830.10904,45524.0568,43293.44482,42294.77716,44662.09411,43879.50019,45212.5259,44217.72813,45171.40193,45272.33885,46148.42919,44253.91929,44831.65699,42810.86501,42572.9032,41923.68099,42109.88953,41647.49504,43059.69345,42789.69932,42088.1253,38800.30204,38990.18439,37702.32797,38756.08215,39828.38082
52032.69304,52767.80966,53028.15179,54019.35689,51796.58075,50862.91438,52020.06928,52696.5952,53098.32571,53593.23646,53349.60023,53052.9991,53039.44914,52896.49423,51091.93724,50261.57071,49077.19011,47878.95082,48956.13239,49094.63925,50142.55978,48983.06079,48620.99679,45811.33027,46265.96849,44481.30764,46191.35797,46959.62339
