,00:02:11,00:02:11,00:02:11,00:02:11,00:02:11,00:02:11,00:02:11
235,5.077129,0.066611,5.136202,0.882598,5.091216,0.000000,135.680000
236,5.076133,0.049958,5.133885,0.616153,5.092497,0.000000,138.240000
237,5.077739,0.049958,5.135694,0.632806,5.092944,0.000000,139.040000
238,5.077373,0.066611,5.135694,0.882598,5.090789,0.000000,134.880000
239,5.077698,0.083264,5.134048,0.599500,5.092212,0.000000,130.720000
240,5.076397,0.149875,5.137341,0.549542,5.092517,0.000000,137.440000
241,5.076153,0.099917,5.141183,0.749376,5.091907,0.000000,131.680000
242,5.076275,0.149875,5.138621,0.782681,5.091907,0.000000,136.320000
243,5.076885,0.116570,5.136629,0.732723,5.091196,0.000000,134.080000
244,5.075523,0.099917,5.137158,0.749376,5.090952,0.000000,132.800000
245,5.075869,0.033306,5.134088,0.649459,5.092151,0.000000,136.000000
246,5.075482,0.049958,5.134454,0.566195,5.091379,0.000000,132.480000
247,5.076113,0.149875,5.135857,0.749376,5.092375,0.000000,133.280000
248,5.076966,0.183181,5.134475,0.699417,5.091989,0.000000,135.840000
249,5.076763,0.066611,5.131507,0.649459,5.090708,0.000000,134.400000
250,5.077739,0.083264,5.134983,0.815987,5.093046,0.000000,134.720000
251,5.077271,0.083264,5.137320,0.782681,5.092965,0.000000,141.600000
252,5.075909,0.049958,5.133946,0.666112,5.091542,0.000000,131.040000
253,5.076499,0.116570,5.136162,0.582848,5.092253,0.000000,135.200000
254,5.074242,0.133222,5.135593,0.799334,5.092436,0.000000,130.880000
255,5.075747,0.083264,5.132848,0.999167,5.091298,0.000000,133.280000
256,5.077861,0.049958,5.133824,0.915903,5.092029,0.000000,129.120000
257,5.076397,0.033306,5.134271,0.732723,5.092883,0.000000,124.960000
258,5.076560,0.033306,5.135837,0.849292,5.092151,0.000000,128.960000
259,5.075848,0.099917,5.137544,0.766028,5.091745,0.000000,133.760000
260,5.076499,0.116570,5.136711,0.616153,5.091603,0.000000,129.600000
261,5.075462,0.116570,5.132564,0.732723,5.092070,0.000000,128.480000
262,5.077596,0.049958,5.132889,0.682764,5.091277,0.000000,128.640000
263,5.077292,0.116570,5.135410,0.865945,5.090972,0.000000,131.360000
264,5.076052,0.033306,5.139272,0.799334,5.090993,0.000000,138.720000
265,5.075198,0.133222,5.137890,0.716070,5.091704,0.000000,142.720000
266,5.075564,0.099917,5.135430,0.832639,5.092294,0.000000,131.360000
267,5.077312,0.116570,5.135999,0.549542,5.092497,0.000000,135.200000
268,5.077007,0.066611,5.133824,0.815987,5.092680,0.000000,133.280000
269,5.076539,0.066611,5.132523,0.799334,5.091542,0.000000,135.200000
270,5.076580,0.066611,5.134596,0.699417,5.092009,0.000000,125.600000
271,5.075320,0.066611,5.135084,0.682764,5.090993,0.000000,133.920000
272,5.076214,0.049958,5.136263,0.699417,5.092029,0.000000,139.040000
273,5.076722,0.000000,5.138154,0.699417,5.093249,0.000000,135.040000
274,5.077068,0.083264,5.136080,0.699417,5.092904,0.000000,136.320000
275,5.075787,0.066611,5.135410,0.815987,5.091846,0.000000,140.480000
276,5.075787,0.066611,5.132889,0.566195,5.092477,0.000000,136.640000
277,5.077170,0.033306,5.135206,0.799334,5.092782,0.000000,132.800000
278,5.075726,0.033306,5.136995,0.599500,5.092192,0.000000,135.840000
279,5.076458,0.083264,5.133783,0.699417,5.091867,0.000000,140.960000
280,5.077251,0.099917,5.134088,0.432973,5.092599,0.000000,140.480000
281,5.074466,0.099917,5.134231,0.732723,5.092883,0.000000,130.880000
282,5.074710,0.033306,5.135186,0.699417,5.091237,0.000000,133.760000
283,5.075930,0.083264,5.133987,0.699417,5.092131,0.000000,130.560000
284,5.075320,0.016653,5.136690,0.865945,5.091826,0.000000,135.040000
285,5.075503,0.099917,5.132909,0.682764,5.091704,0.000000,132.000000
286,5.074690,0.116570,5.136528,0.699417,5.092151,0.000000,140.000000
287,5.075421,0.033306,5.133214,0.849292,5.092639,0.000000,139.680000
288,5.076702,0.000000,5.133336,0.999167,5.092721,0.000000,134.560000
289,5.076417,0.099917,5.131507,0.766028,5.091623,0.000000,136.800000
290,5.075848,0.133222,5.134271,0.799334,5.091521,0.000000,130.240000
291,5.074507,0.049958,5.135877,0.899251,5.092070,0.000000,137.280000
292,5.075116,0.066611,5.131710,0.516236,5.092253,0.000000,137.760000
293,5.075076,0.066611,5.136365,0.782681,5.091907,0.000000,132.000000
294,5.076234,0.066611,5.133052,0.965862,5.092294,0.000000,134.400000
295,5.076356,0.083264,5.134271,0.815987,5.091501,0.000000,137.760000
296,5.074832,0.133222,5.137727,0.766028,5.090688,0.000000,133.440000
297,5.075299,0.066611,5.138154,0.782681,5.092436,0.000000,137.440000
298,5.076194,0.066611,5.135430,0.865945,5.091887,0.000000,131.360000
299,5.076153,0.083264,5.136060,0.716070,5.091440,0.000000,129.920000
300,5.075137,0.000000,5.136304,0.832639,5.090647,0.000000,135.360000
301,5.075116,0.049958,5.132340,0.832639,5.091704,0.000000,132.480000
302,5.075116,0.066611,5.134962,0.882598,5.092741,0.000000,129.120000
303,5.075523,0.016653,5.139028,0.915903,5.091664,0.000000,128.800000
304,5.076702,0.049958,5.136121,0.616153,5.090993,0.000000,134.400000
305,5.077231,0.049958,5.133926,0.582848,5.092985,0.000000,134.880000
306,5.074832,0.099917,5.136629,0.582848,5.092212,0.000000,147.680000
307,5.076783,0.033306,5.138784,0.649459,5.091298,0.000000,140.800000
308,5.076194,0.066611,5.134779,0.865945,5.091460,0.000000,131.520000
309,5.074629,0.000000,5.135430,0.649459,5.092111,0.000000,144.160000
310,5.075848,0.033306,5.138621,0.749376,5.091704,0.000000,133.920000
311,5.075482,0.049958,5.139597,0.649459,5.091684,0.000000,134.720000
312,5.075096,0.049958,5.137910,0.965862,5.090850,0.000000,136.000000
313,5.074751,0.000000,5.135003,0.682764,5.092070,0.000000,135.680000
314,5.075747,0.049958,5.132157,0.716070,5.091989,0.000000,138.880000
315,5.077027,0.049958,5.134718,0.732723,5.089915,0.000000,131.840000
316,5.074466,0.083264,5.134759,0.699417,5.091603,0.000000,129.600000
317,5.075645,0.083264,5.137483,0.782681,5.091907,0.000000,138.720000
318,5.075076,0.000000,5.137402,0.766028,5.092944,0.000000,135.200000
319,5.074852,0.083264,5.134251,0.682764,5.091907,0.000000,138.560000
320,5.076560,0.016653,5.134637,0.849292,5.091887,0.000000,130.720000
321,5.074344,0.083264,5.136528,0.782681,5.092029,0.000000,135.040000
322,5.074141,0.049958,5.134576,0.599500,5.091054,0.000000,133.440000
323,5.075157,0.033306,5.134373,0.815987,5.090403,0.000000,129.120000
324,5.074730,0.016653,5.137117,0.616153,5.092090,0.000000,133.920000
325,5.075604,0.033306,5.134068,0.699417,5.091643,0.000000,135.520000
326,5.075462,0.016653,5.137951,0.632806,5.091216,0.000000,132.160000
327,5.075279,0.066611,5.138256,0.832639,5.092070,0.000000,131.200000
328,5.075401,0.033306,5.134901,0.582848,5.091399,0.000000,131.200000
329,5.074588,0.016653,5.135552,0.965862,5.090505,0.000000,131.200000
330,5.077048,0.016653,5.135288,0.599500,5.091582,0.000000,136.000000
331,5.076458,0.066611,5.134332,0.932556,5.093107,0.000000,141.760000
332,5.075604,0.083264,5.135958,0.815987,5.091948,0.000000,134.400000
333,5.075076,0.049958,5.134007,0.666112,5.090972,0.000000,136.160000
334,5.075340,0.049958,5.132686,0.899251,5.091074,0.000000,136.640000
335,5.074913,0.033306,5.135206,0.699417,5.091338,0.000000,142.080000
336,5.075238,0.116570,5.135755,0.732723,5.092965,0.000000,133.440000
337,5.074994,0.083264,5.133356,0.716070,5.091806,0.000000,137.280000
338,5.074405,0.049958,5.136487,0.849292,5.093290,0.000000,132.480000
339,5.074242,0.033306,5.134007,0.582848,5.091013,0.000000,134.400000
340,5.075543,0.066611,5.136385,0.649459,5.091968,0.000000,136.160000
341,5.075665,0.016653,5.137138,0.732723,5.091968,0.000000,141.440000
342,5.074893,0.016653,5.134983,0.782681,5.091582,0.000000,134.880000
343,5.076031,0.033306,5.135877,0.632806,5.091237,0.000000,138.400000
344,5.075462,0.033306,5.134983,0.666112,5.091196,0.000000,131.200000
345,5.076397,0.033306,5.133885,0.716070,5.092599,0.000000,128.640000
346,5.076214,0.033306,5.133722,0.815987,5.092355,0.000000,132.800000
347,5.075015,0.016653,5.136284,0.666112,5.091968,0.000000,132.000000
348,5.075889,0.066611,5.133539,0.899251,5.090606,0.000000,135.840000
349,5.075523,0.033306,5.134576,1.065779,5.091257,0.000000,137.600000
350,5.075726,0.033306,5.135938,0.649459,5.091440,0.000000,134.720000
351,5.074364,0.016653,5.133458,0.782681,5.092314,0.000000,137.920000
352,5.074507,0.033306,5.134434,0.649459,5.091704,0.000000,133.920000
353,5.075035,0.033306,5.135593,0.699417,5.092477,0.000000,138.080000
354,5.075482,0.083264,5.137138,0.999167,5.092578,0.000000,136.160000
355,5.074873,0.016653,5.136914,0.616153,5.091664,0.000000,133.280000
356,5.074568,0.000000,5.134149,0.815987,5.092233,0.000000,137.920000
357,5.076052,0.049958,5.136853,0.716070,5.092578,0.000000,137.920000
358,5.076194,0.083264,5.138296,0.815987,5.092151,0.000000,136.160000
359,5.073836,0.049958,5.133641,0.732723,5.091664,0.000000,134.080000
360,5.074202,0.016653,5.136975,0.632806,5.091765,0.000000,136.480000
361,5.074629,0.049958,5.136426,0.682764,5.092233,0.000000,140.640000
362,5.076417,0.033306,5.135796,0.716070,5.091725,0.000000,136.160000
363,5.076092,0.033306,5.139618,0.566195,5.092131,0.000000,128.640000
364,5.075584,0.049958,5.135796,0.632806,5.092741,0.000000,132.640000
365,5.074832,0.049958,5.136385,0.649459,5.092294,0.000000,142.560000
366,5.075828,0.066611,5.134332,0.799334,5.090972,0.000000,134.240000
367,5.075584,0.000000,5.135735,0.766028,5.091115,0.000000,143.360000
368,5.075381,0.066611,5.135125,0.566195,5.091298,0.000000,137.120000
369,5.076295,0.033306,5.134779,0.499584,5.091277,0.000000,136.960000
370,5.076783,0.099917,5.136060,0.732723,5.093351,0.000000,138.720000
371,5.075259,0.016653,5.134495,0.682764,5.092395,0.000000,139.520000
372,5.074547,0.033306,5.131588,0.616153,5.092294,0.000000,133.760000
