,00:02:11,00:02:11,00:02:11,00:02:11,00:02:11,00:02:11,00:02:11
1111,5.075055,0.000000,5.138865,0.749376,5.091887,0.000000,140.480000
1112,5.075035,0.000000,5.136528,0.666112,5.092090,0.000000,151.520000
1113,5.075401,0.000000,5.134759,0.815987,5.092985,0.000000,138.880000
1114,5.076865,0.000000,5.135430,0.865945,5.092090,0.000000,143.360000
1115,5.075096,0.016653,5.133092,0.782681,5.090993,0.000000,143.520000
1116,5.074263,0.000000,5.135145,0.499584,5.090403,0.000000,143.040000
1117,5.075340,0.000000,5.135979,0.865945,5.091989,0.000000,146.400000
1118,5.075320,0.000000,5.136060,0.799334,5.091359,0.000000,144.480000
1119,5.074588,0.000000,5.135755,0.699417,5.091907,0.000000,150.400000
1120,5.074547,0.000000,5.134048,0.782681,5.091684,0.000000,133.600000
1121,5.075482,0.016653,5.136568,0.732723,5.092416,0.000000,136.960000
1122,5.075157,0.083264,5.135979,0.716070,5.092558,0.000000,137.440000
1123,5.074933,0.000000,5.136609,0.716070,5.090993,0.000000,144.000000
1124,5.074751,0.000000,5.137077,0.699417,5.091867,0.000000,140.640000
1125,5.074303,0.016653,5.133255,0.649459,5.092619,0.000000,143.040000
1126,5.074202,0.000000,5.134373,0.699417,5.091155,0.000000,144.480000
1127,5.074893,0.016653,5.137971,0.699417,5.091745,0.000000,142.880000
1128,5.074791,0.000000,5.133397,0.716070,5.091379,0.000000,140.800000
1129,5.074324,0.049958,5.134861,0.716070,5.091176,0.000000,141.920000
1130,5.075686,0.016653,5.135491,0.649459,5.091704,0.000000,142.400000
1131,5.076011,0.016653,5.136243,0.799334,5.092172,0.000000,137.600000
1132,5.074893,0.049958,5.134962,0.599500,5.092009,0.000000,139.840000
1133,5.073551,0.016653,5.135979,0.766028,5.092782,0.000000,142.720000
1134,5.074547,0.000000,5.134210,0.849292,5.091196,0.000000,151.360000
1135,5.074832,0.033306,5.134088,0.965862,5.091765,0.000000,143.360000
1136,5.076214,0.016653,5.135389,0.882598,5.091989,0.000000,134.240000
1137,5.075503,0.016653,5.133824,0.699417,5.091867,0.000000,146.400000
1138,5.076824,0.033306,5.133295,0.682764,5.091216,0.000000,140.800000
1139,5.075828,0.016653,5.134596,0.616153,5.090484,0.000000,136.960000
1140,5.075116,0.033306,5.137686,0.766028,5.092883,0.000000,144.800000
1141,5.075543,0.000000,5.133011,0.682764,5.091826,0.000000,134.880000
1142,5.074405,0.016653,5.137849,0.682764,5.091074,0.000000,143.520000
1143,5.075035,0.016653,5.138479,0.782681,5.091257,0.000000,136.480000
1144,5.075686,0.000000,5.137646,0.632806,5.091155,0.000000,139.680000
1145,5.075808,0.033306,5.135999,0.599500,5.091115,0.000000,143.040000
1146,5.076072,0.000000,5.133824,0.949209,5.090850,0.000000,140.320000
1147,5.076052,0.000000,5.134515,0.449625,5.091785,0.000000,140.160000
1148,5.075137,0.016653,5.134414,0.449625,5.091501,0.000000,140.160000
1149,5.077271,0.000000,5.135145,0.699417,5.091623,0.000000,144.960000
1150,5.075787,0.016653,5.134373,0.782681,5.092212,0.000000,148.800000
1151,5.075137,0.016653,5.132970,0.516236,5.092619,0.000000,143.520000
1152,5.075645,0.000000,5.134759,0.782681,5.091155,0.000000,152.480000
1153,5.075706,0.000000,5.134536,0.766028,5.092395,0.000000,147.040000
1154,5.075279,0.033306,5.134414,0.549542,5.093269,0.000000,136.160000
1155,5.074100,0.000000,5.138012,0.766028,5.092273,0.000000,140.960000
1156,5.074954,0.033306,5.129291,1.049126,5.091887,0.000000,142.720000
1157,5.074649,0.000000,5.130389,0.782681,5.092395,0.000000,146.400000
1158,5.075320,0.000000,5.135186,0.682764,5.092355,0.000000,144.160000
1159,5.074954,0.016653,5.135471,0.566195,5.092883,0.000000,136.000000
1160,5.074385,0.016653,5.132828,0.649459,5.090850,0.000000,146.240000
1161,5.075157,0.016653,5.134556,0.482931,5.091318,0.000000,139.680000
1162,5.075259,0.016653,5.134800,0.782681,5.092192,0.000000,140.960000
1163,5.076133,0.016653,5.133478,0.716070,5.090810,0.000000,148.160000
1164,5.075442,0.016653,5.134292,0.699417,5.091379,0.000000,145.920000
1165,5.075076,0.016653,5.137483,0.832639,5.091481,0.000000,144.800000
1166,5.076356,0.000000,5.136914,0.682764,5.091887,0.000000,144.000000
1167,5.074161,0.000000,5.135023,0.532889,5.091968,0.000000,144.480000
1168,5.074100,0.000000,5.132909,0.682764,5.092599,0.000000,145.760000
1169,5.075828,0.049958,5.133966,0.649459,5.091704,0.000000,148.160000
1170,5.075462,0.016653,5.135654,0.716070,5.091785,0.000000,144.800000
1171,5.075259,0.016653,5.134068,0.732723,5.091582,0.000000,144.160000
1172,5.076113,0.066611,5.133072,0.616153,5.091379,0.000000,142.560000
1173,5.075076,0.033306,5.138052,0.499584,5.091521,0.000000,144.480000
1174,5.075503,0.016653,5.137158,0.632806,5.091460,0.000000,139.520000
1175,5.075726,0.016653,5.134048,0.932556,5.091196,0.000000,146.240000
1176,5.074263,0.016653,5.132442,0.632806,5.092090,0.000000,140.000000
1177,5.074812,0.000000,5.133722,0.599500,5.092375,0.000000,141.440000
1178,5.074364,0.016653,5.133966,0.499584,5.092131,0.000000,144.800000
1179,5.075645,0.016653,5.134251,0.732723,5.091542,0.000000,142.240000
1180,5.076722,0.000000,5.135613,0.666112,5.091501,0.000000,137.920000
1181,5.075421,0.016653,5.133722,0.782681,5.092314,0.000000,146.080000
1182,5.075503,0.000000,5.132706,0.549542,5.092273,0.000000,143.040000
1183,5.074649,0.049958,5.134820,0.766028,5.091765,0.000000,140.320000
1184,5.074242,0.049958,5.137219,0.716070,5.091907,0.000000,148.800000
1185,5.074812,0.016653,5.135145,0.432973,5.091521,0.000000,146.560000
1186,5.074933,0.016653,5.131222,0.799334,5.090769,0.000000,146.880000
1187,5.074690,0.000000,5.133743,0.516236,5.090871,0.000000,145.440000
1188,5.075238,0.000000,5.135410,0.732723,5.091582,0.000000,141.920000
1189,5.074873,0.033306,5.134718,0.766028,5.092355,0.000000,145.120000
1190,5.075564,0.033306,5.134739,0.815987,5.092111,0.000000,143.680000
1191,5.075543,0.016653,5.132950,0.782681,5.091846,0.000000,139.200000
1192,5.075665,0.016653,5.134332,0.766028,5.092375,0.000000,147.200000
1193,5.076092,0.033306,5.135288,0.582848,5.092172,0.000000,146.400000
1194,5.075808,0.000000,5.131385,0.616153,5.091846,0.000000,146.560000
1195,5.074344,0.000000,5.132950,0.799334,5.091155,0.000000,147.840000
1196,5.075543,0.000000,5.132787,0.666112,5.092172,0.000000,144.800000
1197,5.074933,0.016653,5.133580,0.782681,5.091989,0.000000,147.360000
1198,5.075828,0.033306,5.135349,0.682764,5.091806,0.000000,144.960000
1199,5.074405,0.033306,5.136365,0.616153,5.091704,0.000000,142.240000
1200,5.075116,0.016653,5.134678,0.599500,5.092253,0.000000,
1201,5.076072,0.016653,5.134190,0.849292,5.091826,0.000000,
1202,5.074974,0.033306,5.132543,0.599500,5.091054,0.000000,
1203,5.074364,0.000000,5.131954,0.616153,5.091359,0.000000,
1204,5.074933,0.000000,5.134353,0.732723,5.091481,0.000000,
1205,5.075686,0.016653,5.136243,0.882598,5.091521,0.000000,
1206,5.076194,0.016653,5.135918,0.749376,5.091521,0.000000,
1207,5.074629,0.000000,5.135044,0.932556,5.091501,0.000000,
1208,5.074690,0.016653,5.135735,0.766028,5.091338,0.000000,
1209,5.074954,0.000000,5.133621,0.899251,5.092151,0.000000,
1210,5.074385,0.000000,5.134271,0.749376,5.091054,0.000000,
1211,5.075930,0.000000,5.133072,0.566195,5.091013,0.000000,
1212,5.074710,0.000000,5.133722,0.632806,5.092070,0.000000,
1213,5.074690,0.016653,5.134657,0.732723,5.092680,0.000000,
1214,5.075482,0.016653,5.134820,0.716070,5.090972,0.000000,
1215,5.075055,0.000000,5.135044,0.566195,5.091054,0.000000,
1216,5.075564,0.000000,5.136853,0.649459,5.090871,0.000000,
1217,5.074547,0.000000,5.135064,0.799334,5.091887,0.000000,
1218,5.075259,0.000000,5.137158,0.899251,5.091440,0.000000,
1219,5.073693,0.033306,5.134962,0.782681,5.090850,0.000000,
1220,5.074324,0.000000,5.133478,0.699417,5.092456,0.000000,
1221,5.075137,0.033306,5.133743,0.649459,5.092619,0.000000,
1222,5.074141,0.000000,5.134962,0.666112,5.091582,0.000000,
1223,5.075116,0.000000,5.134556,0.632806,5.090972,0.000000,
1224,5.075055,0.000000,5.134353,0.749376,5.091379,0.000000,
1225,5.075360,0.000000,5.135491,0.632806,5.090606,0.000000,
1226,5.075116,0.000000,5.136873,0.716070,5.090769,0.000000,
1227,5.075584,0.000000,5.138540,0.732723,5.091318,0.000000,
1228,5.076844,0.000000,5.137422,0.666112,5.091338,0.000000,
1229,5.075421,0.000000,5.135328,0.682764,5.092456,0.000000,
1230,5.075096,0.000000,5.133235,0.749376,5.091074,0.000000,
1231,5.075218,0.033306,5.133580,0.682764,5.090464,0.000000,
1232,5.074913,0.016653,5.134027,0.749376,5.091257,0.000000,
1233,5.074608,0.000000,5.133560,0.849292,5.091237,0.000000,
1234,5.074873,0.016653,5.134088,0.832639,5.091420,0.000000,
1235,5.075055,0.033306,5.136345,0.732723,5.091887,0.000000,
1236,5.074446,0.016653,5.135186,0.582848,5.091013,0.000000,
1237,5.075401,0.000000,5.133316,0.632806,5.091237,0.000000,
1238,5.074242,0.000000,5.134129,0.716070,5.091704,0.000000,
1239,5.075991,0.000000,5.136487,0.682764,5.091440,0.000000,
1240,5.076926,0.000000,5.135918,0.782681,5.092009,0.000000,
1241,5.076194,0.000000,5.134048,0.682764,5.090952,0.000000,
1242,5.073998,0.000000,5.136711,0.682764,5.090444,0.000000,
1243,5.075564,0.000000,5.137239,0.749376,5.090972,0.000000,
1244,5.075137,0.000000,5.134190,0.682764,5.090403,0.000000,
1245,5.074730,0.000000,5.134800,0.766028,5.092212,0.000000,
1246,5.075157,0.000000,5.133804,0.649459,5.092009,0.000000,
1247,5.074629,0.016653,5.135186,0.666112,5.092151,0.000000,
1248,5.074710,0.033306,5.135857,0.849292,5.091745,0.000000,
1249,5.074161,0.016653,5.137524,0.732723,5.091521,0.000000,
1250,5.075035,0.000000,5.133133,0.882598,5.092131,0.000000,
1251,5.075340,0.033306,5.134698,0.865945,5.091379,0.000000,
1252,5.074710,0.016653,5.136467,0.732723,5.092680,0.000000,
1253,5.075503,0.033306,5.135796,0.632806,5.091623,0.000000,
1254,5.075137,0.016653,5.135064,0.849292,5.091928,0.000000,
1255,5.075482,0.000000,5.132381,0.582848,5.092212,0.000000,
1256,5.075584,0.000000,5.133072,0.699417,5.090769,0.000000,
1257,5.075381,0.000000,5.137666,0.699417,5.092660,0.000000,
1258,5.076600,0.000000,5.137808,0.482931,5.091501,0.000000,
1259,5.075320,0.016653,5.137077,0.616153,5.091318,0.000000,
1260,5.075015,0.033306,5.137585,0.716070,5.092802,0.000000,
1261,5.075686,0.066611,5.135389,0.566195,5.091907,0.000000,
1262,5.074324,0.000000,5.134007,0.799334,5.091907,0.000000,
1263,5.075096,0.033306,5.134434,0.716070,5.091094,0.000000,
1264,5.074791,0.016653,5.134698,0.815987,5.091684,0.000000,
1265,5.075015,0.000000,5.136487,0.649459,5.092273,0.000000,
1266,5.075096,0.000000,5.133539,0.649459,5.091359,0.000000,
1267,5.074466,0.000000,5.130612,0.782681,5.091033,0.000000,
1268,5.074608,0.000000,5.133356,0.616153,5.091765,0.000000,
1269,5.077251,0.000000,5.135471,0.649459,5.090424,0.000000,
1270,5.076194,0.016653,5.132828,0.532889,5.092090,0.000000,
1271,5.073531,0.000000,5.135776,0.449625,5.091826,0.000000,
1272,5.075157,0.000000,5.135044,0.632806,5.091501,0.000000,
1273,5.074751,0.016653,5.134556,0.849292,5.092090,0.000000,
1274,5.076092,0.016653,5.134251,0.632806,5.092985,0.000000,
1275,5.074588,0.000000,5.132421,0.732723,5.091948,0.000000,
1276,5.074344,0.016653,5.136548,0.849292,5.091582,0.000000,
1277,5.074933,0.000000,5.135633,0.999167,5.092090,0.000000,
1278,5.075259,0.000000,5.132401,0.732723,5.092660,0.000000,
1279,5.075218,0.000000,5.132848,0.899251,5.090952,0.000000,
1280,5.074059,0.016653,5.131751,1.032473,5.090708,0.000000,
1281,5.074994,0.016653,5.133763,0.799334,5.091948,0.000000,
1282,5.075360,0.000000,5.136629,0.666112,5.091826,0.000000,
1283,5.074222,0.000000,5.134556,0.699417,5.092375,0.000000,
1284,5.075421,0.016653,5.135735,0.699417,5.092741,0.000000,
1285,5.074791,0.016653,5.138418,0.699417,5.091664,0.000000,
1286,5.074974,0.000000,5.137849,0.666112,5.091846,0.000000,
1287,5.075035,0.000000,5.136243,0.782681,5.092680,0.000000,
1288,5.075259,0.016653,5.137686,0.782681,5.091846,0.000000,
1289,5.076560,0.000000,5.138093,0.782681,5.091155,0.000000,
1290,5.076031,0.016653,5.136975,0.632806,5.092029,0.000000,
1291,5.075035,0.033306,5.133926,0.616153,5.092904,0.000000,
1292,5.075604,0.033306,5.134800,0.732723,5.091501,0.000000,
1293,5.075096,0.016653,5.134759,0.699417,5.092090,0.000000,
1294,5.074608,0.049958,5.135166,0.766028,5.091704,0.000000,
1295,5.074080,0.000000,5.135308,0.682764,5.091359,0.000000,
1296,5.074466,0.000000,5.136080,0.899251,5.091989,0.000000,
1297,5.075096,0.016653,5.136121,0.732723,5.092090,0.000000,
1298,5.074629,0.000000,5.132991,0.582848,5.091115,0.000000,
1299,5.076356,0.000000,5.134759,0.616153,5.091826,0.000000,
1300,5.075279,0.033306,5.133377,0.782681,5.090688,0.000000,
1301,5.075340,0.016653,5.134190,0.749376,5.090850,0.000000,
1302,5.074771,0.000000,5.136731,0.666112,5.091765,0.000000,
1303,5.075218,0.016653,5.134637,0.582848,5.091623,0.000000,
1304,5.075218,0.000000,5.135837,0.782681,5.091054,0.000000,
1305,5.074324,0.000000,5.137381,0.849292,5.090627,0.000000,
1306,5.075218,0.000000,5.135633,0.682764,5.092416,0.000000,
1307,5.074303,0.000000,5.135593,0.832639,5.090891,0.000000,
1308,5.074791,0.000000,5.134353,0.666112,5.092090,0.000000,
1309,5.076052,0.000000,5.136507,0.766028,5.092314,0.000000,
1310,5.075279,0.000000,5.135003,0.882598,5.092741,0.000000,
1311,5.075320,0.000000,5.134048,0.849292,5.091257,0.000000,
1312,5.074954,0.033306,5.133113,0.649459,5.091867,0.000000,
1313,5.074364,0.000000,5.133560,0.632806,5.091745,0.000000,
1314,5.074446,0.000000,5.138439,0.649459,5.092253,0.000000,
1315,5.074974,0.000000,5.134271,0.766028,5.090728,0.000000,
1316,5.074059,0.000000,5.133844,0.532889,5.092009,0.000000,
1317,5.074730,0.033306,5.136141,0.566195,5.091826,0.000000,
1318,5.075726,0.016653,5.134922,0.766028,5.092212,0.000000,
1319,5.075909,0.000000,5.139374,0.832639,5.091846,0.000000,
1320,5.075299,0.049958,5.137117,0.616153,5.092395,0.000000,
1321,5.076336,0.016653,5.133783,0.832639,5.091765,0.000000,
1322,5.074669,0.016653,5.135572,0.599500,5.091481,0.000000,
1323,5.074222,0.000000,5.134231,0.682764,5.091948,0.000000,
1324,5.075198,0.000000,5.134901,0.749376,5.092070,0.000000,
1325,5.074486,0.000000,5.130897,0.782681,5.091013,0.000000,
1326,5.074547,0.016653,5.134027,0.749376,5.091684,0.000000,
1327,5.075381,0.016653,5.137463,0.815987,5.091379,0.000000,
1328,5.076844,0.016653,5.134840,0.549542,5.092680,0.000000,
1329,5.076153,0.000000,5.132320,0.466278,5.091298,0.000000,
1330,5.076417,0.000000,5.135674,0.666112,5.091501,0.000000,
1331,5.075848,0.016653,5.134007,0.566195,5.092761,0.000000,
1332,5.075523,0.016653,5.133275,0.599500,5.091725,0.000000,
1333,5.074568,0.016653,5.136223,0.732723,5.090871,0.000000,
1334,5.075320,0.016653,5.135674,0.682764,5.091379,0.000000,
1335,5.075320,0.000000,5.134576,0.766028,5.092802,0.000000,
1336,5.075259,0.016653,5.135654,0.716070,5.091887,0.000000,
1337,5.076031,0.000000,5.130958,0.666112,5.090525,0.000000,
1338,5.074954,0.049958,5.131974,0.865945,5.092172,0.000000,
1339,5.075991,0.000000,5.134271,0.766028,5.091785,0.000000,
1340,5.075279,0.000000,5.135877,0.699417,5.091196,0.000000,
1341,5.074832,0.000000,5.131934,0.599500,5.091115,0.000000,
1342,5.075177,0.016653,5.133743,0.716070,5.091725,0.000000,
1343,5.074629,0.000000,5.134800,0.666112,5.092700,0.000000,
1344,5.075116,0.000000,5.135877,0.649459,5.092456,0.000000,
1345,5.075665,0.000000,5.134617,0.599500,5.091420,0.000000,
1346,5.075747,0.016653,5.133539,0.766028,5.092111,0.000000,
1347,5.075909,0.016653,5.138276,0.832639,5.091826,0.000000,
1348,5.075482,0.000000,5.135796,0.716070,5.091521,0.000000,
1349,5.074527,0.016653,5.135206,0.666112,5.091359,0.000000,
1350,5.075767,0.016653,5.132747,0.666112,5.091298,0.000000,
1351,5.075177,0.000000,5.135247,0.732723,5.091867,0.000000,
1352,5.075564,0.000000,5.134942,0.699417,5.091318,0.000000,
1353,5.075157,0.049958,5.132808,0.716070,5.090525,0.000000,
1354,5.074324,0.000000,5.134129,0.749376,5.090993,0.000000,
1355,5.075177,0.000000,5.135654,0.732723,5.090606,0.000000,
1356,5.075869,0.000000,5.138032,0.732723,5.092090,0.000000,
1357,5.075299,0.016653,5.134637,0.432973,5.092395,0.000000,
1358,5.075747,0.016653,5.131649,0.682764,5.091460,0.000000,
1359,5.075869,0.016653,5.132584,0.699417,5.091155,0.000000,
1360,5.075177,0.000000,5.135003,0.782681,5.090789,0.000000,
1361,5.075055,0.000000,5.134739,0.732723,5.090932,0.000000,
1362,5.075645,0.016653,5.134231,0.815987,5.092273,0.000000,
1363,5.075381,0.033306,5.135572,0.682764,5.091135,0.000000,
1364,5.074161,0.000000,5.135064,0.599500,5.091745,0.000000,
1365,5.073612,0.016653,5.135003,0.632806,5.091115,0.000000,
1366,5.075503,0.016653,5.131222,0.782681,5.091603,0.000000,
1367,5.076052,0.033306,5.135267,0.632806,5.092233,0.000000,
1368,5.075238,0.016653,5.135186,0.799334,5.091420,0.000000,
1369,5.073693,0.016653,5.136365,0.716070,5.091257,0.000000,
1370,5.075442,0.000000,5.134576,0.766028,5.091379,0.000000,
1371,5.075096,0.016653,5.133539,0.549542,5.092355,0.000000,
1372,5.075198,0.016653,5.133519,0.832639,5.091155,0.000000,
1373,5.074222,0.000000,5.133113,0.782681,5.090972,0.000000,
1374,5.075157,0.033306,5.135247,0.832639,5.090769,0.000000,
1375,5.074303,0.000000,5.135369,0.799334,5.091033,0.000000,
1376,5.074893,0.033306,5.133052,0.699417,5.091664,0.000000,
1377,5.075665,0.016653,5.137829,0.832639,5.091806,0.000000,
1378,5.076397,0.016653,5.136182,0.832639,5.091359,0.000000,
1379,5.075360,0.000000,5.134088,0.649459,5.090606,0.000000,
1380,5.075340,0.033306,5.133600,0.799334,5.091826,0.000000,
1381,5.075421,0.016653,5.136040,0.965862,5.091013,0.000000,
1382,5.075991,0.000000,5.138073,0.949209,5.092395,0.000000,
1383,5.074893,0.000000,5.136223,0.882598,5.091420,0.000000,
1384,5.075320,0.033306,5.135105,0.815987,5.092375,0.000000,
1385,5.075645,0.016653,5.134068,0.649459,5.091155,0.000000,
1386,5.074730,0.000000,5.136223,0.832639,5.091765,0.000000,
1387,5.074466,0.000000,5.139821,0.699417,5.091643,0.000000,
1388,5.074161,0.033306,5.134495,0.716070,5.091481,0.000000,
1389,5.074283,0.033306,5.137788,0.799334,5.091399,0.000000,
1390,5.074364,0.000000,5.139658,0.799334,5.092009,0.000000,
1391,5.075442,0.016653,5.139272,0.732723,5.092029,0.000000,
1392,5.074974,0.016653,5.139292,0.682764,5.091887,0.000000,
1393,5.075137,0.000000,5.134271,0.499584,5.093046,0.000000,
1394,5.076072,0.016653,5.135491,0.899251,5.092802,0.000000,
1395,5.075279,0.000000,5.136385,0.549542,5.092212,0.000000,
1396,5.075279,0.016653,5.135532,0.949209,5.090871,0.000000,
1397,5.075564,0.016653,5.134170,0.766028,5.091298,0.000000,
1398,5.075279,0.016653,5.137463,0.782681,5.091907,0.000000,
1399,5.075787,0.000000,5.136934,0.932556,5.091501,0.000000,
1400,5.076295,0.000000,5.136141,0.766028,5.092172,0.000000,
1401,5.075991,0.016653,5.133743,0.699417,5.092741,0.000000,
1402,5.075340,0.000000,5.132462,0.815987,5.091725,0.000000,
1403,5.076072,0.000000,5.137117,0.849292,5.091664,0.000000,
1404,5.074588,0.033306,5.136243,0.549542,5.092517,0.000000,
1405,5.075259,0.066611,5.141793,0.599500,5.092294,0.000000,
1406,5.074629,0.000000,5.136914,0.932556,5.091135,0.000000,
1407,5.074405,0.016653,5.135918,0.832639,5.091968,0.000000,
1408,5.075625,0.016653,5.138743,0.932556,5.091948,0.000000,
1409,5.075055,0.000000,5.135044,0.499584,5.091542,0.000000,
1410,5.074669,0.049958,5.134414,0.649459,5.092131,0.000000,
1411,5.075198,0.000000,5.135491,0.682764,5.091460,0.000000,
1412,5.075991,0.016653,5.135633,0.915903,5.092375,0.000000,
1413,5.076072,0.000000,5.132116,0.566195,5.091603,0.000000,
1414,5.075462,0.016653,5.135857,0.632806,5.091664,0.000000,
1415,5.075340,0.016653,5.136995,0.732723,5.091603,0.000000,
1416,5.074933,0.016653,5.135633,0.766028,5.091582,0.000000,
1417,5.074771,0.000000,5.135349,0.666112,5.092517,0.000000,
1418,5.075930,0.033306,5.130693,0.782681,5.091989,0.000000,
1419,5.074852,0.000000,5.134109,0.849292,5.092070,0.000000,
1420,5.074425,0.016653,5.136487,0.649459,5.091135,0.000000,
1421,5.073856,0.016653,5.136202,0.549542,5.090505,0.000000,
1422,5.074852,0.000000,5.133011,0.766028,5.091542,0.000000,
1423,5.074242,0.000000,5.131527,0.782681,5.091826,0.000000,
1424,5.074954,0.000000,5.135145,0.682764,5.091216,0.000000,
1425,5.074547,0.000000,5.134190,0.716070,5.091745,0.000000,
1426,5.075218,0.000000,5.135308,0.815987,5.090302,0.000000,
1427,5.074547,0.000000,5.137442,0.749376,5.090647,0.000000,
1428,5.075686,0.016653,5.134983,0.732723,5.091521,0.000000,
1429,5.075991,0.016653,5.133682,0.582848,5.091725,0.000000,
1430,5.076194,0.000000,5.134739,0.699417,5.092151,0.000000,
1431,5.075564,0.016653,5.134170,0.666112,5.092009,0.000000,
1432,5.075909,0.016653,5.135552,0.799334,5.091196,0.000000,
1433,5.075401,0.033306,5.135186,0.716070,5.091298,0.000000,
1434,5.074954,0.000000,5.133661,0.832639,5.091887,0.000000,
1435,5.075686,0.000000,5.134861,0.915903,5.091846,0.000000,
1436,5.074283,0.000000,5.134129,0.732723,5.090566,0.000000,
1437,5.076743,0.000000,5.132869,0.649459,5.091176,0.000000,
1438,5.075645,0.000000,5.133417,0.699417,5.091033,0.000000,
1439,5.075116,0.000000,5.135958,0.682764,5.091664,0.000000,
1440,5.076153,0.000000,5.135816,0.882598,5.092233,0.000000,
1441,5.075442,0.016653,5.136589,0.682764,5.091968,0.000000,
1442,5.076153,0.049958,5.136385,0.782681,5.091501,0.000000,
1443,5.075462,0.000000,5.138276,0.999167,5.092680,0.000000,
1444,5.075279,0.033306,5.137544,0.632806,5.091968,0.000000,
1445,5.074791,0.016653,5.136650,0.749376,5.091399,0.000000,
1446,5.074730,0.033306,5.135023,0.599500,5.091440,0.000000,
1447,5.074893,0.000000,5.135125,0.582848,5.091582,0.000000,
1448,5.074283,0.016653,5.135897,0.849292,5.090952,0.000000,
1449,5.075462,0.016653,5.136894,0.749376,5.091074,0.000000,
1450,5.076072,0.016653,5.135023,0.882598,5.091155,0.000000,
1451,5.076214,0.033306,5.136385,0.815987,5.090932,0.000000,
1452,5.074812,0.016653,5.138154,0.732723,5.092395,0.000000,
1453,5.075991,0.016653,5.135796,0.566195,5.092497,0.000000,
1454,5.075462,0.000000,5.134556,0.949209,5.091542,0.000000,
1455,5.074364,0.000000,5.133011,0.782681,5.091033,0.000000,
1456,5.075523,0.049958,5.133478,0.699417,5.091765,0.000000,
1457,5.075238,0.066611,5.134861,0.649459,5.092172,0.000000,
1458,5.073917,0.033306,5.137646,0.482931,5.092192,0.000000,
1459,5.075320,0.016653,5.136385,0.865945,5.092416,0.000000,
1460,5.076174,0.000000,5.136731,0.649459,5.091094,0.000000,
1461,5.075442,0.033306,5.137239,0.566195,5.092314,0.000000,
1462,5.075828,0.000000,5.133153,0.649459,5.091887,0.000000,
1463,5.075848,0.016653,5.137971,0.899251,5.090647,0.000000,
1464,5.074141,0.033306,5.135877,0.915903,5.092151,0.000000,
1465,5.076153,0.016653,5.134515,0.666112,5.092273,0.000000,
1466,5.076194,0.000000,5.132564,0.832639,5.091481,0.000000,
1467,5.074730,0.016653,5.133092,0.716070,5.092700,0.000000,
1468,5.075686,0.016653,5.135796,0.599500,5.092294,0.000000,
1469,5.075909,0.033306,5.133682,0.999167,5.091460,0.000000,
1470,5.075198,0.000000,5.131242,0.616153,5.090972,0.000000,
1471,5.075177,0.016653,5.136141,0.732723,5.092090,0.000000,
1472,5.075625,0.000000,5.138256,0.832639,5.091359,0.000000,
1473,5.075787,0.033306,5.136080,0.566195,5.091216,0.000000,
1474,5.075442,0.016653,5.133356,0.815987,5.092334,0.000000,
1475,5.074568,0.000000,5.135410,0.666112,5.091907,0.000000,
1476,5.074832,0.000000,5.134840,0.716070,5.091359,0.000000,
1477,5.074629,0.016653,5.135166,0.666112,5.091562,0.000000,
1478,5.075015,0.033306,5.138317,0.782681,5.091176,0.000000,
1479,5.075706,0.016653,5.135064,0.566195,5.093473,0.000000,
1480,5.074771,0.033306,5.135552,0.599500,5.091887,0.000000,
1481,5.074954,0.016653,5.137280,0.732723,5.091867,0.000000,
1482,5.075076,0.033306,5.134027,0.965862,5.092172,0.000000,
1483,5.074568,0.033306,5.134820,0.632806,5.090200,0.000000,
1484,5.075381,0.049958,5.133621,0.482931,5.090749,0.000000,
1485,5.075604,0.016653,5.136040,0.732723,5.091826,0.000000,
1486,5.074994,0.016653,5.136304,0.699417,5.090545,0.000000,
1487,5.075604,0.016653,5.136426,0.632806,5.090403,0.000000,
1488,5.075523,0.000000,5.134129,0.682764,5.090647,0.000000,
1489,5.074629,0.000000,5.133519,0.899251,5.092111,0.000000,
1490,5.076031,0.016653,5.134617,0.832639,5.091074,0.000000,
1491,5.075157,0.016653,5.139191,0.632806,5.091481,0.000000,
1492,5.074812,0.016653,5.135349,0.832639,5.091623,0.000000,
1493,5.075279,0.016653,5.131913,0.766028,5.091420,0.000000,
1494,5.074466,0.000000,5.134556,0.849292,5.091176,0.000000,
1495,5.073856,0.033306,5.135674,0.766028,5.090850,0.000000,
1496,5.074019,0.000000,5.135450,0.616153,5.091216,0.000000,
1497,5.075299,0.000000,5.135410,0.666112,5.091277,0.000000,
1498,5.074933,0.000000,5.134678,0.666112,5.092090,0.000000,
1499,5.075238,0.033306,5.133702,0.732723,5.090911,0.000000,
1500,5.075625,0.016653,5.133926,0.566195,5.092497,0.000000,
1501,5.075503,0.000000,5.137503,0.632806,5.092070,0.000000,
1502,5.074994,0.016653,5.138499,0.549542,5.091521,0.000000,
1503,5.075421,0.000000,5.137666,0.782681,5.091257,0.000000,
1504,5.075401,0.000000,5.134414,0.882598,5.092151,0.000000,
1505,5.074161,0.016653,5.133113,0.649459,5.091745,0.000000,
1506,5.074486,0.033306,5.135247,0.632806,5.091237,0.000000,
1507,5.074791,0.016653,5.134800,0.782681,5.092212,0.000000,
1508,5.075259,0.000000,5.134332,0.699417,5.091257,0.000000,
1509,5.075340,0.016653,5.132584,0.632806,5.090850,0.000000,
1510,5.074283,0.000000,5.132970,0.865945,5.091318,0.000000,
