,00355.p,00355.p,00355.s,00355.s,00387.o,00387.o,00355.p
124,27503.096988,984726.269775,17189.435617,905948.168193,2596.446219,0.000000,208568.000000
125,30759.880072,838618.651124,16501.140102,698848.875937,3729.208915,0.000000,211454.720000
126,25598.469273,991836.906744,23325.246133,1052561.615321,1803.753144,0.000000,335371.680000
127,27651.078528,1128484.596170,23743.860910,882269.775187,2529.672945,0.000000,126167.040000
128,26122.063630,915028.726062,17541.638453,1164582.014988,3173.234163,0.000000,191816.640000
129,21456.957459,1159190.258118,23823.911999,1117037.885096,2984.420942,0.000000,205200.000000
130,25263.716724,1046548.813489,18667.514112,1409637.177352,3024.345862,0.000000,215241.440000
131,17541.827123,1255233.971690,18598.563697,1298517.901749,3804.251665,0.000000,299427.840000
132,25214.672740,1096383.222315,21279.898968,986744.900083,3693.869255,0.000000,157308.480000
133,27009.736759,1044116.153206,18657.328203,1244053.288926,2277.929606,0.000000,239057.280000
134,21180.555485,1035215.445462,14944.516451,1237757.597835,1840.593019,0.000000,249860.000000
135,26519.276335,1117004.163197,20119.031260,843452.123231,2560.098030,0.000000,194688.000000
136,28325.979596,1177549.021649,18771.246180,1200638.218152,4171.388040,0.000000,248461.920000
137,23064.556392,1145828.892590,22636.377746,1286134.471274,3653.791112,0.000000,263619.840000
138,27433.425052,1231422.564530,24022.314245,1705046.627810,3526.741682,0.000000,299327.040000
139,27135.590133,1294920.899251,24881.609076,1990341.382182,4625.052040,0.000000,192512.000000
140,33314.832549,1456842.214821,25993.868457,1432561.511241,2845.394951,0.000000,219810.080000
141,30008.867122,1794578.268110,19745.834567,1081663.613655,3330.984251,0.000000,260340.480000
142,24425.914297,1991015.820150,22876.509286,1866577.331391,2946.907571,0.000000,395346.720000
143,25618.415725,4408950.874271,23957.678091,2116296.419650,3844.300079,0.000000,288325.120000
144,29574.067865,9537817.443797,17651.048925,5533974.292256,4482.806076,0.000000,191664.000000
145,32895.481386,16855392.589509,22655.029805,13886985.012490,3276.944506,0.000000,264537.600000
146,30869.377448,27900610.741049,25033.534397,31505745.836803,3444.104095,0.000000,281121.120000
147,28206.523860,26041398.834305,29336.075731,45446867.610325,5034.574053,0.000000,212244.480000
148,35140.282776,16373229.392173,35336.232308,34726228.351374,6041.777243,0.000000,301604.160000
149,36449.613420,5847377.185679,25709.700128,11126259.367194,5056.020719,0.000000,226576.000000
150,40724.811284,3396435.886761,19024.973416,3451217.110741,6018.445017,0.000000,336856.320000
151,60518.311970,10059422.148210,30918.802203,11167898.417985,4363.813440,0.000000,89935.360000
152,115021.834552,15979992.714405,44728.812187,24278374.895920,3182.692833,0.000000,292107.040000
153,257775.180636,19398319.733555,117151.653407,33606738.134888,4535.126063,0.000000,290649.600000
154,473167.933989,23293869.691923,295729.958743,48251587.218984,4482.348694,0.000000,303800.000000
155,698051.493547,17380476.269775,667236.352519,42101955.037469,4250.364280,0.000000,0.000000
156,591586.676478,6661651.436303,1006134.394789,16991613.134888,2722.574023,0.000000,280707.840000
157,314288.911970,1454271.856786,729766.173351,3680198.168193,2572.278127,0.000000,162222.080000
158,118009.333678,510228.247294,191797.225025,1020456.494588,3627.110846,0.000000,476770.080000
159,80616.413405,394546.211490,47162.083762,1244338.051624,5816.533504,0.000000,279936.000000
160,301446.830883,276190.778518,271478.213422,859260.199833,5094.664968,0.000000,262088.000000
161,421709.674514,434390.507910,551585.952035,496446.294754,5719.252816,0.000000,540583.680000
162,464802.958848,407807.348043,748057.818512,815614.696087,6280.086114,0.000000,364360.320000
163,564123.744536,348849.292256,1073739.787157,1331970.024979,4374.552782,0.000000,249180.160000
164,351352.161214,609125.208160,934186.616210,769421.315570,3874.344393,0.000000,410700.000000
165,114839.818035,388880.932556,278930.608668,810168.609492,4747.081696,0.000000,365333.760000
166,38626.015542,425829.829309,85449.063367,884415.799334,2079.247213,0.000000,324512.320000
167,8487.007084,331074.104913,7638.306376,761470.441299,4526.403778,0.000000,180961.280000
168,20422.701236,535368.859284,30184.752427,970356.057452,4166.231052,0.000000,497236.320000
169,11558.056275,338155.703580,25345.166260,507233.555371,4540.664965,0.000000,363888.000000
170,14349.763665,307552.144047,13682.332797,1196036.115737,5714.876809,0.000000,350217.600000
171,15638.530391,414374.687760,24996.357202,1312186.511241,7165.903414,0.000000,524943.360000
172,11670.373413,383810.470441,25853.710445,1221215.133222,6133.334932,0.000000,452947.840000
173,16353.346089,493561.199001,19580.980185,1269157.368859,6627.408678,0.000000,391414.400000
174,18261.568830,356187.552040,17435.450240,1139800.166528,6956.788126,0.000000,285948.000000
175,16780.120570,431820.149875,20162.500894,827655.287261,6061.928373,0.000000,331914.240000
176,12913.531098,436237.718568,15265.480061,1199653.726062,4659.521530,0.000000,316681.440000
177,19365.722250,330508.326395,15017.400356,587570.358035,5827.647899,0.000000,577082.880000
178,15260.038352,370950.249792,11365.785241,1112850.749376,5705.533627,0.000000,361161.120000
179,11526.039498,524562.864280,21771.407941,1311407.160699,6311.878773,0.000000,236800.000000
180,15106.346391,302755.203997,28826.789443,832576.810991,4388.693906,0.000000,394313.760000
181,13297.413390,496884.679434,26361.538826,1031991.257286,5552.253310,0.000000,470062.080000
182,13429.396833,308810.158201,25869.259163,849227.935054,5089.034590,0.000000,659344.000000
183,15227.544754,389825.145712,18606.156247,1286422.980849,2902.750719,0.000000,279659.520000
184,11725.115240,629850.124896,19557.876650,1220334.616986,5862.557620,0.000000,410164.000000
185,13004.354688,318004.995837,18293.439244,1272019.983347,7521.175286,0.000000,393806.080000
186,10583.127139,561924.854288,18373.484615,1043574.729392,6026.502954,0.000000,233098.560000
187,16127.380828,283683.597002,19986.079309,851050.791007,8508.924854,0.000000,394567.680000
188,16782.297711,409168.401332,22626.133521,941087.323064,3795.995911,0.000000,335470.080000
189,11295.518708,165237.302248,22389.331726,991423.813489,5849.465045,0.000000,705600.000000
190,13796.018653,417036.844296,22195.808608,667258.950874,5548.952152,0.000000,313427.840000
191,14235.445478,463099.084097,24359.570963,1010398.001665,5396.107492,0.000000,632811.520000
192,10116.106426,467478.247294,21944.169323,1274940.674438,6380.928668,0.000000,406506.240000
193,15709.717407,386082.014988,26497.056693,1158246.044963,8954.538922,0.000000,366368.000000
194,15856.880232,259799.125729,21036.794442,1342295.482931,7399.877442,0.000000,170108.000000
195,18031.994822,480739.383847,20859.496969,1354810.990841,5121.513322,0.000000,253808.640000
196,13676.430276,176436.719400,20245.424345,485200.978351,5384.421368,0.000000,376712.000000
197,11303.056372,445166.527893,20432.448058,801299.750208,4075.621288,0.000000,532268.800000
198,13326.437741,359407.993339,20181.601188,808667.985012,5045.400297,0.000000,537163.200000
199,15164.060061,362697.751873,14887.343636,1541465.445462,4372.119507,0.000000,511104.000000
200,18485.538759,411752.810158,24014.446122,915006.244796,6199.077952,0.000000,382913.440000
201,16060.918575,323156.952540,25866.532020,1015636.136553,8960.301942,0.000000,291761.280000
202,16376.526235,512403.309742,21835.368313,931642.381349,7676.496672,0.000000,692227.680000
203,11646.934846,376006.661116,24670.847211,2021035.803497,9868.338884,0.000000,505774.080000
204,16150.605569,616478.455454,26686.126048,995849.812656,8162.133997,0.000000,575100.000000
205,15418.437923,478438.800999,12615.085573,1148253.122398,5081.076134,0.000000,547534.720000
206,12609.128166,579218.567860,12491.285847,1206705.349709,11253.941494,0.000000,840953.280000
207,14800.916635,48694.421316,22052.771372,1022582.847627,8262.359086,0.000000,706982.400000
208,13491.898155,98245.004163,29502.283965,1719287.572856,6536.075106,0.000000,679635.360000
209,16211.008648,346867.194005,18267.629149,891944.213156,7016.705236,0.000000,609408.000000
210,16047.200529,649795.691091,18853.935223,1449544.233972,8237.156165,0.000000,461039.040000
211,16555.710411,302507.910075,24064.248218,1109195.670275,8616.354861,0.000000,637276.160000
212,15022.657968,406828.476270,34639.021264,966217.631141,6269.787003,0.000000,364822.080000
213,21600.827131,512910.074938,18532.883567,1487439.217319,9203.830690,0.000000,455569.920000
214,20901.780839,517303.288926,13702.980188,1810561.511241,11998.001086,0.000000,830584.000000
215,19105.782616,260857.618651,29932.392765,1147773.522065,4649.073770,0.000000,766376.960000
216,9505.565939,315687.552040,30700.408910,894448.064113,4688.556172,0.000000,530235.360000
217,15220.935577,371416.736053,28757.852750,1697905.079101,13213.067480,0.000000,598160.640000
218,16067.580351,374544.442132,17504.518431,2354279.350541,10189.197296,0.000000,795124.320000
219,19561.335606,323730.224813,28979.756453,1294920.899251,8628.063853,0.000000,700416.000000
220,14145.987175,380839.196503,25436.211680,979300.791007,8500.874922,0.000000,799194.560000
221,15134.174687,219432.139883,22768.227405,1097160.699417,9843.910084,0.000000,552844.160000
222,19040.626189,221249.375520,30924.137570,1493433.284763,8912.633535,0.000000,529079.040000
223,15929.974533,111537.052456,29613.414196,1394213.155704,4765.376997,0.000000,371504.640000
224,10981.754300,281132.910075,26013.030498,1574344.296420,8922.675369,0.000000,192080.000000
225,14739.046502,340119.067444,26018.222933,1020357.202331,11625.163438,0.000000,1074764.160000
226,17091.475716,171444.941715,22742.126871,1085817.964197,8720.140672,0.000000,614970.720000
227,15120.334292,230447.960033,39945.813385,1497911.740216,10338.089027,0.000000,373944.320000
228,12406.700954,290387.697752,28429.069043,1626171.107410,5104.471250,0.000000,882894.240000
229,10148.174658,175634.887594,20081.951259,1697803.913405,10862.834845,0.000000,450000.000000
230,8356.511277,472114.071607,28527.400567,1298313.696919,9581.172413,0.000000,624969.920000
231,10093.352789,178456.286428,22946.039433,1487135.720233,6607.878444,0.000000,833172.480000
232,16614.469199,359750.832639,27007.661386,1199169.442132,6440.851496,0.000000,471106.240000
233,15344.415136,120866.777685,29434.719419,1933868.442964,7082.037755,0.000000,670966.400000
234,15168.062158,243640.716070,18885.724451,1949125.728560,6840.498620,0.000000,759492.000000
235,9891.756869,61388.842631,20383.014155,2025831.806828,8168.193172,0.000000,870318.080000
236,15860.070476,742432.556203,34892.155046,1856081.390508,4984.593578,0.000000,1003944.800000
237,11493.066792,685869.691923,34326.974327,685869.691923,10123.032340,0.000000,681615.360000
238,10815.291075,188508.222315,31218.606153,1131049.333888,9664.728195,0.000000,429318.400000
239,17778.458544,443255.620316,28754.724253,1329766.860949,10203.289251,0.000000,746304.000000
240,14254.489743,382861.573689,30534.207537,1595256.557036,10515.607187,0.000000,544968.000000
241,14128.454559,450101.165695,23547.424266,2121905.495420,9889.918192,0.000000,823728.000000
242,13524.685621,388751.665279,39704.047845,1101463.051624,12180.126231,0.000000,852162.080000
243,12512.009849,391713.572023,37536.029546,1632139.883430,9563.319629,0.000000,535265.280000
244,17344.631224,394686.719400,36375.546039,1710309.117402,9395.008579,0.000000,584272.000000
245,22006.539147,66278.517902,29530.833782,1855798.501249,7443.388241,0.000000,622652.800000
246,17036.813931,133555.578684,18748.646910,1535889.154871,12064.346707,0.000000,570312.000000
247,18314.455971,403673.605329,25377.430023,2018368.026644,10594.461077,0.000000,448181.760000
248,17706.711235,271127.810158,32186.498459,1965676.623647,8853.355617,0.000000,683087.840000
249,22673.366270,68286.844296,33593.259584,1570597.418818,11586.757028,0.000000,1096416.000000
250,18306.893151,137587.218984,37201.622321,894316.923397,8649.587131,0.000000,951795.360000
251,18357.651176,415813.488759,32400.831338,2217671.940050,8036.759731,0.000000,1337630.720000
252,17725.896144,698127.601998,30253.332362,1256629.683597,13890.966690,0.000000,703553.760000
253,21289.839034,632926.311407,35282.757431,632926.311407,12619.380395,0.000000,888899.840000
254,17035.354881,212518.213988,38653.825542,1841824.521232,8128.544969,0.000000,883300.000000
255,16027.122580,428133.222315,33012.388358,1641177.352206,10887.990883,0.000000,1182251.520000
256,19565.185623,359367.714405,29391.646564,1509344.400500,6580.219380,0.000000,1203110.720000
257,11311.472211,434360.532889,35171.608905,1230688.176520,7599.895392,0.000000,1199447.680000
258,16288.424070,291660.699417,28838.521305,2041624.895920,14152.237307,0.000000,647637.120000
259,14074.574899,367194.004996,21335.979782,1762531.223980,14971.044637,0.000000,953344.000000
260,17515.959855,295857.202331,38372.592465,295857.202331,15710.190798,0.000000,998067.040000
261,24824.495721,521441.715237,22733.054689,1042883.430475,11639.324001,0.000000,1399622.400000
262,13645.162463,300083.680266,24542.976780,2175606.681932,11172.549131,0.000000,858554.080000
263,17615.282756,528864.279767,39196.309797,2342113.238968,10974.966743,0.000000,1264686.080000
264,19597.097202,152170.066611,30185.102325,2815146.232306,7151.547320,0.000000,1338588.000000
265,17490.138325,612959.200666,25720.791654,1072678.601166,11597.738782,0.000000,1465784.320000
266,18931.255738,231469.920899,23452.152630,1697446.086595,9795.276601,0.000000,1634200.960000
267,14985.168609,310781.015820,27504.423397,1010038.301415,10432.712323,0.000000,1300561.920000
268,17667.983513,156471.482098,30942.846802,1642950.562032,10600.790108,0.000000,1376426.080000
269,12597.572397,315112.406328,10770.443576,2127008.742714,6154.539186,0.000000,645888.000000
270,21302.385036,158644.671107,25078.716929,2934926.415487,11813.140793,0.000000,948427.200000
271,16086.783556,159736.885928,36950.854350,1277895.087427,11114.505002,0.000000,886745.600000
272,14037.534919,482498.542881,41523.617277,2171243.442964,12270.572481,0.000000,1112603.040000
273,23522.917710,404831.390508,50109.744870,1781258.118235,14627.696727,0.000000,829785.600000
274,22091.061150,244554.017485,34330.703138,1956432.139883,10747.002722,0.000000,863288.000000
275,26148.302521,0.000000,27851.448663,2380076.602831,14025.909398,0.000000,588779.520000
276,12507.028953,247881.244796,28947.720238,1569914.550375,6858.693297,0.000000,860919.840000
277,20613.329123,166368.859284,35032.505159,1247766.444629,14216.089050,0.000000,1179317.120000
278,19831.870505,167487.302248,35370.243273,2093591.278102,13698.302308,0.000000,1115724.480000
279,16259.948578,505828.476270,39620.760776,2107618.651124,12555.150168,0.000000,1152000.000000
280,24345.596784,509206.286428,35016.220055,2630899.146545,14400.161502,0.000000,869769.600000
281,16790.333922,170865.112406,27219.112755,1537786.011657,13557.412483,0.000000,671261.440000
282,17951.508077,257997.814321,42621.709234,2923975.228976,14172.243218,0.000000,1483633.440000
283,18492.890040,432839.300583,40578.684430,1558221.482098,11412.754996,0.000000,901980.160000
284,16912.833539,609968.255620,51589.460794,2352734.700250,11062.482315,0.000000,1160952.000000
285,11349.279450,263131.973356,25910.619121,1841923.813489,10171.524035,0.000000,1048723.200000
286,12824.583919,264854.600333,18644.143008,1942267.069109,17458.677268,0.000000,1568303.360000
287,14426.887506,266582.847627,33843.525578,1599497.085762,12908.267768,0.000000,1457111.040000
288,20743.886676,178877.810158,45527.372336,2414850.437136,14739.077375,0.000000,1145772.000000
289,18680.645564,360074.937552,45822.524707,1440299.750208,16373.036406,0.000000,1337712.000000
290,9621.872596,271801.311407,35390.795756,1902609.179850,13382.144645,0.000000,1191602.720000
291,17141.525942,273552.039967,46972.233425,1732496.253122,21037.327292,0.000000,1090252.800000
292,20388.235176,183538.925895,44249.191729,1284772.481266,14787.071666,0.000000,862127.200000
293,22999.004329,92356.786012,40699.218445,2308919.650291,17361.993464,0.000000,1577536.000000
294,14409.350317,371783.930058,40845.402472,1673027.685262,15203.566476,0.000000,1587600.000000
295,20210.032086,280611.157369,35624.463338,1683666.944213,14158.440557,0.000000,1469880.320000
296,14478.002289,188259.991674,41250.816047,2353249.895920,14133.287949,0.000000,1109398.560000
297,16650.845975,189449.625312,41627.114937,3125918.817652,15957.060726,0.000000,1035509.760000
298,16290.295908,190643.005828,40842.099027,2001751.561199,11286.847879,0.000000,1009469.120000
299,12762.801832,479600.333056,37351.686095,1726561.199001,10772.273106,0.000000,1507328.000000
300,23564.576110,386082.014988,30044.834540,2219971.586178,12842.693980,0.000000,1384871.040000
301,21696.136500,582736.885928,36634.459992,2233824.729392,13515.626016,0.000000,1526228.480000
302,17536.460883,390907.993339,46286.713078,2247720.961699,16701.391317,0.000000,1619186.080000
303,19325.710427,294999.167361,30729.079933,1474995.836803,8402.482794,0.000000,1478062.080000
304,18237.413316,395763.946711,38165.712634,1583055.786844,10024.538445,0.000000,1419600.000000
305,18228.294252,199101.582015,56264.668257,1991015.820150,15433.289133,0.000000,1105270.400000
306,14916.773914,200324.937552,60156.170212,1903086.906744,8314.267428,0.000000,1745081.280000
307,18821.693185,503880.099917,32722.682270,1813968.359700,16484.358738,0.000000,1531996.160000
308,18317.790290,202782.889259,27352.916581,2332003.226478,12995.729597,0.000000,1281573.440000
309,25278.045375,204017.485429,35364.359046,1836157.368859,12452.239101,0.000000,784080.000000
310,30442.606396,615767.485429,46728.774427,1744674.542048,19919.236284,0.000000,1367321.280000
311,22812.575214,412995.836803,50414.530860,3303966.694421,22938.611541,0.000000,1305052.160000
312,21555.443350,311615.632806,28402.466532,2389053.184846,16863.964503,0.000000,958080.960000
