,00355.p,00355.p,00355.s,00355.s,00387.o,00387.o,00355.p
89,27464.105128,1054090.341382,22164.985600,1031421.731890,1854.000044,0.000000,63888.000000
90,31163.817445,1050260.095754,21330.026949,1142590.653622,1817.419733,0.000000,128138.400000
91,25531.458160,799014.154871,19937.486990,940016.652789,1434.351582,0.000000,108380.160000
92,23536.479102,1004721.482098,17988.177577,909033.721898,1825.099186,0.000000,185916.640000
93,25024.842986,1107798.084929,20789.640936,1083450.874271,3180.116626,0.000000,135158.400000
94,28490.242811,1077765.924230,23121.858417,1015825.353872,1678.565261,0.000000,133308.000000
95,28695.538955,1033568.692756,20017.638703,945337.218984,1430.930361,0.000000,49518.080000
96,23713.951524,923238.134888,20332.952495,1102756.661116,2285.304899,0.000000,109512.000000
97,26127.157727,1017344.712739,19312.761928,913001.665279,1432.933696,0.000000,129214.720000
98,27462.453977,981601.373855,20710.187875,1127515.091590,2153.600459,0.000000,176729.280000
99,27283.782070,903746.877602,20796.268409,917235.636969,1761.837466,0.000000,59904.000000
100,23705.742651,1097160.699417,17360.773396,1042302.664446,703.136435,0.000000,105415.200000
101,26226.592687,1115370.524563,17206.414800,1087486.261449,1752.977967,0.000000,202422.400000
102,27765.457318,1006185.574521,19375.272397,963670.691091,1349.349328,0.000000,133135.200000
103,26566.075715,892985.845129,15929.096359,1051418.817652,1652.687702,0.000000,123008.000000
104,28925.871075,1112354.288093,17419.842062,995264.363031,2322.645608,0.000000,227500.000000
105,22401.434067,1234322.647794,19115.648357,1070737.718568,2668.566295,0.000000,198132.480000
106,26004.357382,861175.791007,16561.640375,1057584.304746,2176.251185,0.000000,216773.760000
107,25984.596170,1043610.324729,18303.497086,905485.428809,2604.079933,0.000000,209715.200000
108,21330.675289,1059980.432973,19522.990942,950864.800167,2359.503779,0.000000,231642.720000
109,26706.336638,1028986.261449,17604.538841,902341.798501,2512.173490,0.000000,189280.000000
110,30140.703060,964502.497918,19426.625019,932352.414654,2276.251012,0.000000,156508.320000
111,25581.880009,1044569.525396,17731.988480,865034.138218,2590.065733,0.000000,189573.120000
112,25748.459866,811911.844296,17030.795921,1176443.692756,2204.699234,0.000000,217928.480000
113,30202.426831,925085.345545,17164.669497,975544.546211,2320.104848,0.000000,267185.280000
114,27862.399544,938944.109076,17463.493506,836513.842631,2896.689257,0.000000,253692.000000
115,23793.038679,1074184.845962,19161.327149,952905.911740,2876.314009,0.000000,210114.560000
116,28887.221108,931808.180683,18778.839874,1107621.044963,3197.768161,0.000000,267270.560000
117,27916.808625,981138.634471,18422.480574,963299.750208,3593.036991,0.000000,191963.520000
118,23683.394941,904917.776853,15486.996132,1031606.265612,3159.258840,0.000000,117471.680000
119,26423.445550,936344.712739,14298.692333,1064862.614488,2196.350860,0.000000,141120.000000
120,26097.546783,949768.838468,16481.464650,949768.838468,1614.046883,0.000000,264019.680000
121,24001.975588,1171056.619484,22411.066543,793296.419650,4011.857591,0.000000,258099.200000
122,25580.496427,842818.900916,18355.292226,938593.776020,3226.790226,0.000000,242116.160000
123,25085.930995,1126581.182348,14866.615060,1340243.130724,2205.096014,0.000000,275374.080000
124,25291.309468,1181671.523730,18896.358595,1240755.099917,3173.434268,0.000000,114376.000000
125,21473.418656,1198026.644463,20327.844675,1257927.976686,2242.400132,0.000000,115959.040000
126,24017.096654,1052561.615321,15640.763561,850145.920067,1828.462091,0.000000,159042.240000
127,22065.761036,1005377.185679,18884.885154,1149002.497918,4007.402685,0.000000,91120.640000
128,21501.834688,1019009.263114,19775.595304,1164582.014988,3579.408136,0.000000,177608.000000
129,27528.710409,526904.662781,14767.738107,990580.766028,4347.992579,0.000000,237600.000000
130,26280.522660,1089265.091590,15043.513467,704818.588676,2372.547185,0.000000,262667.520000
131,22191.468047,995530.391341,18149.450653,779110.741049,2536.167777,0.000000,144168.960000
132,27837.855254,1227949.208993,24652.562201,1271804.537885,3533.266244,0.000000,161053.920000
133,31999.487325,933039.966694,23375.896673,999685.678601,3281.303361,0.000000,242851.840000
134,33295.503564,1035215.445462,19230.076316,1372785.699417,4752.576004,0.000000,142228.000000
135,29663.744568,911840.133222,17558.933229,843452.123231,3311.431148,0.000000,179112.960000
136,27480.427967,946657.056619,19419.502430,854300.270608,3354.021465,0.000000,272124.960000
137,25091.268649,1192597.418818,20866.572676,1028907.577019,3025.795764,0.000000,203706.240000
138,18674.386284,1184060.158201,17142.277193,1302466.174022,3468.926245,0.000000,149663.520000
139,26315.960658,1486761.032473,11562.630100,1342880.932556,3190.700458,0.000000,253952.000000
140,28246.472793,1505403.621982,14641.928184,1189754.475437,2845.394951,0.000000,261283.680000
141,27968.264158,1425829.308909,16955.009924,1499579.100749,2970.877845,0.000000,344321.280000
142,24851.241163,1717251.144879,17833.347876,1791914.238135,4678.595525,0.000000,386844.640000
143,24388.239699,2670564.529559,19036.973990,1813968.359700,4520.896893,0.000000,344268.800000
144,25340.306570,8747249.687760,18149.138490,5100437.135720,3268.712764,0.000000,322344.000000
145,24419.538385,12596373.022481,16920.376920,11331573.272273,3749.580733,0.000000,136677.760000
146,30135.910835,4023121.773522,19548.479727,4153742.610325,4719.698205,0.000000,290045.600000
147,31175.631635,2141475.437136,22687.856149,2538044.962531,3485.474344,0.000000,225792.000000
148,38046.867504,13243053.184846,23905.842930,16506997.606162,2873.926472,0.000000,63976.640000
149,36317.429872,27747970.441299,27328.948593,33893130.724396,4857.745397,0.000000,342176.000000
150,37749.024581,34238264.987510,25411.212295,47194024.458784,3845.117650,0.000000,463177.440000
151,38428.620681,36690564.529559,27975.765231,74849860.116570,3991.705317,0.000000,217738.240000
152,85316.701440,33165493.651124,34188.281082,77601087.427144,4277.812948,0.000000,363936.640000
153,229906.657884,22688093.255620,100534.397605,67723958.368027,4500.506780,0.000000,271272.960000
154,273948.545559,15175439.737719,187628.314854,51579282.889259,4062.128504,0.000000,357700.000000
155,73425.042933,5019736.885928,86636.591903,20891390.507910,4994.178029,0.000000,49561.600000
156,76196.249296,1379284.658618,56565.057658,4460665.278934,6089.968209,0.000000,576453.600000
157,389537.104496,474864.279767,396275.748603,1068444.629475,3731.614747,0.000000,86180.480000
158,719596.809305,360161.115737,713002.062312,1140510.199833,4506.410445,0.000000,138417.120000
159,891189.257569,606994.171524,1053681.715839,1274687.760200,4334.614140,0.000000,202176.000000
160,898009.622210,460317.964197,1840110.572859,1319578.164030,3633.694867,0.000000,131044.000000
161,756342.778011,403362.614488,2049462.052090,1520366.777685,4810.232501,0.000000,296791.040000
162,518758.088937,439177.144047,1683905.529114,1254791.840133,6126.913282,0.000000,385793.280000
163,311561.068901,412276.436303,1174238.362562,1300256.452956,5961.779897,0.000000,384604.160000
164,93375.613350,545006.765196,352917.552888,1218250.416320,5439.736067,0.000000,624264.000000
165,23933.203552,259253.955037,66221.789663,680541.631973,5300.907894,0.000000,354263.040000
166,21032.385274,425829.829309,13675.048981,589610.532889,5637.958790,0.000000,497958.560000
167,12488.024709,529718.567860,28209.194974,1026329.725229,5132.618570,0.000000,441093.120000
168,20749.464456,368066.090758,35249.582334,903434.950042,5881.737956,0.000000,388644.480000
169,17873.708453,439602.414654,26666.086977,1183544.962531,6852.276220,0.000000,346560.000000
170,14558.335812,307552.144047,30034.389067,1093518.734388,4964.017082,0.000000,525326.400000
171,17029.558701,587030.807660,23773.938385,1001405.495420,5521.960866,0.000000,206438.400000
172,18953.708646,104675.582848,21807.413093,1221215.133222,5281.482859,0.000000,387389.600000
173,17902.610455,458306.827644,18806.348002,1022376.769359,4217.441886,0.000000,415501.440000
174,11348.260630,356187.552040,12609.178478,676756.348876,4956.711540,0.000000,328536.000000
175,17834.368983,359850.124896,13222.032177,1403415.487094,4392.701720,0.000000,479431.680000
176,14555.457732,472590.861782,21700.057412,836122.293922,3771.993620,0.000000,670619.520000
177,14255.323323,183615.736886,18334.676852,1175140.716070,4886.258623,0.000000,620991.360000
178,12135.579461,408045.274771,23139.108599,1149945.774355,3305.586943,0.000000,614607.520000
179,11526.039498,262281.432140,22686.172981,1049125.728560,5397.113733,0.000000,684800.000000
180,13905.230164,340599.604496,18755.891849,908265.611990,4896.858463,0.000000,355528.800000
181,9658.121304,573328.476270,21229.203833,1223100.749376,3965.895222,0.000000,280731.520000
182,13288.034761,347411.427977,20120.534905,772025.395504,4806.310446,0.000000,303298.240000
183,16797.885307,272877.601998,16512.368843,1247440.466278,4853.779890,0.000000,173122.560000
184,11388.738983,157462.531224,19605.930401,1141603.351374,4132.622585,0.000000,665676.000000
185,13441.068092,437256.869276,15333.492841,1192518.734388,4852.371152,0.000000,454913.920000
186,13179.912964,561924.854288,20529.306810,963299.750208,5291.563569,0.000000,363359.520000
187,15286.382442,283683.597002,24141.600749,891577.019151,3215.582067,0.000000,415334.400000
188,11587.776991,491002.081599,13785.458834,1309338.884263,7142.465990,0.000000,209668.800000
189,15531.338224,495711.906744,13010.017084,1280589.092423,7110.125616,0.000000,797328.000000
190,20159.495891,333629.475437,19395.878623,1000888.426311,6414.385056,0.000000,178084.000000
191,15674.407476,378899.250624,18860.680471,926198.168193,6475.328990,0.000000,467417.600000
192,12813.734806,467478.247294,15303.853311,1274940.674438,5654.644105,0.000000,450060.480000
193,11991.750954,471878.018318,13876.917043,857960.033306,5393.669643,0.000000,732736.000000
194,14535.473546,303098.980017,24049.601686,1342295.482931,2642.813372,0.000000,643452.000000
195,18085.343919,437035.803497,22299.922591,1354810.990841,6241.844361,0.000000,455362.560000
196,14430.249267,352873.438801,14861.002977,970401.956703,7161.280420,0.000000,685615.840000
197,14074.478848,267099.916736,18639.174691,890333.055787,6738.360530,0.000000,631118.720000
198,16013.661813,224629.995837,19633.188113,1752113.967527,5429.289450,0.000000,414383.040000
199,14887.343636,90674.437968,16326.269043,770732.722731,7914.089740,0.000000,456896.000000
200,17256.892678,228751.561199,21166.221117,1143757.805995,9549.930900,0.000000,547019.200000
201,16399.043176,461652.789342,26824.551724,1154131.973356,8453.115039,0.000000,646606.080000
202,18025.551446,232910.595337,14784.363962,1770120.524563,4549.035065,0.000000,946840.160000
203,17613.837427,235004.163197,24498.725021,1786031.640300,6139.024771,0.000000,738590.720000
204,14298.206364,331949.937552,23039.215113,1327799.750208,6020.297417,0.000000,745200.000000
205,14483.987140,191375.520400,17988.177577,1339628.642798,6891.574526,0.000000,719150.080000
206,12491.285847,289609.283930,17381.742098,1496314.633639,6599.169881,0.000000,774996.160000
207,14028.178016,243472.106578,30315.130458,973888.426311,6003.584659,0.000000,573903.360000
208,14451.322024,540347.522898,18468.909474,1277185.054122,7855.282926,0.000000,344012.960000
209,11492.879266,297314.737719,15061.720722,1040601.582015,7803.060133,0.000000,414736.000000
210,19036.983137,449858.555371,19159.015081,899717.110741,6223.629103,0.000000,324434.880000
211,15694.074925,252089.925062,28249.334864,1310867.610325,7877.810158,0.000000,232519.680000
212,15333.043463,254267.797669,26631.075488,2695238.655287,6704.326696,0.000000,390880.800000
213,11019.552391,256455.037469,22414.771341,1333566.194838,4382.776519,0.000000,297872.640000
214,11050.790474,413842.631141,26521.897137,1500179.537885,9787.842991,0.000000,609684.000000
215,15921.485513,208686.094921,22162.707835,1669488.759367,5413.305075,0.000000,597061.120000
216,12909.586174,157843.776020,15029.070471,841833.472107,9505.565939,0.000000,745924.320000
217,18135.582815,159178.601166,20920.690176,902012.073272,11010.889566,0.000000,797547.520000
218,17112.626227,214025.395504,21096.863632,1712203.164030,4180.183506,0.000000,566640.320000
219,18309.937032,269775.187344,15938.866049,809325.562032,8825.653102,0.000000,331776.000000
220,14212.400260,489650.395504,26830.886472,652867.194005,9895.549714,0.000000,724850.880000
221,13527.005694,329148.209825,39710.467209,1316592.839301,7968.879592,0.000000,393550.080000
222,14044.149813,497811.094921,31531.817129,1438120.940883,8034.874172,0.000000,670796.640000
223,16202.281790,390379.683597,25120.344456,1282676.103247,5718.452396,0.000000,542968.320000
224,11736.749908,337359.492090,27111.205928,1349437.968360,4941.789435,0.000000,470596.000000
225,13009.111466,113373.022481,16884.165946,1020357.202331,9064.859586,0.000000,668096.640000
226,11789.630188,171444.941715,18277.414848,742928.080766,6487.784660,0.000000,458787.680000
227,14065.427248,518507.910075,23278.282096,1382687.760200,9986.453346,0.000000,511713.280000
228,17156.695033,638852.935054,18645.499148,1219628.330558,8720.138385,0.000000,674570.880000
229,16580.116342,234179.850125,8361.524190,1053809.325562,4287.961123,0.000000,590000.000000
230,20170.889290,295071.294754,20747.200412,1652399.250624,12606.805806,0.000000,614889.760000
231,18661.810552,297427.144047,29263.461682,1546621.149042,12417.002352,0.000000,1056706.560000
232,13906.383911,179875.416320,17346.384142,1139210.970025,7392.340921,0.000000,389174.720000
233,16155.898629,423033.721898,25524.844409,846067.443797,10032.886820,0.000000,660643.840000
234,8030.150554,487281.432140,23644.332187,1644574.833472,10781.220651,0.000000,384948.000000
235,13638.634471,306944.213156,13713.572023,2394164.862614,6669.442132,0.000000,545259.520000
236,21599.905505,185608.139051,17446.077523,2103558.909242,9440.518140,0.000000,274763.840000
237,16288.187375,124703.580350,19256.595354,1434091.174022,12710.875194,0.000000,0.000000
238,17028.330629,125672.148210,25312.383367,1885082.223147,10048.249155,0.000000,268324.000000
239,14454.659772,379933.388843,32001.225379,1583055.786844,8580.038688,0.000000,594880.000000
240,17058.651660,446671.835970,29054.233192,1020964.196503,8100.912204,0.000000,316081.440000
241,13186.557589,450101.165695,13265.049003,1478903.830142,9968.409606,0.000000,241626.880000
242,21592.041956,194375.832639,14631.969824,1295838.884263,6960.072132,0.000000,254541.920000
243,20561.137203,456999.167361,24625.548046,2023853.455454,5817.686108,0.000000,446054.400000
244,15818.946070,131562.239800,40069.310095,1776090.237302,5942.142178,0.000000,966296.000000
245,12540.491058,530228.143214,34870.655781,1458127.393838,8818.796938,0.000000,1256626.560000
246,14102.243111,400666.736053,25269.915400,1936555.890924,11249.188146,0.000000,456249.600000
247,21271.049760,470952.539550,27759.130575,807347.210658,12154.885577,0.000000,735477.760000
248,20188.960473,271127.810158,19113.319137,1897894.671107,12990.437682,0.000000,602043.520000
249,18422.110095,273147.377186,13920.780026,1843744.796003,8419.154387,0.000000,746496.000000
250,18726.776021,275174.437968,22589.698429,1444665.799334,10413.095187,0.000000,47002.240000
251,13620.192808,277208.992506,24787.058961,1386044.962531,6260.212843,0.000000,662896.640000
252,17470.234181,209438.280600,29912.449744,1466067.964197,10652.581818,0.000000,1049368.320000
253,19744.608781,0.000000,38115.679561,1476828.059950,15881.533150,0.000000,756766.080000
254,21359.049013,354197.023314,29574.067865,1487627.497918,14527.612284,0.000000,859100.000000
255,16027.122580,285422.148210,26915.113463,1997955.037469,10104.055540,0.000000,1182251.520000
256,16143.471546,287494.171524,16231.207804,934356.057452,12897.229985,0.000000,896194.720000
257,22269.460915,144786.844296,26422.892117,1954622.398002,14316.082017,0.000000,605906.560000
258,16110.408507,145830.349709,34446.011558,1093727.622814,11838.034980,0.000000,846910.080000
259,19453.393331,367194.004996,20529.157018,1542214.820983,10488.695943,0.000000,1254400.000000
260,23113.843932,443785.803497,22030.382498,369821.502914,13814.133288,0.000000,1225474.720000
261,10820.934032,446950.041632,22823.986908,1713308.492923,15185.680532,0.000000,470782.080000
262,11996.753575,150041.840133,27290.324927,1575439.321399,7875.731355,0.000000,704783.200000
263,17615.282756,377760.199833,22042.160098,1586592.839301,11989.459467,0.000000,451673.600000
264,14953.235305,76085.033306,34550.332507,2358636.032473,10680.882361,0.000000,818748.000000
265,15900.125750,459719.400500,17396.608173,1532398.001665,10194.786510,0.000000,575843.840000
266,12244.095751,540096.482098,34283.468102,1620289.446295,12338.281103,0.000000,1238829.760000
267,15743.911324,155390.507910,19063.410699,2330857.618651,14700.640092,0.000000,1220935.680000
268,21870.098511,0.000000,19769.041012,3051193.900916,15184.915560,0.000000,801801.600000
269,20675.405078,472668.609492,11251.266950,1969452.539550,10097.290852,0.000000,995744.000000
270,18107.027281,634578.684430,24497.742792,2141703.059950,9682.902289,0.000000,447115.680000
271,11796.974608,239605.328893,32368.558428,2635658.617818,12381.948555,0.000000,1050452.480000
272,14822.851557,321665.695254,12466.901641,804164.238135,13350.382860,0.000000,1098867.200000
273,14726.532516,323865.112406,35185.540777,2105123.230641,11761.458855,0.000000,608509.440000
274,20498.912598,326072.023314,19205.291901,3016166.215654,13732.281255,0.000000,821516.000000
275,21239.234232,410358.034971,25346.821984,2298004.995837,9918.321646,0.000000,1121484.800000
276,13818.249730,661016.652789,42665.106831,2065677.039967,5950.925066,0.000000,748012.320000
277,16246.958914,332737.718568,45085.310988,2162795.170691,14723.806516,0.000000,1108273.920000
278,20854.131872,334974.604496,31690.102354,2596053.184846,12062.684122,0.000000,572166.400000
279,20788.035524,421523.730225,35092.673830,1854704.412989,9879.462427,0.000000,446400.000000
280,15746.939196,0.000000,36570.194317,2461163.717735,5905.102199,0.000000,942250.400000
281,15747.456038,256297.668609,16477.470557,2477544.129892,11367.368928,0.000000,685854.080000
282,15851.916489,343997.085762,30129.139286,2751976.686095,16796.732703,0.000000,381925.440000
283,18070.195410,86567.860117,51463.071139,2943307.243963,11307.081338,0.000000,354877.440000
284,24358.735096,261414.966694,36591.287656,1394213.155704,7871.381647,0.000000,878156.000000
285,27302.511884,263131.973356,25268.207077,1227949.208993,18415.811937,0.000000,928869.120000
286,14764.436949,529709.200666,39766.987111,1235988.134888,14441.128111,0.000000,2141337.280000
287,25274.171345,177721.898418,51524.598235,1599497.085762,9654.082617,0.000000,1502645.760000
288,22272.383589,357755.620316,30351.581558,2772606.057452,10590.300040,0.000000,626355.360000
289,13955.541098,0.000000,34064.706617,1620337.218984,14175.313399,0.000000,1845120.000000
290,20681.496270,181200.874271,51648.442557,2174410.491257,12054.989804,0.000000,866620.160000
291,18811.155092,273552.039967,57323.934156,1641312.239800,12021.329881,0.000000,950077.440000
292,16803.490530,275308.388843,48394.052726,3395470.129059,7505.559103,0.000000,1081577.760000
293,14994.448901,0.000000,32581.922800,1847135.720233,14318.007597,0.000000,1056949.120000
294,20649.620139,278837.947544,16905.458245,2044811.615321,13955.512511,0.000000,1381212.000000
295,27974.338198,280611.157369,31399.767365,2151352.206495,2397.800417,0.000000,687009.280000
296,13673.668829,470649.979184,31828.624081,1976729.912573,11950.097128,0.000000,466268.960000
297,20466.664844,473624.063281,47524.289553,2462845.129059,13760.074104,0.000000,1391466.240000
298,17337.529217,0.000000,47358.217390,2383037.572856,19781.073603,0.000000,1042032.640000
299,16158.409659,479600.333056,29506.661116,1918401.332223,13933.701082,0.000000,1392640.000000
300,26156.679482,96520.503747,31930.000629,2895615.112406,13903.099905,0.000000,593516.160000
301,13397.067893,485614.071607,43155.156754,2525193.172356,14819.765369,0.000000,1045134.720000
302,12287.452183,293180.995004,31971.234807,1465904.975021,9185.765224,0.000000,884709.920000
303,18365.426679,196666.111574,30969.150870,2753325.562032,5401.596082,0.000000,436700.160000
304,15942.639455,98940.986678,47465.585650,1583055.786844,15459.529168,0.000000,946400.000000
305,21266.343294,199101.582015,29529.836688,2090566.611157,12881.327938,0.000000,1122274.560000
306,20541.131292,100162.468776,53064.589171,1702761.969192,10392.834285,0.000000,769888.800000
307,19559.798800,403104.079933,55234.903531,2922504.579517,15623.235520,0.000000,671324.160000
308,20421.860796,202782.889259,35150.354339,1419480.224813,11634.272211,0.000000,675423.840000
309,15565.298876,102008.742714,39349.075559,3774323.480433,6226.119550,0.000000,679536.000000
310,30818.441043,102627.914238,37959.299334,1539418.713572,12903.656209,0.000000,1209553.440000
311,27349.882991,412995.836803,32265.299750,3613713.572023,22434.466233,0.000000,1851763.200000
312,22189.426978,519359.388010,42603.699798,2908412.572856,15342.403796,0.000000,1046792.160000
313,19006.352230,313490.008326,30614.258626,1985436.719400,9311.836999,0.000000,1249427.200000
314,20788.550079,315370.004163,22456.767061,3469070.045795,10009.301890,0.000000,1310788.000000
