0,5.091684,5.092151,5.090647,5.091846,5.093717,5.092904,5.092294,5.090098,5.092599,5.093574,5.096115,5.095241,5.095038,5.095546,5.096949,5.096664,5.095160,5.095546,5.097355,5.098006,5.096888,5.096278,5.095729,5.095973,5.094205,5.095323,5.097416,5.096034
1,5.090789,5.092456,5.091603,5.091054,5.091521,5.092497,5.090647,5.091399,5.092741,5.094387,5.097233,5.095749,5.096725,5.096217,5.096522,5.096400,5.095160,5.094977,5.097477,5.096929,5.097457,5.096359,5.095912,5.095831,5.096115,5.094672,5.097010,5.095851
2,5.091257,5.092497,5.091115,5.091907,5.091623,5.092212,5.091399,5.090444,5.093168,5.093391,5.095160,5.095607,5.095140,5.095688,5.095648,5.095445,5.095567,5.094774,5.097071,5.097640,5.097457,5.096583,5.094225,5.096359,5.095180,5.094428,5.097945,5.096115
3,5.091298,5.091420,5.091481,5.092578,5.091603,5.093290,5.091420,5.089692,5.093188,5.093310,5.095790,5.096746,5.095079,5.095648,5.096237,5.096827,5.095038,5.095648,5.096420,5.097823,5.096156,5.095445,5.095485,5.095709,5.094875,5.095079,5.097396,5.096095
4,5.090525,5.091948,5.091623,5.091237,5.090952,5.092619,5.091745,5.090688,5.091582,5.094001,5.097782,5.095790,5.095506,5.095831,5.096461,5.097477,5.095749,5.095506,5.096989,5.097477,5.097823,5.095424,5.095526,5.096481,5.094123,5.094164,5.096644,5.096359
5,5.087049,5.088045,5.086033,5.086195,5.087191,5.086724,5.085626,5.086114,5.088167,5.088553,5.090952,5.090993,5.091521,5.090850,5.091582,5.091033,5.090891,5.090159,5.091115,5.092477,5.093513,5.091664,5.090769,5.090972,5.091237,5.090078,5.092904,5.091806
6,5.121017,5.121160,5.120814,5.120509,5.120326,5.121241,5.121627,5.120468,5.123030,5.122888,5.126506,5.125652,5.125591,5.125998,5.125591,5.126262,5.123945,5.125469,5.127461,5.127116,5.127705,5.127685,5.124554,5.126608,5.126486,5.125164,5.126973,5.125063
7,5.060541,5.061436,5.059159,5.059118,5.060033,5.059606,5.059382,5.056028,5.060765,5.060196,5.064302,5.061456,5.060277,5.060257,5.061802,5.062045,5.062696,5.060765,5.063082,5.064790,5.063977,5.062106,5.062127,5.061781,5.062025,5.063387,5.064668,5.063916
8,5.085159,5.083736,5.082028,5.084732,5.085301,5.086256,5.085199,5.085890,5.088431,5.088980,5.089631,5.092294,5.090037,5.088553,5.091115,5.090647,5.089997,5.092192,5.092273,5.094144,5.089976,5.088614,5.089692,5.092436,5.087984,5.088350,5.090749,5.090525
9,5.154742,5.156835,5.157486,5.155250,5.155067,5.157161,5.158909,5.156551,5.157283,5.158787,5.161125,5.159702,5.160312,5.166349,5.161470,5.161165,5.160434,5.159803,5.160799,5.162243,5.163849,5.166288,5.162710,5.161653,5.163950,5.160942,5.164438,5.162283
10,5.039583,5.038526,5.038079,5.042246,5.040762,5.039928,5.038566,5.036981,5.039258,5.041758,5.044319,5.042673,5.042632,5.039197,5.042978,5.042246,5.042388,5.041229,5.044584,5.045112,5.042978,5.039705,5.041677,5.039746,5.042246,5.042368,5.044197,5.043547
11,5.092863,5.092253,5.092639,5.093066,5.093818,5.094957,5.093757,5.093168,5.095790,5.096705,5.098575,5.098636,5.098616,5.100303,5.099307,5.099856,5.098555,5.099226,5.101502,5.102905,5.101299,5.101828,5.100344,5.101299,5.099591,5.098921,5.100933,5.100039
12,5.108516,5.109898,5.110447,5.108780,5.109166,5.109227,5.109471,5.109125,5.111118,5.112236,5.114919,5.113252,5.113455,5.116525,5.113760,5.115183,5.112845,5.112723,5.112784,5.115773,5.116301,5.115366,5.114126,5.114533,5.114756,5.113089,5.115549,5.115874
13,5.087151,5.087029,5.085829,5.086703,5.087822,5.087008,5.087130,5.085626,5.087598,5.088655,5.091562,5.090424,5.090505,5.088858,5.090769,5.090566,5.090627,5.090891,5.092050,5.094428,5.091664,5.090586,5.090525,5.090383,5.091521,5.089204,5.092253,5.090566
14,5.089570,5.091623,5.090363,5.090464,5.090708,5.089021,5.091074,5.088269,5.092009,5.091948,5.093493,5.093574,5.093493,5.093371,5.095546,5.094123,5.094103,5.093920,5.096481,5.096685,5.094774,5.094042,5.094530,5.094042,5.095384,5.094266,5.095688,5.095973
15,5.088757,5.089244,5.088675,5.088635,5.088777,5.088899,5.088513,5.087801,5.089570,5.090830,5.092944,5.092273,5.091521,5.094469,5.093696,5.093290,5.093635,5.093391,5.094936,5.094631,5.093757,5.094835,5.091420,5.093188,5.093046,5.092151,5.095140,5.094103
16,5.096563,5.097396,5.096217,5.095058,5.096197,5.096746,5.096400,5.096156,5.098209,5.099226,5.101685,5.100445,5.100628,5.103190,5.101421,5.100262,5.099937,5.100933,5.102600,5.102458,5.102722,5.103718,5.101218,5.101421,5.101238,5.100506,5.101645,5.101767
17,5.095506,5.095384,5.094916,5.096420,5.094530,5.095831,5.094814,5.093961,5.095851,5.098047,5.099063,5.097945,5.097782,5.098026,5.099978,5.099591,5.098961,5.099266,5.100364,5.100323,5.100059,5.097437,5.098595,5.098961,5.099063,5.098412,5.098941,5.099551
18,5.087130,5.087517,5.086521,5.088309,5.086805,5.087984,5.086338,5.085687,5.087659,5.089692,5.090322,5.090830,5.090261,5.091562,5.091948,5.091968,5.092090,5.090830,5.094144,5.092965,5.093839,5.091785,5.091582,5.092090,5.091277,5.091704,5.092700,5.091237
19,5.089671,5.091379,5.089773,5.090302,5.089976,5.090322,5.090403,5.088594,5.090464,5.093229,5.093757,5.094957,5.092721,5.096868,5.095180,5.095241,5.094855,5.094916,5.096217,5.095709,5.097050,5.096217,5.094103,5.095607,5.095018,5.095810,5.095953,5.094022
20,5.095709,5.096278,5.095912,5.095058,5.094692,5.096766,5.096522,5.094652,5.096278,5.098656,5.100242,5.098677,5.099043,5.100425,5.101319,5.100303,5.100384,5.100161,5.101706,5.102315,5.101401,5.100506,5.100445,5.100730,5.100059,5.098738,5.101990,5.100100
21,5.091379,5.090403,5.090586,5.090993,5.091806,5.091562,5.091725,5.090606,5.091725,5.093554,5.094530,5.094692,5.094692,5.094001,5.096075,5.095770,5.095465,5.095323,5.096258,5.097274,5.096969,5.094327,5.094611,5.095038,5.095180,5.094916,5.095587,5.096217
22,5.089021,5.090220,5.089651,5.090139,5.089244,5.089346,5.089692,5.088655,5.091867,5.092192,5.093208,5.092883,5.094123,5.093168,5.095140,5.095302,5.093615,5.093615,5.095790,5.096685,5.094835,5.095506,5.094225,5.093961,5.094266,5.093371,5.095587,5.094530
23,5.091237,5.091176,5.091013,5.091928,5.090952,5.092192,5.091094,5.091033,5.092965,5.093778,5.095180,5.093778,5.095770,5.096725,5.097335,5.095953,5.095099,5.094347,5.096542,5.099348,5.097233,5.096461,5.095526,5.095668,5.095648,5.095973,5.097477,5.096136
24,5.093310,5.093513,5.092070,5.093127,5.092334,5.093391,5.091643,5.092904,5.095912,5.094997,5.097762,5.098778,5.096258,5.098331,5.098250,5.098982,5.096624,5.097660,5.098372,5.099490,5.099713,5.097965,5.098006,5.096989,5.097335,5.097681,5.097498,5.097721
25,5.091257,5.092050,5.092578,5.093188,5.091237,5.093493,5.090505,5.090769,5.093208,5.093635,5.096563,5.095424,5.096420,5.096644,5.096746,5.096969,5.096339,5.095912,5.098453,5.098148,5.097803,5.096786,5.096217,5.096908,5.095119,5.095810,5.099287,5.097254
26,5.090281,5.091115,5.091704,5.090708,5.089509,5.091785,5.090952,5.089590,5.090464,5.091806,5.095180,5.094794,5.094123,5.095749,5.094184,5.095953,5.094713,5.093879,5.095648,5.098433,5.098128,5.095323,5.094672,5.095404,5.095709,5.094509,5.095932,5.096380
27,5.091968,5.092375,5.091542,5.090871,5.090424,5.091542,5.090830,5.089875,5.092741,5.092558,5.096583,5.096095,5.094286,5.097213,5.094957,5.096136,5.094509,5.095810,5.097559,5.098087,5.098453,5.097559,5.096664,5.097254,5.097233,5.094489,5.097193,5.095993
28,5.091481,5.092883,5.092355,5.091643,5.093127,5.092822,5.091074,5.090586,5.093290,5.094509,5.096400,5.094896,5.096583,5.096624,5.097884,5.097274,5.097213,5.095506,5.096197,5.097965,5.097396,5.096969,5.096095,5.096542,5.095993,5.095790,5.096908,5.097477
