0,39.317236,39.500416,38.917569,40.782681,39.783514,40.399667,39.583680,39.866778,40.432973,39.883430,41.615321,40.965862,41.948376,40.815987,42.398002,40.682764,42.081599,40.999167,43.646961,43.896753,44.412989,41.498751,43.597002,44.812656,44.396336,44.029975,43.880100,41.099084
1,24.529559,26.994172,27.110741,27.343880,26.028310,26.761032,26.294754,25.995004,25.195670,26.427977,26.361366,28.676103,28.343047,26.511241,28.709409,27.710241,27.910075,29.392173,28.059950,29.159034,30.008326,28.093256,29.492090,29.275604,28.159867,29.825146,28.659450,28.509575
2,20.149875,21.282265,21.965029,21.465445,20.732723,22.181515,20.799334,20.166528,20.266445,22.348043,21.948376,22.131557,22.847627,21.332223,23.130724,22.664446,22.830974,23.813489,23.213988,22.947544,23.580350,22.764363,24.363031,24.263114,23.646961,26.328060,23.963364,23.497086
3,17.618651,18.184846,18.451291,18.034971,17.618651,19.217319,18.101582,18.068276,18.351374,18.617818,18.334721,18.567860,19.417152,19.067444,20.399667,20.482931,20.366361,19.933389,18.967527,18.218152,19.267277,19.700250,20.333056,20.016653,19.600333,21.965029,19.850125,19.167361
4,16.469609,16.885928,16.686095,15.303913,15.087427,16.402998,16.186511,16.486261,15.670275,16.652789,15.570358,17.552040,17.268943,15.936719,19.000833,18.551207,17.568693,18.018318,17.268943,17.668609,16.802664,18.684430,17.818485,17.968360,18.234804,19.000833,17.635304,17.268943
5,15.104080,15.070774,14.421316,13.655287,13.921732,14.987510,14.587843,14.870941,15.653622,15.237302,14.970858,15.853455,16.586178,14.987510,16.253122,17.552040,16.486261,16.885928,17.069109,16.969192,16.119900,16.752706,17.285595,17.485429,16.652789,16.586178,17.202331,16.502914
6,14.637802,13.688593,14.188177,13.472107,13.755204,13.805162,12.905912,13.039134,14.038301,14.254788,14.671107,14.371357,14.388010,13.971690,16.319734,15.170691,16.236470,15.587011,15.120733,16.153206,16.169858,16.452956,15.603664,15.187344,14.754371,16.336386,16.203164,15.370525
7,14.554538,13.172356,12.839301,12.756037,12.572856,13.538718,13.821815,13.472107,12.972523,13.238968,14.654455,14.071607,13.921732,14.221482,14.571191,15.553705,16.536220,15.353872,15.420483,15.803497,16.802664,15.970025,15.970025,15.087427,14.954205,14.587843,15.620316,16.336386
8,15.720233,13.721898,15.187344,13.238968,13.988343,12.589509,14.820983,13.771857,14.904246,14.354704,15.387177,14.221482,13.655287,15.686928,15.353872,15.803497,16.169858,15.287261,15.270608,15.253955,16.319734,16.969192,16.519567,15.853455,14.654455,15.703580,16.419650,16.552873
9,19.833472,18.001665,17.268943,17.169026,15.603664,15.470441,15.653622,16.636137,17.552040,18.034971,17.801832,17.668609,19.267277,18.667777,17.352206,18.917569,19.117402,18.417985,18.800999,19.700250,20.149875,19.017485,18.268110,18.118235,18.667777,17.402165,19.100749,18.434638
