,7,8,9,10,11,12,13
0,17867.411028,1715076.269775,16239.586640,2046300.249792,1266.255090,-113400.000000,50976.000000
1,25676.873082,1874760.950458,23242.789653,2342382.515820,1250.313875,-125023.500000,55636.560000
2,34605.869144,1992275.175687,32360.038643,2534508.314738,1367.245670,-137214.000000,61061.440000
3,43678.071631,2003578.250208,41554.913409,2537258.204413,1522.795373,-149971.500000,66907.920000
4,53332.289902,1901023.733555,51881.326187,2564670.694421,1733.833537,-163296.000000,71377.920000
5,64575.609371,1857835.397585,62355.160169,2539298.761449,1829.874259,-177187.500000,79150.000000
6,77000.422171,1742848.171524,76074.396374,2366572.151540,1943.635082,-191646.000000,82039.360000
7,89097.561518,1626830.269359,91162.338292,2149907.496669,2147.702610,-206671.500000,91620.720000
8,104960.005224,1548345.492090,109153.690661,2034510.354704,2332.149530,-222264.000000,95773.440000
9,114665.298047,1520691.508326,126282.952407,1913006.454205,2510.361141,-238423.500000,106907.920000
10,121753.549817,1441061.490425,142173.163721,1779966.569525,2609.291167,-255150.000000,112392.000000
11,122136.787632,1346993.531640,145979.884540,1507226.878851,2814.713523,-272443.500000,121701.040000
12,114062.543505,1280866.691091,135074.330558,1315397.915071,3037.876561,-290304.000000,132956.160000
13,101874.858232,1205078.241882,125874.058651,1151013.608243,3213.277388,-308731.500000,139653.360000
14,93712.163103,1143863.925062,115899.171671,1012839.362198,3392.466443,-327726.000000,145471.040000
15,85858.663089,1143290.664030,99790.363123,960841.142798,3536.127126,-347287.500000,156898.000000
16,76568.523395,1096653.941715,87438.401931,895131.876769,3754.415442,-367416.000000,172005.120000
17,73863.760027,1054553.466694,80801.575926,917339.998751,4008.156578,-388111.500000,184103.120000
18,71796.138471,1075805.850125,74466.049470,845859.971690,4209.578829,-409374.000000,181250.880000
19,65674.656702,1104677.224396,66933.835352,916610.196919,4470.573968,-431203.500000,201380.400000
20,61623.113226,962719.733555,59402.063710,895275.936719,4649.717033,-453600.000000,210816.000000
21,58328.568652,1009882.794754,51843.234419,899659.022898,4919.707658,-476563.500000,227136.720000
22,55915.806078,963908.497918,45806.316834,760666.616153,5120.261858,-500094.000000,233271.360000
23,54730.511783,935879.586595,44463.710395,781732.105329,5366.986494,-524191.500000,238594.960000
24,54952.520569,862038.254788,42801.348938,836649.412157,5725.775522,-548856.000000,251989.760000
25,52243.403726,909254.506661,42668.815335,656972.554122,6005.204068,-574087.500000,258066.000000
26,50613.385989,839117.330558,42108.655333,740012.417985,6304.102202,-599886.000000,274402.880000
27,52001.816125,840820.627394,42623.168118,644245.377602,6406.886103,-626251.500000,279747.760000
28,53305.578997,710799.347211,45043.713884,566199.846794,6703.496097,-653184.000000,292884.480000
29,50816.644787,751969.809742,45092.405358,603531.633222,7076.317411,-680683.500000,320197.360000
30,51837.109416,750190.466278,43810.046194,544112.198168,7253.748301,-708750.000000,316600.000000
31,52572.151302,673296.246045,42689.117860,590458.402581,7636.023627,-737383.500000,341875.440000
32,50371.726998,621439.313905,43795.243290,499860.629475,7827.102727,-766584.000000,336810.240000
33,49594.344309,564002.059534,44792.451035,421914.840550,8076.436309,-796351.500000,368316.080000
34,49452.884507,618263.625312,43951.258868,495347.305579,8447.434744,-826686.000000,373014.720000
35,49001.226695,536531.983764,43456.521340,420355.360117,8915.393656,-857587.500000,387442.000000
36,48450.537521,529781.635304,43986.118222,365278.721066,9231.779390,-889056.000000,398648.320000
37,45411.328352,521480.731474,43720.962622,363223.862198,9512.418350,-921091.500000,403655.760000
38,48257.286322,366626.982515,44072.199676,209070.779351,9733.717604,-953694.000000,438934.720000
39,48717.682246,340249.634888,42703.341094,304381.712323,10068.276163,-986863.500000,421897.200000
40,47859.745053,291181.848460,44249.624824,206877.102415,10737.664983,-1020600.000000,465120.000000
41,47860.049525,363708.385928,44639.165251,95322.353455,10749.676161,-1054903.500000,475990.320000
42,45086.206623,343324.251457,44752.152726,80469.547044,11214.899631,-1089774.000000,535392.320000
43,48258.759515,276413.916320,46779.248270,112828.987094,11366.284326,-1125211.500000,522955.440000
44,46013.912573,350484.249792,46004.545379,289095.407161,11463.017485,-1161216.000000,532480.000000
45,47487.236720,219047.429226,46400.238576,36996.013739,12287.821245,-1197787.500000,553982.000000
46,48082.984416,78946.606162,47774.168886,5500.311407,12848.128656,-1234926.000000,565583.040000
47,43761.086714,-53200.817236,46851.137861,-175143.885512,13230.149462,-1272631.500000,567768.720000
48,46880.119923,-89451.876769,48307.702244,-288695.840133,13712.624005,-1310904.000000,609258.240000
49,46570.558836,-101021.601582,47223.838289,-239272.954621,13906.586186,-1349743.500000,588459.600000
50,46574.301302,-191179.558701,45616.199269,-333467.235637,14194.934926,-1389150.000000,612696.000000
51,48018.255523,-215568.858035,48225.765398,-352506.930475,14499.646483,-1429123.500000,618228.240000
52,48787.640235,-279955.423813,49297.420496,-231395.890092,15047.300154,-1469664.000000,621665.280000
53,50152.263659,-372646.187760,55136.729170,-402596.853872,15395.061613,-1510771.500000,681685.680000
54,48924.636164,-495774.059950,51235.154275,-393184.551207,15613.101343,-1552446.000000,682966.720000
55,43412.272051,-377537.728976,50989.099355,-424959.148626,16385.253093,-1594687.500000,753750.000000
56,42483.991039,-387672.519567,49504.684651,-366030.554538,17102.499460,-1637496.000000,724079.360000
57,44090.694286,-325742.024563,47710.975267,-425710.592423,17284.344098,-1680871.500000,773615.920000
58,44526.794394,-385548.804330,50509.632182,-596411.835137,17416.191068,-1724814.000000,791893.440000
59,41322.676175,-413036.239384,51013.786194,-553341.818068,18457.936485,-1769323.500000,799347.280000
60,44753.830142,-609404.163197,52503.719557,-501494.088260,18876.956703,-1814400.000000,799232.000000
61,43854.070150,-618588.670691,52676.677084,-563276.326811,19314.319061,-1860043.500000,828785.520000
62,39592.305040,-848105.790175,53393.342323,-741031.268943,20232.409844,-1906254.000000,861209.920000
63,42674.967704,-765668.469192,54167.905286,-726950.109492,19941.165194,-1953031.500000,875729.680000
64,45589.371874,-771010.471274,55214.767459,-771010.471274,20610.139074,-2000376.000000,893571.840000
65,45987.330560,-972207.670691,58082.125222,-836851.717319,20963.332589,-2048287.500000,899946.000000
66,48318.929835,-953649.846794,59329.947469,-745810.546211,21544.059000,-2096766.000000,918879.040000
67,49838.625928,-961776.633222,57221.188011,-812886.021232,22099.925486,-2145811.500000,953694.000000
68,48936.583303,-1121838.654455,60642.794924,-860696.273106,22699.438801,-2195424.000000,996807.680000
69,46142.336574,-1102961.326811,62862.144398,-1080702.063697,23317.896857,-2245603.500000,1047473.040000
70,46620.086573,-1021662.239800,60809.464484,-1029249.666944,23678.122418,-2296350.000000,1037448.000000
71,41554.363821,-1246173.283514,60132.466511,-1013464.082848,24169.350295,-2347663.500000,1108329.040000
72,44553.480615,-1257855.407161,62845.305299,-1131001.119067,24655.072388,-2399544.000000,1042087.680000
73,45260.275076,-1301552.074521,66592.473449,-1090908.236053,25055.508607,-2451991.500000,1062097.200000
74,44056.474082,-1271754.959201,64991.091555,-957234.559534,25243.608379,-2505006.000000,1127473.600000
75,45793.448260,-1434219.785595,66721.785871,-1290503.611574,26382.105534,-2558587.500000,1213682.000000
76,44823.585762,-1447307.190674,70757.833264,-1412775.966694,26972.055787,-2612736.000000,1206927.360000
77,45084.470975,-1407107.723980,69926.494737,-1336598.981266,27547.659051,-2667451.500000,1223170.000000
78,50290.741752,-1535228.587843,68026.274946,-1373296.031640,28228.397363,-2722734.000000,1250056.640000
79,49540.404442,-1704431.439217,69802.687907,-1419827.047044,28728.977233,-2778583.500000,1300788.720000
80,44840.428387,-1823343.047460,70385.242116,-1467389.675271,29209.380773,-2835000.000000,1263200.000000
81,49450.999469,-1649771.801415,73293.028389,-1468217.783930,29283.255827,-2891983.500000,1257579.280000
82,50875.246059,-1916497.363863,75489.144572,-1643619.761865,30103.923292,-2949534.000000,1347526.080000
83,48456.768211,-2133137.761449,77425.423990,-1795257.453372,30782.006288,-3007651.500000,1277323.600000
84,46396.911376,-2134232.752706,74347.740112,-1911338.497918,31753.645348,-3066336.000000,1359354.880000
85,51604.908477,-2030890.372606,73111.777803,-1772707.087843,32278.981937,-3125587.500000,1369746.000000
86,51063.642709,-2080283.185679,78827.900542,-1964508.414654,31946.004738,-3185406.000000,1365398.720000
87,48156.588685,-2237688.460866,79981.857865,-1830157.445046,33847.654414,-3245791.500000,1451733.200000
88,48674.137067,-2356191.127394,77122.543099,-2039340.169858,34349.904494,-3306744.000000,1423008.000000
89,48384.167420,-2333251.322648,81328.772832,-2121797.221898,34893.860957,-3368263.500000,1487501.200000
90,52416.754125,-2398928.268110,81610.336906,-2070233.430475,35467.873127,-3430350.000000,1576872.000000
91,47287.875153,-2708193.758118,81353.928761,-2327330.206911,35707.107549,-3493003.500000,1583987.760000
92,45734.036272,-2569206.514571,80560.092683,-2416453.808493,36711.964821,-3556224.000000,1686917.120000
93,47605.618511,-2531563.227727,84443.420480,-2304304.797252,38669.932897,-3620011.500000,1664056.080000
94,51423.995662,-2625262.336386,87876.454002,-2430484.651124,37826.768030,-3684366.000000,1689480.000000
95,52042.805952,-2733462.146128,85977.044205,-2560028.549126,38221.106414,-3749287.500000,1634610.000000
96,47566.611626,-2907252.269775,87448.025552,-2466094.900916,39704.187815,-3814776.000000,1721291.520000
97,50362.510027,-2880656.853872,87616.110441,-2713961.079517,39515.138142,-3880831.500000,1768618.800000
98,52102.768387,-2982280.810991,90171.040250,-2564908.621149,40878.121100,-3947454.000000,1843537.600000
99,52358.101195,-3125896.310158,91446.759155,-2834068.874688,41152.901812,-4014643.500000,1757096.880000
100,49273.515885,-3003299.250624,89268.872944,-2773990.341382,40777.178198,-4082400.000000,1830528.000000
101,52190.830882,-3053562.800583,90327.611785,-2792987.134471,42480.851547,-4150723.500000,1954866.320000
102,54146.282975,-3229722.659450,93681.892847,-2978764.291424,42760.435793,-4219614.000000,1915868.480000
