,0,1,2,3,4,5,6
279,174855.925738,-24842721.593256,481738.787889,-21492975.548293,258988.036181,-25345183.500000,11193005.200000
280,183951.638608,-25009171.523730,480129.689289,-21131153.205662,262472.782691,-25515000.000000,10980000.000000
281,177513.753743,-25515648.071191,475358.820776,-22375542.638218,263293.133049,-25685383.500000,10850375.760000
282,179738.084298,-25600036.331391,493644.327183,-21157543.408826,265566.934097,-25856334.000000,11725186.240000
283,181350.291781,-25597855.142798,494609.356696,-22673879.913822,264494.118662,-26027851.500000,11215387.440000
284,180858.520192,-25593960.979184,508552.531692,-22044678.714405,265820.140716,-26199936.000000,11540910.080000
285,176412.724702,-26111172.533306,486055.859487,-22712777.966278,266614.503574,-26372587.500000,11497890.000000
286,178963.318618,-26282674.026644,481860.597517,-22774247.715237,275539.262615,-26545806.000000,12082789.440000
287,181643.699356,-26454736.899667,499995.135466,-23276481.695670,272709.022143,-26719591.500000,12041252.240000
288,189011.924994,-26716222.101582,514647.385841,-22628618.437968,276224.087060,-26893944.000000,11801081.600000
289,188057.700589,-26711107.879684,517994.677090,-23759624.012073,279549.158666,-27068863.500000,12061159.920000
290,180156.321636,-26974293.796836,510693.861967,-23463563.155704,278284.653922,-27244350.000000,11985592.000000
291,188730.443023,-27148602.188593,525274.791416,-23796386.014571,287603.478666,-27420403.500000,11954715.600000
292,193062.735988,-27414655.973356,525652.862706,-24405583.533722,283111.401488,-27597024.000000,11798092.800000
293,196766.812877,-27682442.037052,525219.041103,-23552816.204413,287393.638469,-27774211.500000,12579219.600000
294,189345.120534,-27582538.855953,528467.694171,-24350051.345545,286978.148716,-27951966.000000,12659726.400000
295,196226.033390,-27851449.552456,526393.036707,-24505394.181932,287674.351147,-28130287.500000,12613482.000000
296,191650.660969,-28122101.895087,535107.025457,-24006471.587011,289389.573204,-28309176.000000,12326224.640000
297,194933.845148,-28300371.508326,538614.042350,-23405611.724813,292947.622551,-28488631.500000,12323970.960000
298,195703.128032,-28479204.374688,540976.920258,-24690211.868443,290057.921889,-28668654.000000,12369487.680000
299,193328.763643,-28372635.985429,540661.144257,-25131704.886345,291303.257605,-28849243.500000,12935858.320000
300,205197.939217,-28646719.733555,536562.427144,-24809917.069109,295123.001665,-29030400.000000,12886016.000000
301,204479.441254,-28633000.477519,546283.617731,-24965221.335137,297559.516889,-29212123.500000,13098571.920000
302,201487.348486,-29005922.742714,559058.647306,-25121010.169858,302498.869240,-29394414.000000,13263257.280000
303,204410.905114,-29284090.504996,546789.427112,-26059099.559950,296029.966053,-29577271.500000,13195531.920000
304,204478.211920,-29367363.776853,557382.489280,-26122372.935887,299426.267495,-29760696.000000,13210179.840000
305,205621.593390,-29746805.526644,578582.734577,-25888107.046211,306591.643271,-29944687.500000,12970750.000000
306,203486.288828,-29930144.417985,585672.858308,-26147214.359700,301311.467979,-30129246.000000,13679846.720000
307,208526.913462,-29813559.156120,561638.741862,-26408035.217735,311232.569922,-30314371.500000,13541488.560000
308,209189.169559,-30298511.960033,559543.301533,-26065919.120733,309571.533215,-30500064.000000,13366236.160000
309,217273.944634,-30483540.610741,570757.789680,-26732057.159450,310843.197735,-30686323.500000,12945623.600000
310,223577.661844,-30261097.543714,585315.207725,-26996817.776853,320082.514876,-30873150.000000,13599432.000000
311,217167.481663,-30650031.843047,592250.459237,-25621264.045379,324906.747098,-31060543.500000,13611858.640000
312,217095.254446,-30938757.122398,573652.023951,-26705549.795171,320697.115363,-31248504.000000,13341512.960000
313,214854.718450,-31229287.744796,578254.133986,-27697643.906328,321237.171218,-31437031.500000,13723622.640000
314,223800.639401,-31312635.991674,592319.777607,-27446259.222315,320107.994661,-31626126.000000,14502280.000000
315,214748.494124,-31500417.495837,588814.071165,-26559620.763947,320744.434651,-31815787.500000,14355822.000000
316,223777.986782,-31688760.379684,596852.833264,-27141429.821815,327180.392329,-32006016.000000,13827502.080000
317,221086.283926,-31984046.928809,608202.486757,-25813874.364280,330689.126995,-32196811.500000,14400549.200000
318,223837.278646,-32281159.428809,612470.517529,-27358489.154038,327951.796760,-32388174.000000,14120558.400000
319,226214.976008,-32149508.579101,600593.921821,-27843559.370108,330158.024845,-32580103.500000,14167460.880000
320,232045.786714,-32122891.423813,637188.361993,-27791500.915903,330786.897231,-32772600.000000,14769056.000000
321,229290.939746,-32638895.494172,624720.647320,-26430303.383430,334198.148649,-32965663.500000,14335121.680000
322,228765.321395,-33159294.000000,602176.398915,-28119421.393838,337766.047820,-33159294.000000,14812320.960000
323,227010.976879,-33133083.298501,625747.493750,-28945327.470025,337188.172330,-33353491.500000,14616711.760000
324,232937.195124,-33104865.492090,627507.117324,-27673331.770192,331714.987719,-33548256.000000,14323389.440000
325,240962.343997,-33520601.446711,649534.201891,-29729838.540799,343717.757958,-33743587.500000,13683114.000000
326,237706.991131,-33490924.800999,651114.834449,-27547488.914238,351599.483065,-33939486.000000,14432960.960000
327,238256.910995,-33572004.268526,638637.416153,-29060426.416736,353084.057247,-34135951.500000,14362385.520000
328,237831.925693,-33652341.202331,652709.412228,-30816329.545379,356506.827549,-34332984.000000,14852194.560000
329,246860.816346,-33960116.701499,674014.544619,-29282288.953789,346441.812667,-34530583.500000,14314053.520000
330,240293.334656,-34614001.873439,668917.928500,-30712565.570358,354733.299745,-34728750.000000,13965000.000000
331,231384.528957,-34581269.199417,651332.783367,-29388054.690674,362539.116295,-34927483.500000,14892536.880000
332,243897.463364,-34778594.158201,653349.222315,-28975430.128226,350298.249167,-35126784.000000,14918041.600000
333,253264.369822,-34626309.493339,667610.592838,-31474770.463364,367109.841689,-35326651.500000,14763674.320000
334,248969.593117,-35409700.071607,661797.790994,-30596877.007494,357299.380550,-35527086.000000,14887540.800000
335,256430.559088,-35019787.125312,676638.056767,-31832435.439217,359176.768226,-35728087.500000,15012098.000000
336,251356.004563,-35810939.930058,677412.212606,-29518988.223147,369753.256934,-35929656.000000,15624014.080000
337,256850.606386,-35654255.696503,664464.022640,-31356433.465029,367461.469073,-36131791.500000,14998198.320000
338,257851.910878,-35854279.179017,680355.368182,-31172184.674438,374359.107741,-36334494.000000,15492464.320000
339,251189.097714,-36537763.500000,683866.805053,-31346574.178601,367463.863072,-36537763.500000,16383352.720000
340,260740.985377,-36498802.331391,695980.702605,-31885646.627810,373811.432855,-36741600.000000,15769728.000000
341,261148.443718,-36823929.291007,705217.221547,-32307183.558285,378871.374753,-36946003.500000,15461283.440000
342,259900.077815,-37028222.542881,686952.876630,-31136152.601166,382471.723230,-37150974.000000,16616379.200000
343,260283.268499,-37356511.500000,698437.715294,-33283302.403414,387902.531373,-37356511.500000,16392063.600000
344,265203.889269,-37190281.278934,704715.211621,-32349929.905079,390951.699524,-37562616.000000,15486132.480000
345,257979.848062,-37519698.615737,721541.234056,-32278332.046211,394016.758247,-37769287.500000,16018974.000000
346,271802.372088,-37851046.815987,706200.523775,-33333796.191507,383924.885147,-37976526.000000,16835590.080000
347,270363.451269,-37931999.901332,716071.243350,-33011533.727311,382329.437739,-38184331.500000,16669110.640000
348,257592.497710,-38138995.423813,719204.598303,-32557406.747710,389680.763999,-38392704.000000,16521728.000000
349,265533.513489,-38474098.849709,709573.238381,-33372312.838052,393669.801563,-38601643.500000,17679144.240000
350,257112.702122,-38554676.228143,740975.268534,-33425200.791007,395493.326098,-38811150.000000,16417048.000000
351,261022.562114,-38763361.509992,725312.644222,-33348259.719817,401883.451432,-39021223.500000,17386811.120000
352,262906.296400,-39231864.000000,720050.263748,-33917157.921732,398514.596856,-39231864.000000,15997190.400000
353,272753.331312,-39443071.500000,734585.596412,-33969428.494172,395251.038555,-39443071.500000,16461743.280000
354,275657.254937,-39392796.874271,742688.167491,-35068986.299750,399612.377276,-39654846.000000,16952971.200000
355,280992.493641,-39735461.334305,742162.712408,-34993319.369276,413168.895255,-39867187.500000,17538750.000000
356,283624.719387,-39815236.716070,759220.430644,-34385621.395504,408100.823285,-40080096.000000,17722895.360000
357,279609.745472,-39761031.533306,747174.895673,-33636821.916320,407674.166174,-40293571.500000,17749069.520000
358,273906.262757,-39972245.140716,756698.919979,-35153925.407161,417845.461069,-40507614.000000,17477570.880000
359,276835.644083,-40318569.565779,767277.802117,-34398311.863863,418580.983126,-40722223.500000,17799992.720000
360,270538.036256,-40802137.718568,757627.550690,-36203220.149875,410060.287000,-40937400.000000,19049248.000000
361,273457.661528,-40609243.000416,779380.733651,-35170238.004580,413217.250349,-41153143.500000,19451574.000000
362,282403.615907,-41369454.000000,764288.702716,-35355100.960866,422897.813654,-41369454.000000,18152945.600000
363,279690.792621,-41174112.203580,770979.171207,-36090074.214405,419579.665185,-41586331.500000,18999159.280000
364,282839.320566,-41803776.000000,776022.084929,-35311905.891757,437960.053289,-41803776.000000,18390712.320000
365,287195.669924,-42021787.500000,800238.297746,-36329132.941299,430074.736741,-42021787.500000,18866078.000000
366,304874.722453,-41542528.781016,818200.782218,-36378533.360533,431800.681472,-42240366.000000,18797335.360000
367,296181.172031,-42178928.444213,800353.850398,-36006101.216903,435582.177530,-42459511.500000,18751078.800000
368,294443.132451,-42538206.514571,796749.068098,-35346314.757702,434393.346872,-42679224.000000,19161240.320000
369,289041.678390,-42332522.234388,793248.040693,-35812237.679850,445459.849812,-42899503.500000,19066446.000000
370,292442.780715,-42835399.958368,798723.036569,-35854123.938385,444970.360373,-43120350.000000,19919016.000000
371,292371.095301,-42912143.703997,808942.749431,-37613499.553289,448304.061624,-43341763.500000,18749325.840000
372,294747.052378,-42987983.800167,816424.308636,-37374321.851790,434259.259003,-43563744.000000,18796180.480000
373,292720.668357,-43496940.750624,841434.522306,-38288627.261865,459789.643521,-43786291.500000,19114608.240000
374,301844.976258,-44009406.000000,842526.979333,-38919965.950042,444026.947519,-44009406.000000,19460384.960000
375,313905.187063,-43940784.211074,839494.474890,-39702386.521649,457166.625667,-44233087.500000,18685554.000000
376,299896.427160,-44310443.410491,855405.756137,-39316095.367194,454463.580672,-44457336.000000,19758816.000000
377,301052.529982,-43943974.460033,867480.859234,-38924370.588260,449012.332182,-44682151.500000,19783081.680000
378,313619.888687,-44017253.400500,857728.555862,-39714230.502914,459246.842218,-44907534.000000,19756146.880000
379,302273.051471,-44536976.838884,852942.195110,-39615796.884679,461739.553893,-45133483.500000,20263103.280000
380,308546.881505,-45060249.791840,848990.066871,-37416619.483764,469728.481474,-45360000.000000,19904000.000000
381,313768.922659,-44984581.834721,865927.278626,-40315193.928809,466563.992192,-45587083.500000,19308984.080000
382,303509.431072,-45360601.194005,855283.746950,-40365140.328060,462056.773009,-45814734.000000,21137803.200000
383,309849.703795,-45434424.855537,830945.212939,-39805553.394255,469929.649940,-46042951.500000,19917839.760000
384,326693.017079,-45354410.437968,843472.493248,-38627356.316403,470398.396873,-46271736.000000,20173497.600000
385,317996.762768,-46193796.700666,862095.034782,-42045370.909659,470854.429673,-46501087.500000,20772126.000000
386,344825.746047,-46422195.841798,852032.860134,-41326828.231474,478836.990237,-46731006.000000,20136365.760000
387,343306.476301,-46651158.236053,862107.019483,-38582493.373439,482145.760037,-46961491.500000,20156170.320000
388,335859.031653,-46880683.883430,880053.412313,-41111271.726894,481282.084058,-47192544.000000,20788024.320000
389,316658.059121,-47110772.783930,902161.588107,-40529567.746461,491869.177237,-47424163.500000,19846217.840000
390,334738.892598,-47341424.937552,869673.248550,-43247399.125729,490433.045785,-47656350.000000,20804056.000000
391,322080.376717,-47730871.922148,878170.113821,-41718071.963780,492055.704488,-47889103.500000,20175924.240000
392,328501.955665,-47645416.506245,900499.467098,-41444319.087427,494258.954228,-48122424.000000,20898881.280000
393,351162.685966,-48036760.917152,919113.917199,-41006648.094505,499196.677898,-48356311.500000,22446880.400000
394,331307.068484,-48430216.041632,901424.047112,-41526567.831807,492405.781592,-48590766.000000,21047428.800000
395,335469.631610,-48503134.502498,884515.381754,-41888748.053705,488682.541801,-48825787.500000,21617682.000000
396,339067.120316,-49061376.000000,937462.207744,-42415074.584513,493810.823480,-49061376.000000,21777367.040000
397,339307.368687,-49297531.500000,931635.262124,-40990386.308493,507322.497909,-49297531.500000,21270102.480000
398,341336.271962,-49206919.278934,924920.695932,-43642229.020816,511157.141655,-49534254.000000,20813122.880000
399,337551.262492,-49278189.315987,913693.233569,-42042327.950458,505575.941862,-49771543.500000,21755519.120000
400,343803.639301,-49844162.697752,927943.321077,-43730382.514571,514648.359765,-50009400.000000,22565088.000000
401,348685.425896,-49915773.333472,947972.744270,-42942719.836386,517912.653100,-50247823.500000,22275648.880000
402,343624.024059,-50153184.524563,949834.319699,-44147853.966694,516303.342400,-50486814.000000,23321880.640000
403,343617.723560,-49888340.171940,935518.268500,-44022120.875520,520185.359330,-50726371.500000,21915223.920000
404,345655.446061,-50798096.333056,944263.637151,-45240907.323897,523470.035790,-50966496.000000,22047728.640000
405,344809.377450,-51207187.500000,956158.287944,-45623754.423397,530072.881745,-51207187.500000,22469750.000000
406,346433.918793,-51448446.000000,989507.022648,-43628809.863447,538173.043660,-51448446.000000,22343325.120000
407,355776.232109,-51348689.276853,965595.569699,-45200209.260200,538826.276008,-51690271.500000,22798418.160000
408,362681.155079,-51761071.993339,1000705.144691,-46784903.800167,532765.028869,-51932664.000000,22494995.200000
409,355328.864551,-51830833.949625,981817.201627,-44935042.942132,532521.736508,-52175623.500000,22629681.360000
410,366290.043148,-52072751.165695,972445.718168,-46183970.982515,552766.954682,-52419150.000000,24155336.000000
411,361623.411216,-52315231.634888,997152.891450,-45703006.197752,541109.511081,-52663243.500000,22811450.800000
412,364370.406744,-52558275.357202,980018.987354,-45740516.822648,539568.841642,-52907904.000000,23813222.400000
413,367131.186597,-53153131.500000,990135.386029,-45425649.818068,546571.831788,-53153131.500000,22783663.280000
414,359352.319194,-53222489.280599,986745.097043,-44753526.749376,546514.805961,-53398926.000000,22798610.240000
415,360577.487465,-53290786.042881,1011203.635876,-45669004.714821,545790.651096,-53645287.500000,23297382.000000
416,367019.282853,-52467683.110741,1003685.669670,-45879218.497918,552867.613590,-53892216.000000,24742895.360000
417,361062.023539,-53603058.398418,971173.012235,-45732146.241882,551912.776624,-54139711.500000,23939873.840000
418,359425.893542,-54208070.003331,1023663.810918,-46480798.146545,558828.887893,-54387774.000000,23558443.200000
419,371646.647191,-54094827.001249,1025258.258232,-46873807.017902,563366.843282,-54636403.500000,24190339.920000
420,379097.428250,-54704251.124063,1036797.025916,-43823318.567860,563943.999792,-54885600.000000,24145792.000000
421,361920.211938,-54588841.122814,1032619.874044,-46573179.590758,561395.542478,-55135363.500000,23882266.800000
422,382551.601098,-55202692.751041,1037531.657188,-48980650.286428,574443.779877,-55385694.000000,23896924.480000
423,384060.159811,-55452761.254371,1078360.428335,-48283381.674854,575026.393978,-55636591.500000,24978572.720000
424,392107.681958,-55518733.768526,1050098.156611,-48501611.370525,563874.979555,-55888056.000000,24239842.560000
425,399310.312207,-55769099.781432,1053927.923523,-50760765.580766,566870.683142,-56140087.500000,24824414.000000
426,381318.679226,-55833700.571191,1066858.263549,-50057517.806828,565099.695860,-56392686.000000,25508987.840000
427,374805.522494,-56271521.566611,1067535.233208,-47849098.065362,582030.406273,-56645851.500000,23929125.840000
428,393237.606994,-56711580.669442,1086086.795171,-47875424.133222,564900.804330,-56899584.000000,25866731.520000
429,404907.534454,-56398509.228560,1138197.804672,-49788984.353455,567425.497517,-57153883.500000,24627578.160000
430,402545.241738,-57029378.642798,1077976.301894,-49821322.855953,584543.463638,-57408750.000000,24802200.000000
431,389218.609519,-57473653.837219,1060444.936162,-50805115.639883,596447.527412,-57664183.500000,25628526.000000
432,380433.976637,-57154681.918401,1080104.000559,-52178918.388010,590685.402858,-57920184.000000,25219285.760000
433,404645.337195,-57984528.248543,1062831.641317,-49526705.184430,603157.142288,-58176751.500000,25396665.840000
434,399598.968174,-57854667.432140,1072714.296059,-52255554.609492,601580.703467,-58433886.000000,25146152.000000
435,403965.219205,-58497663.166112,1069869.944825,-52098160.147794,583638.765862,-58691587.500000,25886406.000000
436,412162.516471,-58755078.314738,1125697.469440,-53301303.127394,600235.208173,-58949856.000000,25867238.400000
437,399643.646686,-59013058.589925,1128490.865373,-50209577.636553,606452.850940,-59208691.500000,24543934.480000
438,423461.296734,-59075113.983347,1113766.770322,-52197963.691923,599995.288589,-59468094.000000,24953525.440000
439,417844.451438,-59530714.519983,1113576.695442,-51834104.299334,615627.059584,-59728063.500000,26276134.320000
440,421118.839850,-59790390.174854,1090609.301494,-49681689.092423,620248.095337,-59988600.000000,26627744.000000
441,422465.764540,-59453413.325146,1102160.472507,-53282164.470025,598646.909794,-60249703.500000,26267595.600000
442,411853.317486,-59311751.185679,1121102.971298,-51514202.892590,605884.107156,-60511374.000000,26757339.840000
443,423933.268347,-60372004.297669,1135521.225115,-52139056.649875,618804.927193,-60773611.500000,26667503.600000
444,423058.493911,-60834744.059950,1114336.335294,-53776226.158202,609664.122034,-61036416.000000,26128322.560000
445,422906.036204,-60287076.738135,1120875.391855,-53805727.862198,608833.402640,-61299787.500000,28074654.000000
446,426961.718324,-61360311.761865,1169155.514448,-52410085.283930,619649.033745,-61563726.000000,25832877.760000
447,431788.641093,-61623943.302664,1162458.096896,-50796668.843880,634530.711935,-61828231.500000,26188127.120000
448,419614.937994,-61682975.940050,1139892.953385,-50809282.351374,636249.320231,-62093304.000000,27632067.840000
449,439770.732814,-61740818.291840,1191802.948145,-53293107.113655,651547.028904,-62358943.500000,26905629.520000
450,465644.089236,-62211307.368859,1153445.288330,-54555218.692756,640436.020845,-62625150.000000,27409272.000000
451,432875.489403,-62476317.962948,1174593.379016,-54995418.296003,643671.510699,-62891923.500000,26674161.840000
452,420959.389688,-62533205.715237,1210665.071152,-52933645.348876,656342.631518,-63159264.000000,27037066.240000
453,438350.289856,-63217600.205246,1166682.169941,-55673033.594088,644033.054727,-63427171.500000,26901174.960000
454,439435.017182,-63695646.000000,1171363.594462,-54225019.438801,656521.590647,-63695646.000000,26799353.280000
455,441549.121561,-63330645.555787,1216042.088899,-54665405.651540,670388.316108,-63964687.500000,28825850.000000
456,435378.760372,-64234296.000000,1253034.465579,-54471341.795171,649378.637590,-64234296.000000,26989733.120000
457,444234.580098,-64504471.500000,1227344.679846,-57044892.503331,657313.374680,-64504471.500000,27503705.520000
458,452891.949510,-64775214.000000,1215252.916404,-55572121.993339,665036.262436,-64775214.000000,28423409.600000
459,465020.751581,-64616679.828060,1233723.119003,-59243633.928809,654703.963747,-65046523.500000,27808249.200000
460,443780.604704,-65318400.000000,1243094.978143,-58412155.203997,669822.705037,-65318400.000000,27518976.000000
461,456742.766790,-65590843.500000,1248544.487123,-57572191.022898,669706.477070,-65590843.500000,27966917.680000
462,455190.398833,-65863854.000000,1223722.622244,-56288468.487927,670900.099977,-65863854.000000,26893826.240000
463,447477.907007,-65481852.503331,1240542.830956,-54774062.224396,692359.709962,-66137431.500000,29207782.800000
464,462457.949167,-65753279.580350,1275417.598271,-56098265.425479,676211.425274,-66411576.000000,28579232.000000
465,438549.833813,-66245607.858035,1258099.924796,-59635413.228560,690305.293334,-66686287.500000,29111446.000000
466,439549.911708,-66297817.873439,1240876.690478,-57890341.603664,699636.763058,-66961566.000000,29269408.320000
467,456005.008937,-67237411.500000,1218055.616636,-60128265.788093,686789.730344,-67237411.500000,28365412.400000
468,474490.384823,-67290749.895087,1264181.430045,-58590859.803497,687979.274290,-67513824.000000,29968040.960000
469,453742.783655,-67566814.220233,1231908.665267,-57711285.910491,681778.744746,-67790803.500000,29096243.280000
470,445716.901036,-67393631.015820,1258641.263079,-57722658.909242,701317.232364,-68068350.000000,30214184.000000
471,456359.308894,-67668987.750624,1291350.375324,-59087628.258535,684334.750273,-68346463.500000,28717568.720000
472,478702.530073,-68625144.000000,1335366.359612,-55020381.302248,693491.264070,-68625144.000000,29299426.560000
473,468144.236948,-68676722.786428,1308284.033247,-58886968.102831,701315.685540,-68904391.500000,31013052.400000
474,476463.351875,-68955612.744380,1263368.846076,-60269069.030808,694955.196541,-69184206.000000,30865673.280000
475,492683.250098,-69235067.828893,1295105.537759,-60283800.655704,717383.904674,-69464587.500000,31461210.000000
476,467388.971378,-69515088.039967,1287122.071399,-60066721.678601,705376.000416,-69745536.000000,29580963.840000
477,473512.164115,-68870160.888010,1285821.099682,-61003304.726478,726581.985488,-70027051.500000,30609355.280000
478,498673.265003,-69844513.683597,1346866.237636,-61249037.830142,720434.182622,-70309134.000000,31367545.920000
479,488434.943859,-69425563.162781,1347155.778100,-61728508.937136,717635.962282,-70591783.500000,31653007.120000
480,489536.968298,-70406640.299750,1345699.872502,-61039446.294754,730520.383404,-70875000.000000,32540000.000000
481,474276.553842,-70453430.981266,1377779.861531,-59638025.694005,729714.274250,-71158783.500000,30863082.960000
482,493749.252197,-71207076.964197,1356198.847119,-62472966.639467,721392.145611,-71443134.000000,29938075.200000
483,482121.017445,-71728051.500000,1326312.233779,-59641131.121149,735841.269921,-71728051.500000,31595763.920000
484,493334.503422,-72013536.000000,1380387.724045,-62971750.820983,755035.535439,-72013536.000000,31274449.920000
485,496460.561933,-72060700.634888,1339213.296521,-60594131.109492,753952.141394,-72299587.500000,32663602.000000
486,494329.965411,-71866704.334721,1342765.766997,-62753016.574521,739375.088229,-72586206.000000,31687015.360000
487,484528.797564,-72151043.144463,1346314.840221,-63482862.878018,751118.136135,-72873391.500000,30784188.240000
488,517130.869006,-72194209.778518,1355172.003347,-60832732.676103,756444.728143,-73161144.000000,31483808.000000
489,521835.051409,-73449463.500000,1361697.568703,-61800525.947960,747279.628361,-73449463.500000,33680530.000000
490,518236.651322,-73494709.283930,1408988.536856,-65210924.937552,752598.082307,-73738350.000000,32481288.000000
491,502356.117225,-74027803.500000,1357789.113252,-60819559.744796,769287.041639,-74027803.500000,33151922.160000
492,493533.202331,-74317824.000000,1391285.075770,-62040055.473772,742026.124896,-74317824.000000,32820428.800000
493,501782.316351,-74361895.992090,1415081.347732,-61050058.564946,746432.106306,-74608411.500000,33454043.280000
494,520657.897891,-74652088.481266,1412447.003487,-63763077.656953,770491.769953,-74899566.000000,32105097.920000
495,518743.223273,-74694404.694005,1406120.597749,-68234928.216070,752263.584977,-75191287.500000,32909118.000000
496,527153.210033,-75483576.000000,1407019.780372,-66006103.893422,788373.112231,-75483576.000000,34187270.400000
497,520640.687260,-75776431.500000,1432956.060359,-65511065.034555,782874.050784,-75776431.500000,33079686.640000
498,511918.132130,-75567165.407161,1437277.504691,-63502639.179017,756757.913066,-76069854.000000,33594164.800000
499,504964.484415,-76111527.825562,1440676.177460,-62738797.080350,782166.763460,-76363843.500000,33680899.440000
500,518043.133326,-76405111.074105,1500650.807270,-61967642.298085,779618.366856,-76658400.000000,34546304.000000
501,527486.664869,-75936467.296836,1510463.042866,-66528697.417569,775791.401970,-76953523.500000,33810690.960000
502,522970.464505,-76738731.901749,1495079.928948,-65763366.789342,804944.523903,-77249214.000000,33461035.200000
503,525914.407404,-77545471.500000,1492368.943023,-65759355.138634,795833.586770,-77545471.500000,33939478.320000
504,530753.165978,-77585095.333888,1410798.902197,-68840272.686095,789146.901586,-77842296.000000,34113322.240000
505,516077.121858,-77623320.930475,1459051.228316,-65746889.831391,805713.887846,-78139687.500000,35257950.000000
506,521525.038397,-78437646.000000,1488025.964037,-68070934.925895,799295.189857,-78437646.000000,35480930.240000
507,535895.176309,-78476017.357619,1495594.661510,-68330005.804746,798526.372292,-78736171.500000,34327304.400000
508,517847.892433,-78512979.237302,1507970.251405,-68589568.746045,817817.351478,-79035264.000000,35795865.600000
509,539010.452262,-79334923.500000,1517527.500484,-65966166.318485,796599.145466,-79334923.500000,35483838.800000
510,562249.218811,-79372025.520400,1504962.045504,-67531423.938385,811819.190307,-79635150.000000,37146216.000000
511,549219.641738,-79671825.161116,1521286.037900,-67522381.572440,806180.476810,-79935943.500000,35978223.600000
512,549348.460027,-79972189.928393,1525726.821890,-68042056.706078,829284.583000,-80237304.000000,37200674.560000
513,555638.584434,-80539231.500000,1512627.113128,-70160876.067027,836303.244580,-80539231.500000,35931576.720000
514,552834.536711,-80574614.842631,1529720.556580,-66951945.816819,832923.018376,-80841726.000000,36066530.880000
515,554907.016756,-80608562.479184,1522691.066166,-68007274.490008,828845.214036,-81144787.500000,36430718.000000
516,572751.874428,-80910184.526228,1551055.908175,-72567596.682764,823733.836074,-81448416.000000,36475100.160000
517,557744.659703,-81752611.500000,1538053.800101,-68516690.496669,833075.346629,-81752611.500000,36380633.040000
518,536987.162146,-82057374.000000,1536175.222287,-71212261.593672,843462.201461,-82057374.000000,36377321.920000
519,562571.314984,-82090566.843047,1572785.638461,-73110057.163614,842946.484012,-82362703.500000,36094329.040000
520,561659.827829,-81849157.868443,1586295.924132,-72562147.044130,855413.293772,-82668600.000000,36135072.000000
521,576124.689072,-82700903.529142,1592511.202127,-71734504.694838,835827.005217,-82975063.500000,38282674.800000
522,571874.288857,-83006919.562032,1561454.237898,-71449593.167361,853363.765196,-83282094.000000,37296277.440000
523,566906.386923,-83313500.721482,1640045.117419,-69780152.574105,861235.671159,-83589691.500000,37386853.200000
524,561890.175062,-83343438.014988,1592625.759992,-70037406.374688,852905.474813,-83897856.000000,38424330.240000
525,573127.994351,-84206587.500000,1522747.754475,-72520966.142798,873365.429240,-84206587.500000,36949910.000000
526,564665.784747,-84236634.959201,1591404.230655,-71670338.123231,880323.089166,-84515886.000000,37514917.440000
527,561946.197877,-83704651.999584,1588685.577988,-75016130.871357,855495.810718,-84825751.500000,37891827.760000
528,579455.026397,-84292282.251457,1549859.624941,-70227253.109076,867211.237855,-85136184.000000,38414887.680000
529,600871.532163,-85164855.335970,1582403.039924,-75001041.430891,869689.852407,-85447183.500000,36819146.160000
530,565705.775786,-85475392.381349,1611693.860260,-74707802.872606,864905.409738,-85758750.000000,36759800.000000
531,560127.359328,-85786494.553289,1643249.324341,-72988991.951291,882286.713024,-86070883.500000,36699288.880000
532,588990.343971,-85812739.703580,1666640.129632,-74395853.775187,870510.236248,-86383584.000000,37368898.560000
533,577488.810077,-86123937.053705,1634918.793961,-72373990.342631,872618.078066,-86696851.500000,37064050.800000
534,577824.540431,-86723191.828476,1646452.167738,-75798413.310575,912977.047517,-87010686.000000,38376776.640000
535,582730.137295,-87036554.506661,1633381.894045,-76360833.753122,915219.328838,-87325087.500000,36790506.000000
536,588013.309104,-87640056.000000,1612761.994689,-75477961.079101,887767.322687,-87640056.000000,35043656.960000
537,616737.080019,-87664975.242714,1694131.578770,-74877859.922148,886706.528011,-87955591.500000,36559742.160000
538,596879.633809,-88271694.000000,1646103.365721,-75146962.526228,902710.372089,-88271694.000000,37438407.360000
539,615457.089242,-88002949.470025,1646649.039015,-77465496.930475,907020.717452,-88588363.500000,37222736.720000
540,618736.815674,-88024334.388010,1701313.672200,-72455308.576187,907041.483659,-88905600.000000,38660608.000000
541,609072.862598,-88928598.233555,1689761.601775,-78610413.907993,902366.676261,-89223403.500000,40964085.360000
542,610885.026820,-89541774.000000,1705542.229294,-78003343.109076,907392.306012,-89541774.000000,39392063.680000
543,608711.646625,-89563800.488343,1679359.996765,-79765737.103664,906637.490841,-89860711.500000,41104539.920000
544,617059.343870,-89882249.305579,1688240.880822,-76473748.056619,933139.736268,-90180216.000000,38604130.560000
545,623264.655634,-89902238.998751,1721244.325895,-76745171.971274,930611.358546,-90500287.500000,38996526.000000
546,623641.289202,-90520842.319734,1736500.445268,-77617244.068276,933175.847094,-90820926.000000,38929661.120000
547,620700.394671,-91142131.500000,1696323.223374,-76386027.315987,926183.159760,-91142131.500000,39941793.360000
548,631376.592995,-90859487.680266,1710796.851504,-75749079.686928,926501.749115,-91463904.000000,39463367.680000
549,640265.425007,-90876423.870525,1757919.014438,-79048768.687344,960494.095049,-91786243.500000,42244335.280000
