,0,1,2,3,4,5,6
83,52290.141421,-1805195.109492,75169.071404,-1914509.326811,30260.376389,-3007651.500000,1331641.680000
84,47955.231916,-1921470.054954,77229.396349,-1769496.699417,31506.292881,-3066336.000000,1414732.800000
85,47583.401258,-2123836.355121,77297.170896,-1906962.395920,32455.474416,-3125587.500000,1417374.000000
86,49843.094586,-2006608.331391,75693.019047,-1869783.601998,32832.508112,-3185406.000000,1478657.600000
87,48352.960152,-1948126.949625,76093.702806,-1991024.951291,32996.711387,-3245791.500000,1407769.040000
88,55476.146948,-2181376.805995,77642.696796,-2072117.855121,33856.425345,-3306744.000000,1490192.640000
89,52147.324410,-2566963.749792,75650.073838,-2344380.485845,35111.227425,-3368263.500000,1508411.760000
90,50272.201835,-2432931.182348,77888.500997,-2160907.868443,35191.156702,-3430350.000000,1483944.000000
91,54670.262287,-2373495.485845,85073.299378,-2177293.050375,35678.930499,-3493003.500000,1491333.840000
92,49907.999376,-2486955.057452,80416.657525,-2322452.143214,36353.376925,-3556224.000000,1574522.880000
93,50642.583557,-2519602.257702,82516.115740,-2280382.857202,37297.458309,-3620011.500000,1586420.560000
94,49923.099497,-2576567.915071,83819.576249,-2162665.333888,37767.326598,-3684366.000000,1662448.320000
95,55173.103331,-2683909.689842,84389.212201,-2411371.180266,37948.906642,-3749287.500000,1600754.000000
96,55844.466831,-2743393.818485,86924.889721,-2705580.329725,39011.802157,-3814776.000000,1641632.000000
97,47983.288488,-2790897.590758,86379.541351,-2624201.816403,39796.888061,-3880831.500000,1783950.480000
98,47883.574726,-3125752.501249,86509.098582,-2734466.073272,39731.774143,-3947454.000000,1756651.840000
99,52471.448587,-2847333.758118,90070.397959,-2595300.972939,40650.934788,-4014643.500000,1718578.960000
100,51249.408371,-3070743.047460,92627.890170,-2962832.972523,42259.097562,-4082400.000000,1862784.000000
101,53597.103751,-2998704.765612,92118.935559,-2765558.116986,42279.955423,-4150723.500000,1837738.320000
102,55831.184128,-3257606.922565,96268.811789,-2839342.975853,42896.589422,-4219614.000000,1920631.360000
103,56611.805726,-3070311.508326,98891.417992,-3084483.136137,43395.102055,-4289071.500000,1898992.080000
104,55303.178256,-3379692.169858,93385.322531,-3019617.232306,44173.908946,-4359096.000000,2050543.360000
105,52929.191367,-3463695.618235,92682.164277,-3507604.340133,44799.931738,-4429687.500000,2053750.000000
106,55631.104143,-3459850.995837,97275.261152,-3236780.637802,46536.194525,-4500846.000000,1926711.360000
107,52792.194698,-3711395.708993,97866.414160,-3318578.681515,47443.780769,-4572571.500000,1985802.480000
108,53851.653622,-3923545.099084,101980.296420,-3186878.987510,47613.102415,-4644864.000000,2064384.000000
109,53345.366358,-3673331.014571,99393.746553,-3221280.535803,48112.595881,-4717723.500000,2062152.720000
110,58736.193065,-3904638.759367,104805.589987,-3572197.044130,47895.198236,-4791150.000000,2088840.000000
111,55973.828704,-3755965.627394,106031.728122,-3145114.045379,50047.726931,-4865143.500000,2129336.880000
112,58505.233598,-3993062.867610,103791.536760,-3503420.902581,50356.488330,-4939704.000000,2175909.120000
113,60426.590792,-3871527.066195,109213.146327,-3440716.699833,51931.419430,-5014831.500000,2163718.480000
114,56513.680576,-4064522.253122,103203.224161,-3862685.450458,52817.938340,-5090526.000000,2204996.800000
115,55505.600984,-4040054.569109,104957.713263,-3818122.325146,52025.405978,-5166787.500000,2240946.000000
116,53052.799763,-4134780.029975,110431.034372,-3978849.971690,53581.533956,-5243616.000000,2292024.320000
117,55037.702086,-4195809.168609,114250.066899,-3791439.580766,54780.163711,-5321011.500000,2298827.120000
118,60852.580368,-4292963.175687,114225.511678,-3775635.532057,56279.624197,-5398974.000000,2277662.400000
119,58556.345631,-4463995.589925,113810.236254,-4156323.545795,56391.259154,-5477503.500000,2347887.920000
120,61172.441423,-4601895.587011,120070.503259,-3849147.876769,56533.210524,-5556600.000000,2366112.000000
121,63117.908056,-4742363.416736,119996.010888,-4146430.027893,55343.203352,-5636263.500000,2377767.600000
122,64223.882193,-4866533.550375,119121.772562,-4262117.230641,58321.379071,-5716494.000000,2363220.800000
123,62840.140279,-4820387.773938,121296.484947,-4322358.423397,59473.054827,-5797291.500000,2514409.040000
124,63935.492766,-4907465.325562,119560.818016,-4577260.496253,59738.697127,-5878656.000000,2536427.520000
125,67663.426936,-5133417.433389,120313.586380,-4857694.077852,61653.134763,-5960587.500000,2571778.000000
126,63091.429148,-5064697.573689,128486.641695,-4585486.915903,60556.542043,-6043086.000000,2726742.720000
127,65638.863525,-5012865.176103,130351.596175,-4830691.050375,62080.775131,-6126151.500000,2553319.440000
128,64656.476849,-5306996.323064,125694.228999,-4629905.565362,63529.394843,-6209784.000000,2651260.160000
129,60582.919540,-5150197.592423,133364.218302,-4755071.551624,64162.327675,-6293983.500000,2697865.520000
130,64872.090437,-5346016.860949,129757.518149,-4545121.773522,65026.457038,-6378750.000000,2741400.000000
131,57787.990987,-5225311.435054,131180.522027,-4734074.236886,66626.381048,-6464083.500000,2858333.360000
132,65900.248478,-5467885.748543,135327.841369,-5121614.308077,67353.261267,-6549984.000000,2752148.480000
133,68215.636441,-5605851.271024,134250.241164,-4948021.337635,66796.976510,-6636451.500000,2867134.320000
134,63008.661025,-5701585.084097,132105.859079,-5035127.965029,67211.983512,-6723486.000000,2912324.800000
135,68829.431965,-5708358.003747,138744.495142,-5505815.851374,68774.488890,-6811087.500000,2892610.000000
136,71167.430507,-5736659.830142,138954.374005,-5235147.756869,71223.084812,-6899256.000000,2980673.280000
137,66530.302129,-5856620.871357,144321.052065,-5233212.565779,71575.426853,-6987991.500000,3030841.040000
138,71405.400280,-5861312.318068,147250.111088,-4902557.530391,72318.848058,-7077294.000000,3101527.360000
139,71676.156630,-5888378.529142,149669.181699,-4704318.370941,74277.851313,-7167163.500000,3031697.520000
140,78347.257494,-5818799.000833,152348.090133,-5339198.667777,73400.208160,-7257600.000000,3094528.000000
141,75654.356841,-5576112.138634,147767.335126,-5770357.767277,74765.170919,-7348603.500000,3170656.720000
142,70715.343211,-5473512.884263,152459.497252,-5080180.661116,75276.691014,-7440174.000000,3340336.320000
143,72472.100895,-3176964.393422,155137.415328,-4919103.236053,77059.554949,-7532311.500000,3271175.280000
144,76962.321695,1797541.868443,150526.848001,-1628842.810991,78592.304928,-7625016.000000,3212458.240000
145,80830.024261,8934639.748127,157099.988753,6537434.294338,78308.445843,-7718287.500000,3321450.000000
146,79418.060878,19755346.106578,161089.600871,23859492.234804,79386.551796,-7812126.000000,3375058.880000
147,77380.140888,17825773.350125,166990.627074,37549519.707327,81876.610124,-7906531.500000,3344448.880000
148,84828.751678,8178532.636137,174579.716044,26870176.266445,83796.018539,-8001504.000000,3470423.040000
149,86723.396218,-2318256.655704,166736.121871,3460530.188593,83751.494980,-8097043.500000,3434174.640000
150,91553.022038,-4836322.356370,161808.577914,-4213684.970858,85637.808255,-8193150.000000,3581288.000000
151,111725.129367,1652968.652373,175253.160105,3323795.983764,84943.049040,-8289823.500000,3375581.040000
152,166213.310412,7408722.844296,190603.306460,16193397.282265,84721.631521,-8387064.000000,3613981.440000
153,307950.568823,10691119.757286,263906.206708,25325428.874688,87010.085673,-8484871.500000,3651338.000000
154,521521.550580,14445168.654455,442174.154124,39714032.517902,87915.031985,-8583246.000000,3703360.320000
155,744506.968197,8501344.452540,811216.923367,33545123.074521,88648.306587,-8682187.500000,3442250.000000
156,639909.400448,-2195104.825978,1148075.869796,8627796.089925,88105.857827,-8781696.000000,3759247.360000
157,366382.575299,-7443793.877186,876614.441174,-4626531.595754,88930.788371,-8881771.500000,3681784.080000
158,172939.750821,-8477870.702748,346441.721937,-7350068.038301,90952.914189,-8982414.000000,4032739.520000
159,136602.182318,-8693448.957952,205187.551038,-7222791.068693,94102.701701,-9083623.500000,3878242.640000
160,355641.441702,-8912252.622814,428811.210303,-7698264.279767,94379.057816,-9185400.000000,3900960.000000
161,475245.392491,-8858113.400083,707652.020899,-8152292.521649,95992.538526,-9287743.500000,4216995.920000
162,518538.579080,-8987291.385512,903811.689298,-7932343.009159,97548.545649,-9390654.000000,4083526.720000
163,617458.127993,-9149063.743963,1227813.570494,-7517834.351790,96670.499031,-9494131.500000,4010642.640000
164,407665.022780,-8995618.131557,1091643.770959,-8171065.258951,97187.913861,-9598176.000000,4211686.400000
165,174364.345000,-9318076.842215,445294.508965,-8228063.311823,99069.005484,-9702787.500000,4208306.000000
166,99628.649214,-9386678.323064,255728.518992,-8252442.269775,97452.903437,-9807966.000000,4209641.280000
167,70473.749144,-9586150.092839,180593.880409,-8472441.308493,100902.732402,-9913711.500000,4109556.880000
168,82949.647042,-9490305.432140,204758.405856,-8364653.475437,101580.648307,-10020024.000000,4464654.080000
169,74848.448475,-9792297.962948,201836.804761,-8922323.566611,102990.930778,-10126903.500000,4375108.080000
170,78284.432346,-9930009.866778,192172.565424,-8340678.059950,105198.191957,-10234350.000000,4404200.000000
171,80236.937136,-9932293.974604,205255.081627,-8326188.333472,107685.031589,-10342363.500000,4619953.840000
172,76990.533722,-10071100.536220,208000.109076,-8517195.457119,107719.613655,-10450944.000000,4591779.840000
173,82309.422942,-10071605.446711,203698.343481,-8571255.425895,109270.541083,-10560091.500000,4574177.200000
174,84885.984890,-10317262.286428,203490.779153,-8801324.318068,110664.022540,-10669806.000000,4513309.120000
175,84111.116403,-10352662.437552,208115.864745,-9212862.271024,110851.270761,-10780087.500000,4602546.000000
176,80978.647950,-10459115.850125,205204.252589,-8947745.325562,110541.530525,-10890936.000000,4631432.960000
177,88064.140393,-10675173.211074,206904.127609,-9657285.201082,112781.792701,-11002351.500000,4933400.080000
178,84701.795976,-10747102.526228,205244.451368,-9241453.483764,113750.379350,-11114334.000000,4764070.080000
179,81710.559114,-10707553.150291,217511.315844,-9149562.101166,115445.658735,-11226883.500000,4685590.320000
180,85964.203008,-11040249.791840,226472.113083,-9728842.631141,114642.086998,-11340000.000000,4886400.000000
181,84885.729469,-10961706.293505,226016.886117,-9637152.276020,116900.096591,-11453683.500000,5006491.920000
182,85732.464673,-11262158.812656,227524.883243,-9924392.368027,117552.941627,-11567934.000000,5239233.600000
183,88232.626209,-11296738.802248,222338.111781,-9598282.932140,116505.040595,-11682751.500000,4908816.080000
184,85487.512389,-11174415.766861,225295.407665,-9771045.242298,120558.451401,-11798136.000000,5083810.560000
185,87480.969477,-11599162.437552,226067.987315,-9827708.961282,123329.067711,-11914087.500000,5113602.000000
186,85813.290992,-11474097.257286,228181.860600,-10162326.649459,122982.454019,-12030606.000000,5000658.240000
187,92038.007408,-11866729.072856,231823.478363,-10461916.937136,126580.158485,-12147691.500000,5207010.480000
188,93424.116413,-11860081.718568,236492.783149,-10482189.961699,123056.941923,-12265344.000000,5195141.120000
189,88730.485384,-12219896.139467,238322.692658,-10542305.694005,126240.918661,-12383563.500000,5608640.400000
190,91951.654139,-12089256.744380,240205.337186,-10973904.954205,127098.870834,-12502350.000000,5267304.000000
191,93134.916158,-12162962.971274,244432.950978,-10745037.700666,128108.587060,-12621703.500000,5631016.080000
192,89805.700510,-12278524.915903,244134.374776,-10594528.246461,130250.810949,-12741624.000000,5454403.840000
193,96102.056498,-12479629.297669,250748.791137,-10822206.420899,133972.608758,-12862111.500000,5462427.600000
194,97006.541457,-12725777.990008,247453.268489,-10752469.913405,133610.183015,-12983166.000000,5315999.680000
195,99923.801043,-12628489.102831,249401.325367,-10853195.077019,132536.118054,-13104787.500000,5447154.000000
196,96374.162300,-13052161.678601,250926.496617,-11828461.428809,133985.275760,-13226976.000000,5617382.400000
197,94791.747458,-12908639.701499,253255.268330,-11629473.485845,133882.646592,-13349731.500000,5820200.400000
198,97569.373751,-13116920.777685,255160.063557,-11736904.541216,136043.238711,-13473054.000000,5873966.400000
199,100166.639210,-13237535.506661,252077.061199,-11126013.545795,136581.267441,-13596943.500000,5897284.560000
200,104238.058779,-13313365.029142,263294.659561,-11862574.021649,139602.417826,-13721400.000000,5819616.000000
201,102618.843915,-13526171.314321,267313.266272,-11879160.073689,143555.097420,-13846423.500000,5778867.120000
202,103718.684616,-13464195.931724,265511.306467,-12079237.563697,143504.679400,-13972014.000000,6225554.880000
203,99821.841933,-13725514.547460,270524.382754,-11116915.879684,146904.354858,-14098171.500000,6090807.920000
204,105079.541216,-13613885.175687,274734.646336,-12250861.029142,146446.240841,-14224896.000000,6209781.760000
205,105151.533497,-13877973.303497,263010.678256,-12218223.615737,144630.791555,-14352187.500000,6232950.000000
206,103168.132164,-13905919.438801,265120.133528,-12279227.515404,151993.185587,-14480046.000000,6574502.720000
207,106145.384967,-14560203.286012,276839.984484,-12581206.512490,150277.333548,-14608471.500000,6492654.000000
208,105656.052138,-14640075.157369,286476.889103,-12010576.406328,149821.036314,-14737464.000000,6516714.240000
209,109163.343732,-14523165.985429,277602.196695,-12951245.918818,151557.885934,-14867023.500000,6498488.720000
210,109816.372831,-14352968.068276,280455.385506,-12519527.185679,154033.713584,-14997150.000000,6403016.000000
211,111139.469565,-14827937.796420,287902.739274,-12978519.291007,155681.128829,-15127843.500000,6629570.640000
212,110442.073259,-14855760.119900,300678.879501,-13242384.599500,154631.664615,-15259104.000000,6411514.880000
213,117790.153210,-14882395.904663,287012.325194,-12848253.523314,158823.115676,-15390931.500000,6553768.080000
214,117926.841870,-15010415.925062,284534.960694,-12651029.580350,162881.606739,-15523326.000000,6978104.640000
215,116979.348676,-15397635.855537,302948.365508,-13431883.357619,156888.489130,-15656287.500000,6967186.000000
216,108296.772641,-15476786.857619,306041.622717,-13807298.098251,158226.551211,-15789816.000000,6786000.640000
217,114804.217656,-15555609.355953,306456.979555,-13135338.123647,167984.005475,-15923911.500000,6906540.240000
218,116487.542851,-15687157.263947,297649.061186,-12609704.308077,166295.625654,-16058574.000000,7155270.080000
219,120799.569982,-15872765.406744,311389.811706,-13786017.800583,166063.119507,-16193803.500000,7114991.760000
220,116280.060887,-15951914.737719,310246.839873,-14225353.538718,167258.087011,-16329600.000000,7266816.000000
221,118114.450254,-16248341.101998,309981.853766,-14235333.920483,169916.656810,-16465963.500000,7076589.040000
222,122846.747761,-16383461.860117,320461.568561,-13969708.321399,170325.198438,-16602894.000000,7107327.040000
223,120623.150140,-16629766.812240,321562.524392,-14196023.681515,167549.516103,-16740391.500000,7005573.360000
224,116580.291778,-16599613.368859,320402.273623,-14145798.214821,173015.970786,-16878456.000000,6882361.600000
225,121175.532200,-16679728.007910,322827.995530,-14824250.801415,177045.207200,-17017087.500000,7812854.000000
226,124381.055814,-16986226.466278,322008.834261,-14888825.550375,175517.935461,-17156286.000000,7411999.680000
227,123301.505491,-17067458.244380,341514.305656,-14610080.746461,178482.555661,-17296051.500000,7228346.320000
228,121488.833836,-17148324.049958,332540.569695,-14613396.489592,174656.148834,-17436384.000000,7788866.560000
229,120131.008473,-17403050.881349,326720.303212,-14673406.522481,181739.140638,-17577283.500000,7415319.600000
230,119239.737251,-17250390.299750,337568.424425,-15201316.611157,181843.969645,-17718750.000000,7645000.000000
231,121852.457462,-17683740.723147,334511.261689,-15146127.588260,180275.997512,-17860783.500000,7907885.520000
232,129215.363811,-17646471.427144,341030.544276,-15564481.418818,181497.478976,-18003384.000000,7605239.040000
233,128852.278940,-18026634.555787,345938.250947,-14968752.478351,183526.325160,-18146551.500000,7860305.200000
234,129577.802158,-18048552.444629,337981.517344,-15087316.391341,184684.908439,-18290286.000000,8005145.280000
235,125246.674570,-18373677.320983,341986.386284,-15145437.833056,187405.988118,-18434587.500000,8172342.000000
236,132076.056619,-17842789.888426,358912.026644,-15448625.025812,185656.406328,-18579456.000000,8362393.600000
237,128653.991570,-18044328.323480,360890.737819,-16745071.350125,192169.797618,-18724891.500000,8100249.360000
238,128896.007554,-18683838.629475,360355.716931,-16439174.183181,193135.400752,-18870894.000000,7907803.200000
239,136723.810923,-18577610.981266,360469.939053,-16378348.387594,195095.701052,-19017463.500000,8280478.640000
240,134148.642082,-18784666.611157,364804.817275,-16251777.352206,196837.032860,-19164600.000000,8139040.000000
241,134948.859001,-18865631.664030,360450.213133,-15866549.336803,197653.035193,-19312303.500000,8474252.400000
242,135278.508164,-19074773.000833,379072.840727,-17017167.671940,201368.278936,-19460574.000000,8561279.680000
243,135205.855054,-19220659.834721,379520.205243,-16628982.066195,200219.256108,-19609411.500000,8305813.520000
244,140937.956664,-19367102.427977,380977.279364,-16690393.019151,201505.647650,-19758816.000000,8413701.120000
245,146504.446881,-19843006.380100,376802.605906,-16685512.624896,201027.616330,-19908787.500000,8511270.000000
246,142515.124218,-19926768.964197,368729.401627,-17143071.212323,207078.426568,-20059326.000000,8519022.400000
247,144729.902668,-19809764.763947,377946.767058,-16804764.243547,207089.532608,-20210431.500000,8457726.960000
248,145076.903528,-20092988.263114,387353.339018,-16998157.288926,206836.862676,-20362104.000000,8751036.160000
249,150960.602076,-20446561.547460,391407.811646,-17531937.588260,211031.033648,-20514343.500000,9221685.840000
250,147583.741881,-20530576.311407,397657.634568,-18345397.293922,209602.067267,-20667150.000000,9138744.000000
251,148595.002678,-20407761.843047,395570.107068,-17174462.196919,210485.737780,-20820523.500000,9582581.680000
252,148932.290851,-20281441.518734,396126.100697,-18271676.323064,217794.632129,-20974464.000000,9014210.560000
253,153438.220441,-20500656.658201,403816.503482,-19034588.694005,218035.476583,-21128971.500000,9259482.960000
254,150186.216358,-21073070.562864,409870.744896,-17978764.151540,215085.886961,-21284046.000000,9315430.080000
255,150160.306094,-21014651.072023,406987.737549,-18322753.694838,219339.412210,-21439687.500000,9673950.000000
256,154651.419793,-21239118.314738,406120.457233,-18598963.443797,216582.311937,-21595896.000000,9756622.080000
257,147439.167893,-21321430.242714,414596.074720,-19021476.870525,219119.691006,-21752671.500000,9815173.680000
258,153366.030395,-21620440.311407,411055.506694,-18362736.314738,227155.712394,-21910014.000000,9329724.480000
259,152157.165252,-21703347.625729,406363.390085,-18786740.631557,229504.927640,-22067923.500000,9695874.960000
260,156566.790370,-21932644.796003,426045.593841,-20390429.975021,231780.601452,-22226400.000000,9803136.000000
261,164819.909388,-21867693.395920,413293.731659,-19796692.979600,229285.864730,-22385443.500000,10264930.000000
262,154719.497061,-22247087.305579,417877.338143,-18820470.319734,230375.103067,-22545054.000000,9790994.880000
263,159665.031435,-22180085.059534,435224.050576,-18804143.656536,231737.131157,-22705231.500000,10257799.120000
264,162639.932036,-22714871.920067,429082.612045,-18483957.681932,229504.225219,-22865976.000000,10394945.280000
265,161558.246424,-22418607.233555,427465.778594,-20364311.334305,235488.527810,-23027287.500000,10585242.000000
266,164003.399646,-22959306.299750,428039.017242,-19894510.296420,235273.375065,-23189166.000000,10816703.040000
267,161102.311463,-23042984.938801,434899.129519,-20728285.729808,237486.631877,-23351611.500000,10549821.520000
268,164787.688177,-23359233.492090,441159.721898,-20251423.333888,239239.317027,-23514624.000000,10689822.720000
269,160776.892723,-23365260.535803,423982.095764,-19922887.929642,236414.962682,-23678203.500000,10029201.680000
270,170450.116622,-23684793.796836,441057.511461,-19273220.108243,243631.434132,-23842350.000000,10394760.000000
271,166302.065164,-23848418.828893,455724.014591,-21072137.084513,244539.915662,-24007063.500000,10398826.800000
272,165302.094075,-23693133.342215,463151.329006,-20338658.737719,247295.942382,-24172344.000000,10688695.040000
273,175761.873994,-23936109.380933,474574.855059,-20880285.276020,251250.435899,-24338191.500000,10473578.000000
274,175382.288466,-24261707.165695,461808.404114,-20861123.485429,249014.951047,-24504606.000000,10572851.520000
275,180458.256395,-24671587.500000,458288.178603,-20595687.208576,253896.108325,-24671587.500000,10366418.000000
276,167958.421641,-24592921.179017,462302.148873,-21556271.720233,248407.030547,-24839136.000000,10703170.560000
277,177063.380625,-24841997.336803,471281.150429,-22032676.562448,257350.437452,-25007251.500000,11086107.120000
278,177343.842500,-25009565.140716,474561.647141,-21349450.236470,258477.093579,-25175934.000000,11089843.520000
