0,1973985.512073,2046300.249792,2123111.240633,2181562.531224,2118989.675271,2113369.358868,2136974.687760,2151962.198168,2105875.603664,2129855.620316,2136974.687760,2147840.632806,2138098.751041,2160205.328893,2117116.236470,2099880.599500,2100255.287261,2074027.144047,2092386.844296,2145217.818485,2134351.873439,2135101.248959,2088265.278934,2005459.283930,2015575.853455,1989347.710241,1975109.575354,1969863.946711
1,2230847.336803,2342382.515820,2344447.982098,2431197.565779,2430371.379267,2400628.664863,2451852.228560,2466310.492506,2361384.805579,2369646.670691,2421283.327644,2376256.162781,2390714.426728,2407238.156953,2361384.805579,2361797.898834,2334946.837219,2333294.464197,2326684.972107,2340317.049542,2352296.753955,2332881.370941,2306030.309326,2245305.600749,2210605.767277,2210605.767277,2217215.259367,2206474.834721
2,2331397.573689,2534508.314738,2542669.014155,2514106.566195,2665079.505412,2704069.513739,2790663.601998,2732178.589509,2631529.963364,2596620.304746,2603874.259784,2602060.771024,2622009.147377,2586646.116570,2578032.044963,2537228.547877,2522267.265612,2536775.175687,2549469.597002,2571231.462115,2537228.547877,2526800.987510,2495064.934221,2438393.410491,2431139.455454,2379455.025812,2322783.502082,2389429.213988
3,2357382.788093,2537258.204413,2635867.592423,2558070.236053,2819211.680683,2952012.263530,2999087.097002,2951516.738968,2825653.500000,2798895.173605,2859349.170275,2795426.501665,2787993.633222,2759748.733139,2770154.748959,2752811.389259,2706727.604913,2694339.490841,2721593.341799,2681951.376769,2713169.424230,2659157.246878,2656184.099500,2591270.381765,2617037.659034,2516446.172773,2493652.042881,2524870.090341
4,2381763.117402,2564670.694421,2595964.616153,2550642.384679,2893256.872606,3049726.481266,3091271.860117,3057280.186511,2986599.087427,2969873.025812,3047568.279767,3015195.257286,2922392.592839,2895954.624480,2858725.648626,2888400.919234,2786965.448793,2783188.596170,2852251.044130,2731931.310575,2785346.797669,2789663.200666,2797216.905912,2701176.939217,2698479.187344,2603518.321399,2566828.895920,2661789.761865
5,2319169.702331,2539298.761449,2535786.063697,2496560.938801,2754744.223564,3045712.687344,3140555.526644,3156948.116153,3124748.386761,3082010.564113,3138799.177769,3076156.067860,2983655.027061,2953797.096170,2975458.732306,2934477.258535,2928622.762281,2940917.204413,2907546.575770,2855441.559117,2887641.288510,2849001.613239,2855441.559117,2720788.145296,2796896.596586,2706737.354288,2621847.158618,2665170.430891
6,2137978.895920,2366572.151540,2395700.378018,2312115.032473,2660387.305579,2975098.796003,3018157.913405,3092878.146545,3194193.716903,3133404.374688,3197359.828476,3101110.036636,3076414.366361,3025756.581182,2892146.672773,2901011.785179,2966233.683597,3007393.134055,2986496.797669,2895946.006661,2893413.117402,2887080.894255,2929506.789342,2758536.764363,2784498.879267,2640124.191507,2683816.531224,2728775.315570
7,2079572.047044,2149907.496669,2213414.261865,2126689.969609,2490658.849709,2795901.043714,2998712.971274,3028759.182764,3204939.241049,3274591.822231,3140749.607410,3028076.314321,3077242.842215,3033539.261865,2905159.994588,2967983.891341,3055391.052040,3045148.025396,2999395.839717,2961155.206911,2892868.362614,2873748.046211,2935889.074521,2780195.069525,2824581.518318,2669570.381765,2768586.305995,2689373.566611
8,1864866.724396,2034510.354704,2072698.531224,1966212.269775,2219576.133222,2536097.365529,2895213.102415,2868040.746045,3179421.262281,3117732.669442,2989949.155704,2884931.670275,2992886.707744,3017121.512073,2865837.582015,2918713.518734,3053840.912573,2969386.291424,3025934.168193,2912838.414654,2898885.042465,2917979.130724,2950292.203164,2857024.925895,2749069.888426,2674162.311407,2635974.134888,2700600.279767
9,1758601.375104,1913006.454205,1975241.154455,1864164.031224,1917733.140300,2195819.838884,2554260.201082,2772475.542465,3015899.876353,3116735.846378,2836285.804746,2736237.615737,2797684.534971,2870160.388426,2901671.629059,2797684.534971,2948150.708993,3005658.723147,3112796.941299,2927668.402581,2907973.877186,2891430.475853,2868584.826395,2882764.884679,2759083.265196,2570803.602415,2637764.988759,2638552.769775
10,1674585.636969,1779966.569525,1726011.532057,1736971.149042,1851625.603664,2001688.051624,2288324.188177,2551354.995837,2883515.695254,2865811.698585,2772233.430475,2498243.005828,2681184.304746,2807641.423813,2661794.213156,2589292.131557,2905434.929226,2971192.631141,3020089.383847,2968663.488759,2907121.024147,2902905.786844,2880986.552873,2814385.803497,2660108.118235,2593507.368859,2592664.321399,2606153.080766
