Time,pbl
23:01,1177.5
23:02,1222.5
23:03,1162.5
23:04,1177.5
23:05,1200.0
23:06,1185.0
23:07,1177.5
23:08,1177.5
23:09,1185.0
23:10,1035.0
23:11,1035.0
23:12,1050.0
23:13,1042.5
23:14,1057.5
23:15,1042.5
23:16,1170.0
23:17,1140.0
23:18,1155.0
23:19,1132.5
23:20,1245.0
23:21,1207.5
23:22,1200.0
23:23,1177.5
23:24,1177.5
23:25,1185.0
23:26,1185.0
23:27,1185.0
23:28,1177.5
